"name","playerid","Bats","Age_2024","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","Age_2023","G_2023","AB_2023","PA_2023","H_2023","X1B_2023","X2B_2023","X3B_2023","HR_2023","Age_2022","G_2022","AB_2022","PA_2022","H_2022","X1B_2022","X2B_2022","X3B_2022","HR_2022","Age_2021","G_2021","AB_2021","PA_2021","H_2021","X1B_2021","X2B_2021","X3B_2021","HR_2021","Age_2020","G_2020","AB_2020","PA_2020","H_2020","X1B_2020","X2B_2020","X3B_2020","HR_2020","Age_2019","G_2019","AB_2019","PA_2019","H_2019","X1B_2019","X2B_2019","X3B_2019","HR_2019","Age_2018","G_2018","AB_2018","PA_2018","H_2018","X1B_2018","X2B_2018","X3B_2018","HR_2018","R_2018"
"Blake Parker",5224,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,23,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jon Jay",5227,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,5,14,14,4.90196078431372,5,0,0,0,35,18,50,57,8,5.88235294117647,1.12359550561798,0,0.99009900990099,34,47,165,182,47.3118279569892,35.2941176470588,13.1147540983607,0,0,33,143,527,586,136.279461279461,101.755553706631,19.7268750666809,4.97042766151046,3.63607990012484,72.9230769230769
"Justin Turner",5235,"R",39,139,460,539,122.745098039216,84.9500483403158,25.9126984126984,0,11.3169381454274,38,146,558,626,149.514563106796,96.1538461538462,28.4403669724771,0,25.5555555555556,37,128,468,532,134.020618556701,90,33.9622641509434,0,10.8333333333333,36,151,533,612,151.020408163265,107.608695652174,23.1578947368421,0,20.4545454545455,35,42,150,175,43.3962264150943,31.0679611650485,10.4651162790698,1.63934426229508,2.5974025974026,34,135,479,549,144.791666666667,89.7959183673469,28.5714285714286,0,25.7142857142857,33,103,365,426,117.525773195876,73.9130434782609,28.9719626168224,2.04081632653061,12.962962962963,65.9574468085106
"Isaac Galloway",5238,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,19,54,54,8.8235294117647,7.47663551401869,0.952380952380952,0,0,28,43,64,74,13.265306122449,6.48148148148148,3.03030303030303,0,5.08474576271186,7.95454545454546
"Robbie Grossman",5254,"B",34,87,208,245,44.9637959793478,33.2994561459252,8.96995911128355,0,2.82060925159834,33,115,353,420,80.259889164915,49.8355427090601,21.9696246059796,1.66417041105009,7.69467528470298,32,129,411,477,87.053431070705,57.2815533980583,20.1669228487447,0.520616409829238,8.12663280840772,31,156,557,671,141.534532297542,85.7317819963258,24.7471486980848,1.26796280642434,34.8907766990291,30,51,166,192,40.8038355605427,17.6991150442478,11.9165839126117,2.61814373609111,9.40844407856051,29,138,420,482,107.469674398808,74.2212000836295,21.4351332040421,3.30833700926334,7.17703349282297,28,129,396,465,105.892734581822,74.5230524642289,24.4786944696283,0.954836245583882,5.26038926880589,47.4653502942852
"Wilmer Font",5257,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15,3,4,1.06382978723404,1.0989010989011,0,0,0,28,6,0,2,0,0,0,0,0,0
"Sandy León",5273,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,22,41,44,5.73284922606535,3.98684341672481,1.9104021396504,0,0,33,34,71,86,12.0185901232153,8.80668059945473,2.90275761973875,0,0,32,84,202,220,38.8084749318229,28.2828282828283,5.51511140525039,0,4.89536164484151,31,25,66,81,8.54052002277472,5.78592092574735,0.849256900212314,0,2.08899101733863,30,65,172,191,32.346598706136,26.7895413630519,2.16200634188527,0,5.65930956423316,29,89,265,288,45.1923076923077,30.7219662058372,8.859357696567,0,5.77500577500577,28.1267579223701
"Francisco Cervelli",5275,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,16,53,62,13,8,1.76991150442478,0,3.26086956521739,33,48,141,160,29.6538461538462,18.4781541482572,7.29424504950495,0.840336134453782,3.15764482431149,32,104,332,404,88.659793814433,55.4455445544554,14.2857142857143,3.94736842105263,17.3913043478261,42.3913043478261
"Aaron Hicks",5297,"B",34,18,57,63,8.27643285743844,7.21649484536082,0,0,0.928763815361753,33,93,269,312,69.0958117788656,49.6677250076026,10.2163355661386,0.936417267534413,7.50769875058049,32,130,384,453,95.0853476916027,77.4724609611427,10.635783502718,3.36473755047106,7.12187305261284,31,32,108,126,23.7825594563986,15.9799109690675,4.13052457662123,0,3.42671121391245,30,54,169,211,39.3171236420072,21.8197687104517,10.3788271925272,1.83654729109275,5.20562207183758,29,59,221,255,55.3250345781466,31.0398344542162,11.9033448399,0,11.6879322099932,28,137,480,581,114.787305874409,66.9684965100924,19.6377918394065,4.5689917758148,23.3463035019455,83.3333333333333
"Kristopher Negrón",5306,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,40,77,82,19.8464912280702,16.4876476906552,1.19047619047619,0,1.9047619047619,32,20,32,33,7.14285714285714,6.04166666666667,0,0,0.884955752212389,6.25
"Brandon Crawford",5343,"L",37,29,71,80,12.2448979591837,5.94059405940594,5.26315789473684,0,1.17647058823529,36,94,283,320,55.5555555555556,33.0275229357798,12.6436781609195,1.40845070422535,8.43373493975904,35,118,407,458,92.156862745098,66.6666666666667,12.8205128205128,1.96078431372549,11.8421052631579,34,138,483,549,145.454545454545,91.578947368421,26.7857142857143,2.29007633587786,25.8064516129032,33,54,172,193,43.5643564356436,25.531914893617,10,0,7.69230769230769,32,147,500,560,123.913043478261,77.7777777777778,25.531914893617,1.42857142857143,19.6428571428571,31,151,531,594,131.067961165049,91.9191919191919,22.2222222222222,1.0989010989011,19.1780821917808,65.625
"Yangervis Solarte",5352,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,28,73,78,16.0170848905499,8.8261253309797,5.61482313307131,0,1.57257430413587,30,122,468,506,106,75.2782020510583,16.6126754713847,0,15.8952781673679,49.3485984998026
"Jose Alvarez",5358,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,67,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freddie Freeman",5361,"L",34,147,542,638,161.052631578947,101.075268817204,38.8888888888889,2.8169014084507,18.9655172413793,33,161,637,730,229.347826086957,137.5,61.4583333333333,5.26315789473684,25.4385964912281,32,159,612,708,195.098039215686,132.989690721649,45.1923076923077,1.5748031496063,18.1034482758621,31,159,600,695,178.217821782178,120.792079207921,27.1739130434783,2.53164556962025,26.4957264957265,30,60,214,262,73.7373737373737,34.2857142857143,25,1.49253731343284,14.4444444444444,29,158,597,692,172.549019607843,103.030303030303,29.0598290598291,2.5,38,28,162,618,707,198.958333333333,118.811881188119,43.5643564356436,5.63380281690141,33.8235294117647,102.173913043478
"Michael Pineda",5372,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,26,4,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juan Lagares",5384,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,20,60,62,11.1111111111111,8.42105263157895,1.85185185185185,0.917431192660551,0,32,112,309,327,73,43.2692307692308,21.7391304347826,2.94117647058824,6.12244897959184,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,133,258,285,58.5106382978723,40.6593406593407,12.3711340206186,2.08333333333333,4.85436893203883,29,30,59,64,22.4719101123596,19.5652173913043,1.42857142857143,0.793650793650794,0,11.1111111111111
"Juan Graterol",5398,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6,18,18,3.96039603960396,3.96039603960396,0,0,0,29,4,8,9,2.03680727874276,2.04229732531619,0,0,0,1.92307692307692
"Brad Peacock",5401,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,61,1,1,0,0,0,0,0,0
"Jake Smolinski",5408,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,20,39,41,5.20833333333333,3.26086956521739,0.840336134453782,1.58730158730159,0,2.12765957446809
"Pablo Sandoval",5409,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,69,73,86,12.998700129987,9.05888273779567,0,0,3.58037952022914,33,34,84,94,17.7060790871533,16.5562913907285,0.854481756814492,0,0.996313639533725,32,108,272,296,77.9498131340096,35.3045013239188,25.828186412128,0,22.0160402579022,31,92,230,252,55.6966972835646,36.4029909484455,8.63781636002419,0.622858922454064,12.273285149325,22.9166666666667
"Jose Altuve",5417,"R",34,153,628,682,179.611650485437,132.673267326733,28.4403669724771,0,18.348623853211,33,90,360,410,110.891089108911,69.2307692307692,21.6494845360825,2.89855072463768,17.8947368421053,32,141,527,604,166.315789473684,96.8085106382979,41.9354838709677,0,25.6880733944954,31,146,601,678,172.164948453608,104.040404040404,36.3636363636364,0.970873786407767,31,30,48,192,210,44.6808510638298,28.5714285714286,9.89010989010989,0,5.81395348837209,29,124,500,548,146.078431372549,88,30.6818181818182,4.16666666666667,24.21875,28,137,534,599,176.041666666667,128.865979381443,31.1827956989247,3.84615384615385,12.621359223301,89.3617021276596
"Pedro Báez",5420,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,55,4,4,0,0,0,0,0,0
"Jesse Chavez",5448,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,48,2,2,0.917431192660551,0.854700854700855,0,0,0,34,30,1,1,0,0,0,0,0,0
"Ji Man Choi",5452,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,32,39,104,117,17.4800354924579,6.11433483773909,4.56228956228956,0,7.31707317073171,31,113,356,419,89.247311827957,54.9450549450549,22.2222222222222,0,11.4583333333333,30,83,258,305,64.1304347826087,37.7777777777778,12.8440366972477,0,14.8648648648649,29,42,122,145,29.7872340425532,13.0434782608696,13.265306122449,0,3.44827586206897,28,127,410,487,112.631578947368,68.041237113402,22.2222222222222,1.92307692307692,20.4301075268817,27,61,190,221,55.2245862884161,27.5091575091575,16.8674698795181,0.531914893617021,12.36119840771,27.5673400673401
"José Pirela",5485,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,14,22,24,3.96039603960396,1.92307692307692,1.14942528735632,0,0.917431192660551,28,146,438,473,112.371134020619,81.4432989690722,23.469387755102,2.53164556962025,5.05050505050505,56.25
"Abraham Almonte",5486,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,8,15,16,1.10290062865336,0,1.15300357431108,0,0,33,15,35,37,8.18181818181818,5.82693988540352,1.5821533106558,0,0.934666791288905,32,64,148,175,31.996800319968,15.0981378963261,12.5052105043768,0,4.47547440028643,31,7,11,13,1.06780565936999,1.05999576001696,0,0,0,30,17,31,38,8.76509544215037,3.90815828041036,2.97059114763838,0.526038926880589,1.07944732297064,29,50,134,151,22.6372382569327,15.9207500442243,0.967773153972709,1.64514271613062,3.69276218611521,14.5151925682214
"Austin Romine",5491,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,51,129,136,19.0647102093387,13.8134242652676,2.91082554517134,0,2.36220472440945,32,28,60,62,13,10.1010101010101,2.29885057471264,0,0.819672131147541,31,37,130,135,29.2452830188679,24.2424242424242,3.90625,0,1.94174757281553,30,73,228,240,66.6666666666667,44,14.6341463414634,0,7.84313725490196,29,77,242,265,57.2815533980583,36.2745098039216,12.9032258064516,0,8.40336134453782,27.7777777777778
"Marwin Gonzalez",5497,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,86,184,207,38.9506243555963,25.4206512528749,8.27227605766958,0,5.34140478945963,32,91,276,307,48.9232035017567,32.493852604798,9.9964298464834,0,5.2475207949829,31,53,175,199,37.4835376354979,27.6161357135812,4.1515308770109,0,5.61608446591037,30,114,425,463,108.359133126935,73.0679156908665,17.5454797303537,0,16.8690958164642,29,145,489,552,130.599028602267,80.4934141752038,29.6595088385336,3.71241183021903,16.849199663016,70.4144060948863
"Corban Joseph",5503,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28,64,68,10.5648110524177,6.20101948275323,2.83519016519401,0,1.2987012987013,29,14,18,19,4,2.94117647058824,1.12359550561798,0,0,1
"Kyle Higashioka",5517,"R",34,84,246,263,54.5454545454545,27.0833333333333,11.1111111111111,1.36986301369863,12.5925925925926,33,92,242,260,60.6382978723404,36.9565217391304,15.2941176470588,0,8.47457627118644,32,83,229,248,54.1666666666667,37.2340425531915,7.4468085106383,0,8.8495575221239,31,67,193,211,36.8421052631579,15.1515151515152,12.5,0,9.61538461538461,30,16,48,48,12,7.52688172043011,1.0752688172043,0,3.07692307692308,29,18,56,57,12.5,4,6.09756097560976,0,2.94117647058824,28,29,72,79,11.6504854368932,6.86274509803922,2.1505376344086,0,2.52100840336134,5.55555555555556
"Rubén Tejada",5519,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,9,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison Bumgarner",5524,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,28,39,52,3.7037037037037,2.77777777777778,0.769230769230769,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,37,63,76,8.24742268041237,5.55555555555556,0,0,2.53164556962025,28,22,44,46,6.93069306930693,4.67289719626168,2.10526315789474,0,0,2.08333333333333
"Jarrod Saltalamacchia",5557,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5,7,8,0,0,0,0,0,0
"Matt Kemp",5631,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,43,117,132,24.1379310344828,15.5737704918033,2.7027027027027,0,6.18556701030928,34,20,60,62,11.8811881188119,8.91089108910891,2.17391304347826,0,0.87719298245614,33,146,462,506,138.144329896907,95.6521739130435,23.3644859813084,0,19.4444444444444,65.9574468085106
"Devin Mesoraco",5666,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,84,244,274,59.6527068437181,35.9412326803631,13.3153638814016,0,10.1858419633991,29.320987654321
"Steven Souza Jr.",5667,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,6,19,19,3.09278350515464,3.2258064516129,0,0,0,32,17,33,36,5.10204081632653,2.17391304347826,1.05263157894737,1.78571428571429,0.757575757575758,31,11,27,31,4.3010752688172,1.08695652173913,2,0,1.21951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,72,241,272,54.0816326530612,31.25,15.4639175257732,1.61290322580645,5.05050505050505,21
"A.J. Ellis",5677,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,66,151,183,42.2680412371134,32.9896907216495,8.16326530612245,0,1.01010101010101,19.7916666666667
"Junior Guerra",5702,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,41,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,72,3,3,1.06382978723404,1.0752688172043,0,0,0,33,31,35,37,4.16666666666667,1.05263157894737,3.2258064516129,0,0,2.17391304347826
"Hernán Pérez",5751,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,19,21,0.952380952380952,0.952380952380952,0,0,0,29,3,6,6,1.0752688172043,1.08695652173913,0,0,0,28,91,232,246,56.3829787234043,36.5591397849462,12.7906976744186,0,7.47663551401869,27,132,316,334,83.3333333333333,61.0526315789474,11.8279569892473,1.72413793103448,8.8235294117647,39.1304347826087
"Avisaíl García",5760,"R",33,18,50,51,11.6504854368932,8.8235294117647,0.900900900900901,0,2.17391304347826,32,37,108,118,19.4174757281553,12.037037037037,2.75229357798165,1.26582278481013,3.84615384615385,31,98,357,380,80,63,8.41121495327103,0,9.19540229885057,30,135,461,515,132.967032967033,80.4347826086956,25,0,27.6190476190476,29,53,181,207,42.5742574257426,29.2452830188679,12.1951219512195,0,1.8018018018018,28,125,489,530,148.387096774194,97.8494623655914,24.2718446601942,1.6260162601626,25,27,93,356,385,84,49.0566037735849,12.6436781609195,3.92156862745098,19.1919191919192,51.0869565217391
"Wilmer Flores",5827,"R",32,71,214,242,43.5643564356436,28.2828282828283,9.4488188976378,0,5.55555555555556,31,126,405,454,117.34693877551,68.6274509803922,24.7191011235955,0,24.7311827956989,30,151,525,602,118.811881188119,67.9245283018868,28,0.671140939597315,26.027397260274,29,139,389,436,103.030303030303,65.0485436893204,16,0.675675675675676,22.7848101265823,28,55,198,213,51.4563106796117,28.4313725490196,9.90990990990991,0.714285714285714,12.9032258064516,27,89,265,285,84,57.5757575757576,17.4757281553398,0,9.18367346938776,26,126,386,429,115.730337078652,72.8260869565217,35.7142857142857,0,10.377358490566,53.0864197530864
"Leury García",5913,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,97,300,315,62.586926286509,50.8159874914492,8.51335532616793,0,2.70221581696992,30,126,415,474,118.110236220472,85.1154378125332,27.5309723438869,4.57718274402105,4.12984224002643,29,16,59,63,17.2804838535479,12.8232528318017,1.10680686220255,0,3.00390507659958,28,140,577,618,168.922463540027,121.37359384251,37.0472008781559,7.42574257425742,7.31729625903229,27,82,258,275,71.4358608021227,53.9321435575603,8.10842117456272,3.57238546039118,4.12413650891845,23.3029381965552
"Nick Markakis",5930,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,37,130,141,33.3333333333333,16.1904761904762,16.304347826087,0,1.11111111111111,35,116,414,469,115.686274509804,82.8282828282828,21.3675213675214,2.5,9,34,162,623,705,192.708333333333,124.752475247525,42.5742574257426,2.8169014084507,20.5882352941176,84.7826086956522
"Jean Segura",5933,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,33,85,301,326,64.0776699029126,51.8518518518519,4.58715596330275,2.53164556962025,3.84615384615385,32,98,354,387,92.4528301886792,75.9615384615385,8.10810810810811,0,9.1743119266055,31,131,514,567,146.078431372549,100.961538461538,28.7234042553191,3.15789473684211,13.2075471698113,30,54,192,217,52.0408163265306,38.5416666666667,5.37634408602151,1.19047619047619,6.36363636363636,29,144,576,618,159.405940594059,103.846153846154,42.5287356321839,3.6036036036036,11.0091743119266,28,144,586,632,181.632653061224,136,36.7088607594937,3.03030303030303,8.8495575221239,94.7916666666667
"Jesús Sucre",5942,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,21,62,67,12.3809523809524,10.8910891089109,1.96078431372549,0,0,30,73,182,198,39.5833333333333,31.0679611650485,5.74712643678161,0,1.20481927710843,10
"Didi Gregorius",6012,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,63,214,232,45.9183673469388,33.3333333333333,9.78260869565217,2.89855072463768,0.833333333333333,31,103,368,408,78.5714285714286,48.936170212766,15.6862745098039,1.33333333333333,12.621359223301,30,60,215,237,56.4814814814815,36.7924528301887,10.6382978723404,0.881057268722467,7.8125,29,82,324,344,82.7956989247312,47.3684210526316,16.4705882352941,4.76190476190476,15.5339805825243,28,134,504,569,129.807692307692,74.0740740740741,25.2747252747253,7.69230769230769,23.6842105263158,82.4074074074074
"Cristhian Adames",6013,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,10,22,24,7.47463961558996,5.88408355398647,1.12296462661426,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moisés Sierra",6050,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,27,54,60,8.65384615384615,7.07070707070707,1.75438596491228,0,0,3.7037037037037
"Eduardo Escobar",6153,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,100,288,309,69.5945224199007,50.9851327660676,7.17878753632444,5.99994301589235,5.64897503801631,33,136,495,542,123.508043591074,67.1990650564862,31.1937612477504,4.80538202787122,22.9779411764706,32,146,549,599,134.200816125632,77.6353584300698,24.8235329367889,4.22479592377345,31.1164807888234,31,54,203,222,42.8585667297917,28.8988540109616,7.0778564206269,2.06128899271678,4.13607693103092,30,158,636,699,166.536813400857,94.7728382999511,28.715714427171,5.26038926880589,37.7806563039724,29,151,566,631,152.743718140155,79.9299180763996,45.3753787895778,2.86450873675165,24.4485567554968,72.7188152648567
"J.D. Martinez",6184,"R",36,120,434,495,105.154639175258,68.5393258426966,23.3009708737864,1.16279069767442,12.5984251968504,35,113,432,479,119.387755102041,60.4395604395604,26.7326732673267,3.57142857142857,25.5813953488372,34,139,533,596,132.727272727273,78.8990825688073,38.7387387387387,0.65359477124183,14.6788990825688,33,148,570,634,149.54128440367,85.7142857142857,32.3076923076923,2.58620689655172,28.5714285714286,32,54,211,237,40.1785714285714,19.6428571428571,12.5,0,7.36842105263158,31,146,575,657,178.571428571429,108.333333333333,27.5,2.66666666666667,42.3529411764706,30,150,569,649,180.769230769231,104.950495049505,33.0357142857143,1.49253731343284,41.3461538461538,102.777777777778
"Ian Kinsler",6195,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,87,258,281,60.2150537634409,37.2340425531915,14.2857142857143,0,8.7378640776699,36,128,487,534,122.167080231596,81.8953323903819,28.0844155844156,0,12.7797202797203,66.7824074074074
"Dellin Betances",6216,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,66,1,1,0,0,0,0,0,0
