"name","playerid","Bats","Age_2024","G_2024","AB_2024","PA_2024","H_2024","X1B_2024","X2B_2024","X3B_2024","HR_2024","Age_2023","G_2023","AB_2023","PA_2023","H_2023","X1B_2023","X2B_2023","X3B_2023","HR_2023","Age_2022","G_2022","AB_2022","PA_2022","H_2022","X1B_2022","X2B_2022","X3B_2022","HR_2022","Age_2021","G_2021","AB_2021","PA_2021","H_2021","X1B_2021","X2B_2021","X3B_2021","HR_2021","Age_2020","G_2020","AB_2020","PA_2020","H_2020","X1B_2020","X2B_2020","X3B_2020","HR_2020","Age_2019","G_2019","AB_2019","PA_2019","H_2019","X1B_2019","X2B_2019","X3B_2019","HR_2019","Age_2018","G_2018","AB_2018","PA_2018","H_2018","X1B_2018","X2B_2018","X3B_2018","HR_2018","R_2018"
"Bartolo Colon",375,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,28,4,4,0,0,0,0,0,0
"Victor Martinez",393,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,133,467,508,122.346543971557,88.1905727318804,22.6073850791258,0,10.4626830969542,35.5753196220122
"CC Sabathia",404,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,23,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandon Barnes",629,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,19,19,21,5.05050505050505,4,0,0,1.06382978723404,2
"Adrian Beltré",639,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,119,433,481,107.272727272727,74.5283018867924,20.1754385964912,0.537634408602151,13.1578947368421,40.495867768595
"Todd Frazier",785,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,13,35,40,2.88461538461538,1.85185185185185,0.934579439252336,0,0,34,45,157,172,38.6622807017544,24.1916991515707,8.99378399378399,1.02040816326531,4.12008281573499,33,133,447,499,119.148936170213,76.9230769230769,19.5876288659794,4.16666666666667,20.3883495145631,32,115,408,472,97.7528089887641,55.4347826086956,25.7142857142857,0,16.9811320754717,66.6666666666667
"Brandon Phillips",791,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,9,23,27,2.88461538461538,1.98019801980198,0,0,0.961538461538462,3.7037037037037
"Ichiro Suzuki",1101,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,5,6,0,0,0,0,0,44,15,44,47,9,8.57142857142857,0,0,0,5.81395348837209
"Marco Estrada",1118,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,28,1,1,0,0,0,0,0,0
"Tommy Hunter",1157,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,1,1,1.05263157894737,1.03092783505155,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,65,1,1,0,0,0,0,0,0
"Andrew Romine",1159,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,26,60,64,10.7832565434761,7.92000792000792,2.29885057471264,0,0.802053256336221,34,2,4,4,0.999800039992002,0,1.0756157900398,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,75,119,131,25.166096235152,21.2868892114175,2.14892016761577,1.05285323225942,0,16.7973124300112
"Albert Pujols",1177,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,109,307,351,82.1782178217822,44.5544554455446,14.5833333333333,0,22.0183486238532,41,109,275,296,65.9795918367347,47.4080267558528,3.15789473684211,0,14.1929499072356,40,39,152,163,32.0754716981132,18.5185185185185,7.92079207920792,0,5.76923076923077,39,131,491,545,122.448979591837,75,22.2222222222222,0,24.468085106383,38,117,465,498,122.58064516129,82.4175824175824,22.7272727272727,0,17.2727272727273,52.0833333333333
"Wilson Ramos",1433,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,44,151,163,31.0707070707071,17.953431372549,4.76190476190476,0,9.08698467515649,32,45,142,155,35.7894736842105,25.8426966292135,5.76923076923077,0,4.34782608695652,31,141,473,524,144.68085106383,113.186813186813,19.5876288659794,0,13.5922330097087,30,111,382,416,122.203947368421,79.2595753760802,24.255219329111,1.35135135135135,17.768370780419,42.9078014184397
"Sean Doolittle",1581,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,63,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Utley",1679,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,87,164,187,36.8421052631579,25.5555555555556,10.6382978723404,3.33333333333333,0.769230769230769,19.5652173913043
"José Reyes",1736,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,110,228,251,46.5619924201408,24.3161094224924,16.2118346392867,3.52402208387173,4.13992962119644,35.56609365738
"Miguel Cabrera",1744,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,40,98,334,370,87.7551020408163,62,20.8333333333333,0,4.3010752688172,39,112,397,433,102.020202020202,83.495145631068,10.6382978723404,0,6.09756097560976,38,130,472,526,121,88.2352941176471,15.2380952380952,0,18.2926829268293,37,57,204,231,48.1132075471698,37.3737373737374,3.125,0,9.70873786407767,36,136,493,549,129.906542056075,95.4954954954955,21.875,0,12.3711340206186,35,38,134,157,38.8349514563107,25.4901960784314,9.56521739130435,0,3.65853658536585,17
"Edwin Jackson",1841,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,8,3,3,0,0,0,0,0,34,17,2,2,0,0,0,0,0,0
"Joe Mauer",1857,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,127,486,543,135.643564356436,105.102040816327,25.2336448598131,0.694444444444444,6,60.377358490566
"Matt Holliday",1873,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,25,53,65,12.9310344827586,10.4761904761905,1.48148148148148,0,1.55038759689922,2.18978102189781
"José Bautista",1887,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,122,325,399,72.6606834336337,37.7984469817058,23.6734693877551,0,12.4901700373398,61.4449697924875
"Matt Moore",1890,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,19,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrián González",1908,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,54,169,187,42.5531914893617,28.4313725490196,6.57894736842105,0,6.52173913043478,17.4418604651163
"Zack Greinke",1943,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,36,50,56,13.9803921568627,6.05050505050505,3.88349514563107,0.970873786407767,3.06122448979592,34,34,64,71,15.3061224489796,11.4583333333333,4.12371134020619,0,0,6
"Iván Nova",1994,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,34,5,5,0,0,0,0,0,31,29,53,56,1.03092783505155,0.99009900990099,0,0,0,1.08695652173913
"Clayton Kershaw",2036,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,24,36,39,8.69565217391304,9.09090909090909,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,29,49,65,5,4.16666666666667,0.952380952380952,0,0,30,27,46,57,11.5789473684211,10,2.12765957446809,0,0,1.08695652173913
"Jorge De La Rosa",2047,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,43,1,2,0,0,0,0,0,1
"David Peralta",2136,"L",36,91,236,260,63.6363636363636,44.8979591836735,10.7843137254902,0,7.40740740740741,35,133,394,422,110.869565217391,78.4090909090909,26.0416666666667,2.63157894736842,6.14035087719298,34,134,439,490,116.717600452745,68.6028257456829,29.3803418803419,3.54885057471264,18.1818181818182,33,150,487,538,112.5,73.394495412844,23.4375,5.47945205479452,8.33333333333333,32,54,203,218,61,44.1176470588235,11.2359550561798,0.75187969924812,4.95049504950495,31,99,382,423,100.961538461538,58.6538461538462,29,1.28755364806867,13.3333333333333,30,146,560,614,165.656565656566,102.970297029703,27.4725274725275,3.18471337579618,33.7078651685393,75
"Edwin Encarnación",2151,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,44,159,181,23.1481481481481,9.00900900900901,5.74712643678161,0,7.93650793650794,36,109,418,486,106.885964912281,51.5789473684211,21.4606111578357,0,32.1895424836601,35,137,500,579,124.242424242424,74,15.8415841584158,1.28205128205128,34.0425531914894,74
"Adam Wainwright",2233,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,41,23,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,57,74,7.21649484536082,4.90196078431372,2.08333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,50,59,8.33333333333333,5,3.37078651685393,0,0,36,8,11,12,0.970873786407767,0.892857142857143,0,0,0,0
"Carlos Santana",2396,"B",38,150,521,594,118.478884005351,72.5689404934688,24.7054351957431,0,20.5393820325058,37,146,550,619,136.878260587373,77.4010074469674,31.8285310755154,1.58077774264938,26.130572558046,36,131,431,506,90.4890604847467,50.3314356450662,18.8691728898054,0,20.3975471216196,35,158,565,659,112.390860115177,76.7669637342275,13.1187685849222,0,25.4521098459478,34,60,206,255,38.9068134370848,25.0723240115718,5.9447983014862,0,8.3559640693545,33,158,573,686,170.082400169026,105.890138980807,27.9563880346659,1.88893086513034,33.5471139615195,32,161,560,679,132.862777662445,80.1386181503141,29.1697051776227,1.86046511627907,21.6216216216216,83.6563966537441
"Corey Kluber",2429,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,16,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,7,1,1,0,0,0,0,0,32,33,6,6,0,0,0,0,0,0
"Nelson Cruz",2434,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,49,143,152,36.4583333333333,25,5.43478260869565,0.99009900990099,4.95049504950495,41,124,448,507,112.903225806452,89.7727272727273,17.0212765957447,0,8.26446280991736,40,140,513,584,143.885869565217,92.2643818849449,19.8347107438017,2.32558139534884,32.0379342335842,39,53,185,214,62.2222222222222,37.7777777777778,6.45161290322581,0,19.2771084337349,38,120,454,521,143.877551020408,82.2222222222222,22.2222222222222,0,39.047619047619,37,144,519,591,135.714285714286,77,22.7848101265823,1.01010101010101,32.7433628318584,72.9166666666667
"Pedro Alvarez",2495,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,45,111,127,20,9.80392156862745,2.24719101123596,0,6.66666666666667,18
"Lucas Duda",2502,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,39,105,119,16.3636363636364,8.54700854700855,3.38983050847458,0,5.40540540540541,32,107,328,367,73.6111111111111,42.1665695981363,13.6306834566952,0.892857142857143,19.5261437908497,33.7792642140468
"Lance Lynn",2520,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,28,5,5,1.06405618216642,1.06394297265667,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,33,2,2,0,0,0,0,0,31,31,4,4,0,0,0,0,0,0
"Yonder Alonso",2530,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,121,292,335,57.9018704255896,32.9901960784314,15.718418514947,0,9.07688560526102,31,145,516,574,121.698113207547,86.1386138613861,16.6666666666667,0,18.8524590163934,57.1428571428571
"Pete Kozma",2539,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,11,12,1.0752688172043,1.02040816326531,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,69,73,14.5631067961165,8.8235294117647,3.47826086956522,0.485436893203884,1.21951219512195,7
"Peter Bourjos",2578,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,44,46,4.08163265306122,3,1.01010101010101,0,0,31,36,44,47,8.8235294117647,4.67289719626168,2.04081632653061,1.08695652173913,1.0989010989011,5
"Jhoulys Chacín",2608,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,46,6,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,19,24,25,3.19148936170213,2.1505376344086,0,0,0.934579439252336,30,36,56,68,9.375,8.42105263157895,1.0752688172043,0,0,2.17391304347826
"Zack Cozart",2616,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,38,97,107,12.2448979591837,10,2.02020202020202,0,0,32,58,224,253,52.6881720430108,31.8681318681319,14.7727272727273,2.56410256410256,4.54545454545454,30.2083333333333
"Brandon Guyer",2636,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,104,194,221,40.4040404040404,22,10.8910891089109,0,7.4468085106383,25
"Rick Porcello",2717,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,32,6,6,0,0,0,0,0,29,33,7,7,2.88461538461538,0.99009900990099,1.78571428571429,0,0,0.925925925925926
"Tony Cruz",2802,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9,26,26,4.04040404040404,2.1978021978022,0.943396226415094,0,0.75187969924812,1.85185185185185
"Manny Piña",2829,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,12,12,3.15789473684211,2.1505376344086,0,0,1.13636363636364,35,5,14,17,1.98019801980198,1.94174757281553,0,0,0,34,75,180,208,37.3626373626374,16.304347826087,8.33333333333333,0,12.3809523809524,33,15,39,45,8.91089108910891,5.66037735849057,1.21951219512195,0,1.8018018018018,32,76,158,179,38.2978723404255,22.5806451612903,9.30232558139535,0,6.54205607476636,31,98,306,337,80.2083333333333,55.7894736842105,13.9784946236559,1.72413793103448,8.8235294117647,42.3913043478261
"Ross Detwiler",2859,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,46,3,3,1.06382978723404,1.01010101010101,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,18,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luis Avilán",2882,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,58,1,1,0,0,0,0,0,0
"Roberto Pérez",2900,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,5,15,17,2.04081632653061,1.96078431372549,0,0,0,33,21,60,69,14.1414141414141,9.61538461538461,1.96078431372549,0,2.85714285714286,32,44,141,161,21.2121212121212,11.4583333333333,3.06122448979592,0,6.19469026548673,31,32,97,110,16.6666666666667,13.4020618556701,1.98019801980198,0,1.23456790123457,30,119,389,449,96.875,64.1304347826087,8.03571428571429,1.53846153846154,24.4897959183673,29,62,179,210,30.3030303030303,18,8.91089108910891,1.28205128205128,2.12765957446809,16
"Tommy Pham",2967,"R",36,116,440,478,108.093573093573,75.2887108391983,19.2113099714243,6.93065104829811,10.2849155283612,35,129,426,481,114.967320261438,64.6712158808933,30.6150978564772,2.74797666102014,17.4339622641509,34,144,554,622,121.155480033985,85.6684777767881,21.0911846425865,1.88679245283019,14.1660044787979,33,155,475,561,115.957446808511,73.1182795698925,25,3.63636363636364,14.8514851485149,32,31,109,125,23.7113402061856,19.3548387096774,2.1978021978022,0,2.41935483870968,31,145,567,654,166.666666666667,106.451612903226,32.0388349514563,1.6260162601626,26.25,30,137,494,570,135.507686084142,83.5124826629681,20.5459770114943,9.67741935483871,24.7128047072009,107.256235827664
"Mitch Moreland",3086,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,81,229,252,50.9803921568627,30,10,2,9.61538461538461,34,42,136,152,35.5877616747182,16.6276803118908,8.90762463343109,0,10.3526858383071,33,91,298,335,72.1153846153846,41.304347826087,11.4864864864865,0.704225352112676,21.1111111111111,32,124,404,459,95.1923076923077,59.375,15.6462585034014,3.1496062992126,19.2307692307692,53.7735849056604
"Kenley Jansen",3096,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,69,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,62,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grégor Blanco",3123,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,68,189,203,39.8058252427184,29.2929292929293,5.55555555555556,1.64835164835165,2.73972602739726,19.7916666666667
"Tony Watson",3132,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Max Scherzer",3137,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,59,63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,29,55,61,9.61538461538461,9.80392156862745,0,0,0,33,35,70,78,16.3461538461538,15.1515151515152,1.75438596491228,0,0,7.40740740740741
"Robinson Chirinos",3142,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,67,195,220,33.9805825242718,19.6428571428571,9.89010989010989,0,4.93827160493827,37,45,97,112,22,11.1111111111111,5.74712643678161,1.5625,4.09836065573771,36,26,74,82,12.5767543859649,8.57601467553313,2.93317793317793,0,0.869565217391304,35,114,366,437,85.2941176470588,47,25,1.38888888888889,13.28125,34,113,360,426,72.7272727272727,43.3962264150943,13.1578947368421,0.537634408602151,15.7894736842105,39.6694214876033
"Shin-Soo Choo",3174,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,33,110,127,25.4901960784314,17.6470588235294,3.33333333333333,0,4.54545454545454,36,151,563,660,140.566037735849,92.9292929292929,27.6785714285714,1.5748031496063,19.672131147541,35,146,560,665,135.779816513761,94.1176470588235,27.7777777777778,0.675675675675676,15.7894736842105,64.84375
"David Price",3184,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,39,15,18,4.34782608695652,3.40909090909091,1.17647058823529,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,22,2,2,0.961538461538462,1.08695652173913,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Francisco Liriano",3201,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,69,1,2,0.934579439252336,0.980392156862745,0,0,0,34,27,1,2,0,0,0,0,0,0
