"active","name","Age","G","AB","PA","H","X1B","X2B","X3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB_pct","K_pct","BB_K","OBP","SLG","OPS","ISO","BABIP","GB_FB","LD_pct","GB_pct","FB_pct","IFFB_pct","HR_FB","IFH_pct","BUH_pct","TTO_pct","wOBA","wRAA","wRC","WAR","BaseRunning","Spd","wRC_plus","wBsR","WPA","Clutch","O.Swing_pct","Z.Swing_pct","Swing_pct","O.Contact_pct","Z.Contact_pct","Contact_pct","Zone_pct","F.Strike_pct","SwStr_pct","CStr_pct","C.SwStr_pct","BB_pct_plus","K_pct_plus","OBP_plus","SLG_plus","ISO_plus","BABIP_plus","LD_pct_plus","GB_pct_plus","FB_pct_plus","HRFB_pct_plus","xwOBA","xAVG","xSLG","XBR","EV","LA","Barrels","Barrel_pct","maxEV","HardHit","HardHit_pct","Age_Y1","G_Y1","AB_Y1","PA_Y1","H_Y1","X1B_Y1","X2B_Y1","X3B_Y1","HR_Y1","R_Y1","RBI_Y1","BB_Y1","IBB_Y1","SO_Y1","HBP_Y1","SF_Y1","SH_Y1","GDP_Y1","SB_Y1","CS_Y1","AVG_Y1","GB_Y1","FB_Y1","LD_Y1","IFFB_Y1","Pitches_Y1","Balls_Y1","Strikes_Y1","IFH_Y1","BU_Y1","BUH_Y1","BB_pct_Y1","K_pct_Y1","BB_K_Y1","OBP_Y1","SLG_Y1","OPS_Y1","ISO_Y1","BABIP_Y1","GB_FB_Y1","LD_pct_Y1","GB_pct_Y1","FB_pct_Y1","IFFB_pct_Y1","HR_FB_Y1","IFH_pct_Y1","BUH_pct_Y1","TTO_pct_Y1","wOBA_Y1","wRAA_Y1","wRC_Y1","WAR_Y1","BaseRunning_Y1","Spd_Y1","wRC_plus_Y1","wBsR_Y1","WPA_Y1","Clutch_Y1","O.Swing_pct_Y1","Z.Swing_pct_Y1","Swing_pct_Y1","O.Contact_pct_Y1","Z.Contact_pct_Y1","Contact_pct_Y1","Zone_pct_Y1","F.Strike_pct_Y1","SwStr_pct_Y1","CStr_pct_Y1","C.SwStr_pct_Y1","BB_pct_plus_Y1","K_pct_plus_Y1","OBP_plus_Y1","SLG_plus_Y1","ISO_plus_Y1","BABIP_plus_Y1","LD_pct_plus_Y1","GB_pct_plus_Y1","FB_pct_plus_Y1","HRFB_pct_plus_Y1","xwOBA_Y1","xAVG_Y1","xSLG_Y1","XBR_Y1","EV_Y1","LA_Y1","Barrels_Y1","Barrel_pct_Y1","maxEV_Y1","HardHit_Y1","HardHit_pct_Y1","Age_Y2","G_Y2","AB_Y2","PA_Y2","H_Y2","X1B_Y2","X2B_Y2","X3B_Y2","HR_Y2","R_Y2","RBI_Y2","BB_Y2","IBB_Y2","SO_Y2","HBP_Y2","SF_Y2","SH_Y2","GDP_Y2","SB_Y2","CS_Y2","AVG_Y2","GB_Y2","FB_Y2","LD_Y2","IFFB_Y2","Pitches_Y2","Balls_Y2","Strikes_Y2","IFH_Y2","BU_Y2","BUH_Y2","BB_pct_Y2","K_pct_Y2","BB_K_Y2","OBP_Y2","SLG_Y2","OPS_Y2","ISO_Y2","BABIP_Y2","GB_FB_Y2","LD_pct_Y2","GB_pct_Y2","FB_pct_Y2","IFFB_pct_Y2","HR_FB_Y2","IFH_pct_Y2","BUH_pct_Y2","TTO_pct_Y2","wOBA_Y2","wRAA_Y2","wRC_Y2","WAR_Y2","BaseRunning_Y2","Spd_Y2","wRC_plus_Y2","wBsR_Y2","WPA_Y2","Clutch_Y2","O.Swing_pct_Y2","Z.Swing_pct_Y2","Swing_pct_Y2","O.Contact_pct_Y2","Z.Contact_pct_Y2","Contact_pct_Y2","Zone_pct_Y2","F.Strike_pct_Y2","SwStr_pct_Y2","CStr_pct_Y2","C.SwStr_pct_Y2","BB_pct_plus_Y2","K_pct_plus_Y2","OBP_plus_Y2","SLG_plus_Y2","ISO_plus_Y2","BABIP_plus_Y2","LD_pct_plus_Y2","GB_pct_plus_Y2","FB_pct_plus_Y2","HRFB_pct_plus_Y2","xwOBA_Y2","xAVG_Y2","xSLG_Y2","XBR_Y2","EV_Y2","LA_Y2","Barrels_Y2","Barrel_pct_Y2","maxEV_Y2","HardHit_Y2","HardHit_pct_Y2","Age_Y3","G_Y3","AB_Y3","PA_Y3","H_Y3","X1B_Y3","X2B_Y3","X3B_Y3","HR_Y3","R_Y3","RBI_Y3","BB_Y3","IBB_Y3","SO_Y3","HBP_Y3","SF_Y3","SH_Y3","GDP_Y3","SB_Y3","CS_Y3","AVG_Y3","GB_Y3","FB_Y3","LD_Y3","IFFB_Y3","Pitches_Y3","Balls_Y3","Strikes_Y3","IFH_Y3","BU_Y3","BUH_Y3","BB_pct_Y3","K_pct_Y3","BB_K_Y3","OBP_Y3","SLG_Y3","OPS_Y3","ISO_Y3","BABIP_Y3","GB_FB_Y3","LD_pct_Y3","GB_pct_Y3","FB_pct_Y3","IFFB_pct_Y3","HR_FB_Y3","IFH_pct_Y3","BUH_pct_Y3","TTO_pct_Y3","wOBA_Y3","wRAA_Y3","wRC_Y3","WAR_Y3","BaseRunning_Y3","Spd_Y3","wRC_plus_Y3","wBsR_Y3","WPA_Y3","Clutch_Y3","O.Swing_pct_Y3","Z.Swing_pct_Y3","Swing_pct_Y3","O.Contact_pct_Y3","Z.Contact_pct_Y3","Contact_pct_Y3","Zone_pct_Y3","F.Strike_pct_Y3","SwStr_pct_Y3","CStr_pct_Y3","C.SwStr_pct_Y3","BB_pct_plus_Y3","K_pct_plus_Y3","OBP_plus_Y3","SLG_plus_Y3","ISO_plus_Y3","BABIP_plus_Y3","LD_pct_plus_Y3","GB_pct_plus_Y3","FB_pct_plus_Y3","HRFB_pct_plus_Y3","xwOBA_Y3","xAVG_Y3","xSLG_Y3","XBR_Y3","EV_Y3","LA_Y3","Barrels_Y3","Barrel_pct_Y3","maxEV_Y3","HardHit_Y3","HardHit_pct_Y3","debut","MLE_Y1","MLE_Y2","MLE_Y3","predicted_avg"
"FALSE","AJ Pollock",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,54,133,144,22,13,4,0,5,15,15,9,0,32,0,2,0,1,0,1,0.1654,50,42,11,5,559,192,367,5,0,0,0.0625,0.2222,0.2812,0.2153,0.3083,0.5235,0.1429,0.1735,1.1905,0.1068,0.4854,0.4078,0.119,0.119,0.1,0,0.3194,0.2273,-10.8915,6.654,-0.7516,-0.5109,2.5403,45.1909,-0.5916,-0.9627,0.1701,0.3872,0.6987,0.5153,0.622,0.8625,0.7561,0.4111,0.7292,0.1252,0.1395,0.2648,74.649,96.2633,67.9111,74.854,86.5437,58.5839,53.6026,115.216,107.6233,94.7497,0.267,0.201,0.359,0.0807,89.3683,13.0098,7,0.068,108.136,42,0.4078,34,138,489,527,120,79,26,1,14,61,56,32,0,98,2,4,0,13,3,1,0.2454,178,141,75,25,1837,617,1220,9,1,0,0.0607,0.186,0.3265,0.2922,0.3885,0.6808,0.1431,0.2782,1.2624,0.1904,0.4518,0.3579,0.1773,0.0993,0.0506,0,0.2732,0.2974,-5.1828,55.0778,0.5345,-2.3689,3.4579,92.1105,-0.2649,0.3841,1.6769,0.3787,0.7609,0.5362,0.6357,0.8819,0.7797,0.4121,0.6319,0.1181,0.1279,0.2461,76.2792,83.6973,94.4623,99.1685,95.8656,96.0697,96.3093,105.856,95.2877,90.2315,0.317,0.258,0.419,-2.104,88.7514,11.7569,37,0.0937,110.847,166,0.4203,2012-04-18,13,12,11,0.212
"TRUE","Aaron Hicks",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,18,57,63,8,7,0,0,1,6,5,6,0,23,0,0,0,1,0,0,0.1404,20,9,5,1,284,104,180,1,0,0,0.0952,0.3651,0.2609,0.2222,0.193,0.4152,0.0526,0.2121,2.2222,0.1471,0.5882,0.2647,0.1111,0.1111,0.05,0,0.4762,0.1961,-5.7828,1.5868,-0.5164,0.1618,1.9217,19.9826,-0.1026,-0.3675,0.1053,0.2814,0.6581,0.4366,0.5745,0.7792,0.7016,0.412,0.6032,0.1303,0.1937,0.3239,117.2229,161.7518,71.9481,48.9183,34.0033,74.2758,75.4254,141.8211,67.829,98.0062,0.245,0.187,0.272,0.2644,87.467,4.6719,2,0.0588,105.014,12,0.3529,33,93,269,312,68,50,9,1,8,44,36,42,1,69,0,1,0,3,6,0,0.2528,92,78,29,11,1357,545,812,7,2,0,0.1346,0.2212,0.6087,0.3526,0.3829,0.7355,0.1301,0.3109,1.1795,0.1457,0.4623,0.392,0.141,0.1026,0.0761,0,0.3814,0.3262,2.0561,40.0715,0.9377,1.056,5.1641,108.905,0.4988,0.6342,0.2266,0.2494,0.6117,0.4003,0.6244,0.8667,0.7786,0.4165,0.5865,0.0884,0.196,0.2845,160.7825,95.5809,111.2191,92.9754,78.8224,104.9904,73.1434,109.7681,103.2582,81.6305,0.282,0.207,0.304,0.5572,85.3306,12.6447,8,0.0398,106.659,59,0.2935,32,130,384,453,83,64,9,2,8,54,40,62,3,109,4,2,1,10,10,3,0.2161,122,108,45,16,2017,802,1215,15,3,0,0.1369,0.2406,0.5688,0.3296,0.3125,0.6421,0.0964,0.2788,1.1296,0.1636,0.4436,0.3927,0.1481,0.0741,0.123,0,0.3951,0.2922,-6.3005,45.4985,0.874,0.5842,4.9746,88.9922,0.2828,-2.9803,-1.4768,0.2372,0.6453,0.4079,0.6079,0.8382,0.7603,0.4184,0.5563,0.0977,0.1924,0.29,171.9333,108.299,106.5605,79.7589,64.5274,96.2753,82.791,103.9486,104.5695,67.3156,0.303,0.218,0.336,0.3014,87.8829,14.8069,16,0.0576,109.6,92,0.3309,2013-04-01,12,11,10,0.203
"TRUE","Aaron Judge",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,158,559,704,180,85,36,1,58,122,144,133,20,171,9,2,0,22,10,0,0.322,119,180,91,10,2887,1252,1635,10,0,0,0.1889,0.2429,0.7778,0.458,0.7013,1.1593,0.3792,0.3675,0.6611,0.2333,0.3051,0.4615,0.0556,0.3222,0.084,0,0.5142,0.4757,93.807,176.1596,11.2106,-0.438,3.9201,218.4254,0.3663,6.172,-2.7749,0.2126,0.7191,0.4201,0.489,0.8071,0.712,0.4097,0.5185,0.1209,0.1462,0.2671,232.5309,107.6181,148.2969,177.7574,245.0186,128.6723,119.675,73.5651,118.266,284.2181,0.484,0.315,0.742,-0.8042,96.2287,18.888,105,0.2685,117.516,238,0.6087,31,106,367,458,98,45,16,0,37,79,75,88,9,130,0,3,0,5,3,1,0.267,73,120,47,8,1904,815,1089,4,0,0,0.1921,0.2838,0.6769,0.4061,0.6131,1.0192,0.346,0.3005,0.6083,0.1958,0.3042,0.5,0.0667,0.3083,0.0548,0,0.5568,0.4204,38.7928,94.5974,4.7142,-2.3962,2.587,172.115,-0.7775,3.086,-1.7829,0.2248,0.6942,0.4129,0.4531,0.7675,0.665,0.4008,0.5895,0.1381,0.1597,0.2978,229.4887,122.6746,128.1117,148.8674,209.6387,101.4821,98.2917,72.2193,131.7204,245.4017,0.461,0.289,0.712,-1.6187,97.6499,20.3825,66,0.275,116.943,154,0.6417,30,157,570,696,177,87,28,0,62,133,131,111,19,175,6,5,0,14,16,3,0.3105,149,174,77,8,2906,1176,1730,11,0,0,0.1595,0.2514,0.6343,0.4249,0.686,1.1108,0.3754,0.3402,0.8563,0.1925,0.3725,0.435,0.046,0.3563,0.0738,0,0.5,0.4582,82.0824,161.6676,11.0563,1.0439,4.0363,206.1548,1.2427,7.736,-1.4318,0.2685,0.6762,0.4253,0.5167,0.8519,0.7217,0.3847,0.579,0.1184,0.1686,0.287,200.3458,113.1684,137.3376,175.0777,251.4274,117.4862,97.3944,87.2806,115.8253,323.8111,0.463,0.305,0.706,-0.1988,95.7786,14.893,106,0.2624,118.357,246,0.6089,2016-08-13,8.5,7.5,6.5,0.289
"TRUE","Aaron Schunk",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,39,94,98,22,17,3,0,2,14,7,4,1,31,0,0,0,0,0,1,0.234,24,23,15,1,371,109,262,2,1,0,0.0408,0.3163,0.129,0.2653,0.3298,0.5951,0.0957,0.3279,1.0435,0.2419,0.3871,0.371,0.0435,0.087,0.0833,0,0.3776,0.2569,-4.2027,7.2612,0.0249,-0.6469,3.2793,49.471,-0.5629,-0.5847,-0.0211,0.4505,0.7517,0.5714,0.62,0.8304,0.7311,0.4016,0.6735,0.1536,0.1213,0.2749,49.5327,140.0425,84.1336,81.6475,60.9545,110.9701,122.2725,90.016,99.6948,72.8447,0.235,0.206,0.308,-0.084,85.5199,11.7461,3,0.0476,108.826,20,0.3175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-29,1,0,NA,0.23
"TRUE","Abraham Almonte",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,8,15,16,1,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0.0667,5,2,0,0,68,19,49,0,0,0,0.0625,0.5,0.125,0.125,0.1333,0.2583,0.0667,0.1429,2.5,0,0.7143,0.2857,0,0,0,0,0.5625,0.1212,-2.6197,-0.6702,-0.2904,-0.1392,2.6429,-29.6598,-0.0077,-0.1773,-0.0314,0.4773,0.7917,0.5882,0.5238,0.7895,0.65,0.3529,0.6875,0.2059,0.1324,0.3382,70.9259,224.0403,38.6664,32.0114,40.0429,48.1085,0,166.4404,77.2387,0,0.185,0.144,0.212,-0.1315,90.9725,3.9483,1,0.1429,106.896,5,0.7143,33,15,35,37,9,6,2,0,1,7,2,1,0,12,1,0,0,1,1,0,0.2571,9,10,4,1,152,53,99,2,0,0,0.027,0.3243,0.0833,0.2973,0.4,0.6973,0.1429,0.3636,0.9,0.1739,0.3913,0.4348,0.1,0.1,0.2222,0,0.3784,0.3056,-0.122,4.1088,-0.0375,0.351,5.9884,92.6674,0.1669,-0.0675,-0.0561,0.2353,0.5821,0.3882,0.55,0.8205,0.7288,0.4408,0.6486,0.1053,0.2632,0.3684,33.952,145.9741,96.1035,102.0913,95.67,125.5663,87.9904,91.6867,115.7674,90.876,0.234,0.184,0.295,0.1841,88.1421,14.632,1,0.0435,110.727,7,0.3043,2013-08-30,11,10,9,0.195
"TRUE","Abraham Toro",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,94,337,364,81,57,17,1,6,34,26,20,1,62,5,0,2,4,4,2,0.2404,122,100,53,9,1395,476,919,7,2,0,0.0549,0.1703,0.3226,0.2928,0.3501,0.643,0.1098,0.2788,1.22,0.1927,0.4436,0.3636,0.09,0.06,0.0574,0,0.2418,0.283,-7.9609,34.6191,0.7382,0.599,3.554,86.833,-0.6493,-0.4313,0.723,0.3481,0.6575,0.4778,0.727,0.9401,0.8498,0.4189,0.5714,0.0717,0.1778,0.2495,67.6286,75.4661,94.8045,88.7576,70.9327,97.6275,98.8485,106.9589,93.1793,52.9234,0.293,0.248,0.371,1.2483,87.1799,12.2381,12,0.0433,109.887,81,0.2924,26,9,18,21,8,6,0,0,2,4,9,2,0,5,1,0,0,0,0,0,0.4444,5,3,5,0,69,22,47,0,0,0,0.0952,0.2381,0.4,0.5238,0.7778,1.3016,0.3333,0.5455,1.6667,0.3846,0.3846,0.2308,0,0.6667,0,0,0.4286,0.5439,3.9327,6.4915,0.2463,-0.0921,1.0804,249.7637,-0.0693,0.345,-0.0093,0.2703,0.5938,0.4203,0.4,0.7368,0.6207,0.4638,0.6667,0.1594,0.2609,0.4203,108.0775,106.6859,162.0307,186.7331,200.2146,183.6868,191.4125,89.6218,62.3851,517.8163,0.475,0.383,0.644,-0.0227,86.6286,11.0749,2,0.1538,106.15,4,0.3077,25,109,324,352,60,36,13,1,10,36,35,22,1,65,2,4,0,4,2,0,0.1852,104,121,38,12,1340,463,877,5,0,0,0.0625,0.1847,0.3385,0.2386,0.3241,0.5627,0.1389,0.1976,0.8595,0.1445,0.3954,0.4601,0.0992,0.0826,0.0481,0,0.2756,0.2463,-17.7485,22.5014,-0.6148,-0.8635,4.1237,62.8912,0.1558,-0.7938,1.5694,0.3342,0.6516,0.4701,0.6719,0.893,0.8032,0.4284,0.5994,0.0925,0.1813,0.2739,78.5139,83.1126,77.1409,82.7129,93.0125,68.2425,73.1023,92.6551,122.5022,75.1042,0.284,0.226,0.372,-1.0193,87.0157,16.7099,18,0.0684,108.248,78,0.2966,2019-08-22,5,4,3,0.224
"TRUE","Adael Amador",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,10,35,36,6,5,1,0,0,1,0,1,0,6,0,0,0,1,1,0,0.1714,15,12,2,0,119,30,89,1,0,0,0.0278,0.1667,0.1667,0.1944,0.2,0.3944,0.0286,0.2069,1.25,0.069,0.5172,0.4138,0,0,0.0667,0,0.1944,0.1764,-3.8749,0.3364,-0.4009,-0.8024,3.8808,-4.6768,0.1526,-0.2638,0.0653,0.5075,0.7308,0.605,0.6765,0.8947,0.7917,0.437,0.7222,0.1261,0.1261,0.2521,33.7098,73.7858,61.662,49.5153,18.1896,70.026,34.8547,120.28,111.2039,0,0.257,0.234,0.333,-0.9551,88.2127,17.1448,2,0.069,103.638,9,0.3103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-09,1,0,NA,0.224
"TRUE","Adam Duvall",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,104,303,330,55,34,10,0,11,29,30,21,0,99,5,1,0,6,0,0,0.1815,64,104,37,17,1254,411,843,17,0,0,0.0636,0.3,0.2121,0.2455,0.3234,0.5689,0.1419,0.2268,0.6154,0.1805,0.3122,0.5073,0.1635,0.1058,0.2656,0,0.397,0.2519,-15.4678,23.1349,-1.017,-0.2755,1.2486,58.0483,-0.4735,-1.7569,-0.3277,0.3691,0.6641,0.4904,0.5956,0.8626,0.7443,0.4113,0.6394,0.1252,0.1818,0.307,77.226,132.8145,77.8383,80.0742,90.3476,76.7639,91.2173,72.5983,136.3377,88.6044,0.289,0.202,0.401,0.1981,86.8736,22.1774,22,0.1073,112.96,75,0.3659,34,92,320,353,79,32,24,2,21,45,58,22,1,110,6,5,0,0,4,0,0.2469,44,122,49,21,1338,448,890,3,0,0,0.0623,0.3116,0.2,0.3031,0.5312,0.8344,0.2844,0.299,0.3607,0.2279,0.2047,0.5674,0.1721,0.1721,0.0682,0,0.4334,0.3474,8.5096,51.5206,1.4628,0.8196,5.2726,115.7864,0.3454,0.6762,0.4586,0.3784,0.6415,0.4828,0.6,0.8206,0.7163,0.3967,0.6176,0.1368,0.1831,0.3199,74.4376,134.6774,95.6204,128.9977,172.2761,100.9676,114.3899,48.591,149.4873,136.9987,0.304,0.21,0.436,0.4742,88.753,28.928,28,0.1302,110.032,84,0.3907,33,86,287,315,61,32,16,1,12,39,36,21,0,101,5,2,0,2,0,2,0.2125,55,98,35,12,1220,410,810,3,0,0,0.0667,0.3206,0.2079,0.2762,0.4007,0.6769,0.1882,0.2784,0.5612,0.1862,0.2926,0.5213,0.1224,0.1224,0.0545,0,0.4254,0.2952,-3.633,32.3861,0.9026,-0.3313,3.2295,87.9101,-1.0344,-0.1486,-0.0107,0.3915,0.6756,0.5049,0.6272,0.8055,0.7224,0.3992,0.6032,0.1402,0.159,0.2992,79.7865,141.7865,88.0282,100.691,121.3971,95.5988,92.6466,67.8993,141.5782,103.925,0.293,0.209,0.395,0.7031,88.2638,23.4363,24,0.1277,110.142,76,0.4043,2014-06-26,11,10,9,0.205
