"playerid","name","Bats","dist1b","dist2b","dist3b","distHR","distIBB"
10323,"Rafael Ortega","L",0.80285805465889,0.121940765342427,0.0102886145275265,0.0612718539794114,0.0134419191919192
10324,"Marcell Ozuna","R",0.606420763381613,0.170126885588904,0.00434553844910995,0.2178863737597,0.0301292026928699
10339,"Scooter Gennett","L",0.690843582724566,0.203313268228652,0.00779535306137894,0.0983546631265488,0.0371428571428571
10340,"Gift Ngoepe","R",1,0,0,0,0
10346,"John Ryan Murphy","R",0.583656859981888,0.225096597214787,0,0.193506119956554,0.0316666666666666
10348,"Domingo Santana","R",0.606806178059183,0.234257671189296,0.00900993987547398,0.152072339576208,0.0226333333333333
10354,"Robbie Erlin","R",1,0,0,0,0
10416,"Wilfredo Tovar","R",0.83523635786802,0.155464824120603,0,0,0
10441,"Jon Singleton","L",0.67236968620066,0.184518193016437,0.00677285412837792,0.140560586023106,0
10459,"Adeiny Hechavarria","R",0.699130093491803,0.19853958222367,0.00614918772176138,0.0878284564678746,0.0415017525664294
10472,"Enrique Hernandez","R",0.622348692449086,0.227943580216726,0.0162314405027064,0.136011407089157,0.028534178187404
10473,"Cheslor Cuthbert","R",0.715539809138644,0.138970896845266,0,0.147296052631579,0.0169298245614035
10533,"Rocky Gale","R",0.989898989898991,0,0,0,0
10534,"Jake Petricka","R",NA,NA,NA,NA,0
10542,"Derek Dietrich","L",0.510653330794439,0.156568669860825,0.0277491061485258,0.30439176710583,0.0471798029556651
10547,"Jimmy Nelson","R",NA,NA,NA,NA,0
10556,"Cesar Hernandez","B",0.725179943704312,0.186721125350661,0.0167372566798722,0.0739249113974285,0.0332169242479298
10587,"Chad Bettis","R",1,0,0,0,0
10591,"Scott Alexander","L",NA,NA,NA,NA,0
10603,"Chris Sale","L",NA,NA,NA,NA,0
10619,"David Freitas","R",0.824340673575126,0.165921787709497,0,0.0232394366197183,0
10637,"Adam Liberatore","L",NA,NA,NA,NA,0
10642,"Carlos Perez","R",0.724115582355284,0.147042804747394,0,0.130376208043814,0
10655,"Rob Brantly","L",0.550758322331926,0.460519395134779,0,0,0
10681,"Gio Urshela","R",0.712286313457132,0.183482858197049,0.0104071765637958,0.0976249291019514,0.0194940019643651
10700,"Ryan LaMarre","R",0.606504960621478,0.0807896219464627,0,0.302823029791349,0
10732,"Drew Hutchison","L",1,0,0,0,0
10762,"Corey Dickerson","L",0.649492228764397,0.208881595486865,0.0340787664168134,0.103591628077998,0.101519038076113
10767,"Lane Adams","R",0.487922705314009,0.17003367003367,0,0.352530541012217,0
10807,"Tyler Saladino","R",0.733195405348852,0.0661298524967429,0,0.195500616795754,0
10811,"Mike Foltynewicz","R",0.822842779152428,0.17003367003367,0,0,0
10815,"Jurickson Profar","B",0.639503305879001,0.217199148906209,0.0168701405375726,0.123532715104577,0.0186667858350525
10816,"Jedd Gyorko","R",0.668532909121727,0.134607815188735,0.00427620492079542,0.185950064385837,0.0217777777777778
10819,"RJ Alaniz","R",1,0,0,0,0
10836,"Asher Wojciechowski","R",NA,NA,NA,NA,0
10839,"Rangel Ravelo","R",0.570320512820513,0.218198565057204,0,0.216728805316907,0
10847,"Andrelton Simmons","R",0.815341423348346,0.149575555202864,0.0066930226106256,0.0322052217303082,0.0206976190476191
10855,"Chasen Shreve","L",NA,NA,NA,NA,0
10882,"Jared Hoying","L",NA,NA,NA,NA,0
10925,"Christian Bergman","R",0.99,0,0,0,0
10950,"Adam Duvall","R",0.511609830919918,0.207927191701693,0.0128507725981746,0.269225072191762,0.0226303206987643
10951,"Greg Garcia","L",0.735547785547786,0.19130487372363,0.0171402201859055,0.0452929069208138,0.0223176100628931
10953,"Phil Gosselin","R",0.76544330576651,0.114948506097909,0.0174063460772731,0.0972474392192002,0.0737
10954,"Jacob deGrom","L",0.810096056861743,0.117798534706169,0,0.049547875634832,0
11003,"Evan Gattis","R",0.54071948797175,0.1876548772246,0,0.262368815592204,0.0615151515151514
11012,"Kevin Shackelford","R",NA,NA,NA,NA,0
11038,"Kevin Kiermaier","L",0.649514294774538,0.180246562803358,0.057402698912718,0.103081955635485,0.0376606726606726
11145,"Christian Colon","R",0.84963768115942,0.162457912457912,0,0,0
11155,"Elliot Soto","R",0.495192307692309,0.512437810945275,0,0,0
11156,"Merrill Kelly","R",0.835845896147403,0.15072463768116,0,0,0
11189,"Vince Velasquez","R",0.914079418853056,0.0364758698092031,0,0.0457963089542037,0
11200,"Kole Calhoun","L",0.578679412164512,0.202775674546128,0.00870978996652645,0.209590046360096,0.0232154088050314
11205,"Adam Eaton","L",0.671571239097345,0.211296564101249,0.0334085239780292,0.0890919017626917,0.0204166666666666
11209,"Casey Sadler","R",NA,NA,NA,NA,0
11241,"Mike Freeman","L",0.825775809433868,0.154746413998364,0,0.0260044904661372,0.05225
11247,"Jabari Blash","R",0.757853403141361,0.256648936170212,0,0,0
11255,"Matt Szczur","R",0.714285714285717,0.213203463203464,0,0.0707106963388372,0
11265,"Jonathan Schoop","R",0.656563637505264,0.195134583480852,0.00985480601598939,0.137886192246511,0.0337839222682352
11270,"Aaron Altherr","R",0.483005039112018,0.326744913544707,0.0127351097178683,0.180252319148349,0
11281,"Whit Merrifield","R",0.699848232580964,0.191487933722995,0.0161219045802474,0.0837861959567038,0.031381049960968
11287,"Bryan Holaday","R",0.721310071804461,0.216446578741469,0,0.04570644679878,0.0923636363636364
11334,"Tyler Lyons","L",NA,NA,NA,NA,0
11338,"Adrian Sanchez","R",0.873531113580369,0.113793700242298,0.0236111111111111,0,0.109444444444444
11339,"Jake Marisnick","R",0.579902261296929,0.230850586805586,0.0474031858264721,0.145247634369183,0.0531527777777778
11341,"Sean Nolin","L",NA,NA,NA,NA,0
11342,"Jesus Aguilar","R",0.64471733438688,0.164118086968039,0,0.194170462921299,0.070173763429673
11346,"Seth Frankoff","R",NA,NA,NA,NA,0
11368,"Yasmani Grandal","B",0.624438639755678,0.17600458001865,0.00622588224753494,0.182069016829352,0.0117989343963885
11379,"Delino DeShields","R",0.703987397119604,0.217989499375564,0.0277312948471104,0.0388534723086598,0
11381,"Drew Maggi","R",0.490243902439025,0.474056603773585,0,0,0
11385,"Matthew den Dekker","L",NA,NA,NA,NA,0
11400,"Ronald Torreyes","R",0.629662178955623,0.356021425692516,0.014216596776477,0.0222859664607238,0.0256578947368421
11423,"Jose Quintana","R",0.926188392388288,0.0660033167495855,0,0,0
11426,"Drew Pomeranz","R",NA,NA,NA,NA,0
11437,"Jesse Biddle","L",0,0.97512437810945,0,0,0
11442,"Gary Sanchez","R",0.494364344025359,0.198626357900337,0.00726193733657586,0.289439877925514,0.0197884615384615
11445,"Mark Canha","R",0.635825174211485,0.206930776409513,0.0170000249221555,0.140400070168328,0.0304225062964484
11449,"Matt Grace","L",1,0,0,0,0
11467,"AJ Cole","R",0,0,0,0.935779816513762,0
11470,"Tony Wolters","L",0.809967723021284,0.127141328630519,0.0321640698329027,0.0262712020280829,0.0426089743589743
11472,"Dixon Machado","R",0.819040945356671,0.139482029598309,0.00753862150920974,0.0126748251748252,0.034107142857143
11476,"Odubel Herrera","L",0.654048258568585,0.236509535483082,0.0226202192545418,0.0971871774382399,0.0197368421052632
11477,"Christian Yelich","L",0.631962640229723,0.185249569984271,0.0232093637426133,0.158388734022702,0.0859864460834501
11479,"Bryan Mitchell","L",0.99514563106796,0,0,0,0
11481,"Henry Ramos","B",0.755166384247663,0.178664669454326,0.0264118325009604,0.0555210035313338,0
11486,"Robbie Ray","L",0.830016583747927,0.173647469458988,0,0,0
11489,"Michael A Taylor","R",0.631364144023268,0.211039450516371,0.0151186107807807,0.14133320734012,0.00980295566502462
11490,"Aaron Sanchez","R",NA,NA,NA,NA,0
11493,"Manny Machado","R",0.612143234663402,0.185484526084215,0.0110190565325212,0.188285965366968,0.133493459889288
11494,"Kaleb Cowart","B",0.326121490274801,0.630117682266341,0.0423607910274137,0.0294149025345587,0
11528,"Josh Osich","L",NA,NA,NA,NA,0
11579,"Bryce Harper","L",0.546992196702327,0.2467433069472,0.00732075427292103,0.194274525360546,0.141225244067669
11589,"Jose Urena","R",0.475961538461539,0.497487437185929,0,0,0
11596,"Deck McGuire","R",1,0,0,0,0
11602,"Yolmer Sanchez","B",0.657650544402284,0.259243901634721,0.0272330382191235,0.0657740366315167,0.00568153409090909
11609,"Willson Contreras","R",0.585481436195362,0.219473975943723,0.00982968848484748,0.187364952194826,0.0295127680716062
11611,"Rosell Herrera","B",0.658425876358721,0.249752439564166,0.0214498123309387,0.0599669493302135,0.0473659090909089
11615,"Brandon Drury","R",0.651526689851919,0.217852079841002,0.007993513114233,0.121185993822482,0
11624,"Jarrett Parker","L",NA,NA,NA,NA,0
11632,"Heath Hembree","R",NA,NA,NA,NA,0
11674,"Jameson Taillon","R",0.875151526630805,0.120121951219512,0,0,0
11680,"Elias Diaz","R",0.688261692987421,0.185522612397764,0.00450914170306368,0.120767048473408,0.0254253625978693
11682,"Carlos Martinez","R",0.543045371754156,0.386248914459402,0,0.0682123655913978,0
11694,"Nick Kingham","R",0.490049751243781,0.480487804878048,0,0,0
11713,"Matt Harvey","R",1,0,0,0,0
11737,"Nick Castellanos","R",0.58520572913006,0.23005875312507,0.0185819757782574,0.160918501294767,0.0496650346366535
11738,"Christian Villanueva","R",0.578313253012049,0.179810149689668,0,0.238542108131017,0
11739,"JT Realmuto","R",0.60808473909585,0.201957379629331,0.0251561813442747,0.166725758796869,0.0416988516951496
11752,"Luke Jackson","R",NA,NA,NA,NA,0
11753,"Kyle Ryan","L",NA,NA,NA,NA,0
11760,"Drew Smyly","L",1,0,0,0,0
11761,"Drew Robinson","L",0.847128712871287,0.075360576923077,0,0.0672746781115882,0
11762,"Noah Syndergaard","L",0.562850459803262,0.274291831357048,0,0.161030595813204,0
11801,"Hansel Robles","R",NA,NA,NA,NA,0
11804,"Hector Neris","R",NA,NA,NA,NA,0
11828,"James Paxton","L",NA,NA,NA,NA,0
11836,"Taijuan Walker","R",0.989847715736041,0,0,0,0
11846,"Leonys Martin","L",0.650528133074608,0.168563841710088,0.0193001860791942,0.159198781542651,0.0158333333333333
11850,"Tyler Austin","R",0.487511655030428,0.179934199900716,0.0148031072901347,0.322659441350671,0.0195068559521155
11859,"Mason Williams","L",0.718038545529672,0.104095743852843,0.147708687736891,0.0502774513644079,0.103392857142857
11863,"Yadiel Rivera","R",0.795844101550623,0.151764643617199,0,0.0259433962264152,0.0510526315789473
11875,"Ronny Rodriguez","R",0.61623355444083,0.182563067163579,0.0167992209056971,0.186971120887655,0
11894,"Noel Cuevas","R",0.836728837876612,0.108135168961202,0.0194279546681058,0.0554842024145901,0.0854166666666666
11899,"Joc Pederson","L",0.551868192486698,0.184513693561356,0.0280538410393381,0.238870793378948,0.0450283224294503
11902,"Hanser Alberto","R",0.655596278774045,0.268339961621941,0.0184577477982145,0.0601379794248583,0.0101041666666667
11903,"Michael Feliz","R",NA,NA,NA,NA,0
11936,"Joe Panik","L",0.747607347748691,0.185557611297849,0.00684540762411428,0.0524572064869266,0.0512270911321793
11982,"Travis Shaw","L",0.589169943802031,0.211115346652513,0,0.196538625024027,0.0353205128205128
12005,"Nick Martini","L",0.69512705198256,0.15675975311933,0.0487877044025267,0.0951419835086433,0.0428333333333334
12022,"Matt Andriese","R",NA,NA,NA,NA,0
12027,"Brian Flynn","L",NA,NA,NA,NA,0
12037,"Jon Berti","R",0.727155010006504,0.160181836800731,0.0463094703690661,0.0606249330749982,0.00960591133004928
12049,"Kyle Hendricks","R",0.821338341397613,0.185265739040981,0,0,0
12056,"Scott McGough","R",NA,NA,NA,NA,0
12076,"Felipe Vazquez","L",NA,NA,NA,NA,0
12092,"Niko Goodrum","B",0.652273515856915,0.224051697706016,0.0150298417267737,0.104562564327595,0.00726769323671497
12095,"Yimi Garcia","R",NA,NA,NA,NA,0
12106,"Parker Markel","R",NA,NA,NA,NA,0
12119,"Matt Skole","L",0.742359735973598,0.0799171842650103,0,0.167517006802722,0
12140,"Juniel Querecuto","B",0.492058949778223,0.51076785979504,0,0,0
12144,"Max Kepler","L",0.572736416621164,0.226808604719783,0.0165374530737698,0.187663118278801,0.0152385971155733
12147,"Nick Ahmed","R",0.651377072186571,0.207572383913077,0.0215036839658965,0.112348890913281,0.0248075307045895
12155,"Eddie Rosario","L",0.61579837974374,0.196039153805711,0.0146212326084479,0.176842444647333,0.0570572822430407
12158,"Austin Barnes","R",0.75195146118485,0.164266581773078,0.00399486374661148,0.0896602065504633,0.04133916048888
12160,"Ben Gamel","L",0.666138217899854,0.241429238086148,0.0225411526549998,0.065149457227904,0.0320680000204869
12161,"Xander Bogaerts","R",0.653640321477279,0.200748795180523,0.00650366208912827,0.138932310994008,0.0371906604592755
12164,"Miguel Sano","R",0.546257452392789,0.187743499461998,0.00334346504559269,0.259761384013709,0.0143228185812932
12174,"Jorge Bonifacio","R",0.723949203739015,0.214463585094786,0.00790730447036718,0.0457612965399836,0.00853448275862069
12179,"Maikel Franco","R",0.643035666938333,0.213553084897184,0.00191570881226053,0.140905427983314,0.166770593869732
12180,"Jorge Alfaro","R",0.632874305559145,0.231619408962277,0.00717228915692398,0.125691027683024,0.102171717171717
12183,"Cody Allen","R",NA,NA,NA,NA,0
12198,"Jake Hager","R",0.91696375828269,0.0797955974842766,0,0,0
12225,"Scott Schebler","L",0.54432357535329,0.344955360624997,0,0.116063160273019,0.00666666666666667
12237,"Dan Winkler","R",NA,NA,NA,NA,0
12268,"Ryan Court","R",0.6,0.20855614973262,0,0.1875,0
12272,"Aaron Brooks","R",NA,NA,NA,NA,0
12282,"Rougned Odor","L",0.534037447556284,0.228342482148866,0.0105327934780042,0.22112475901628,0.0331784809183065
12284,"Kevan Smith","R",0.68684781952192,0.232001462909854,0,0.0755227002156437,0.075
12294,"Cory Spangenberg","L",0.726701019981552,0.107561288598288,0.0744503021730744,0.0952601187215432,0.0908333333333334
12304,"Chris Bassitt","R",NA,NA,NA,NA,0
12316,"Justin Hancock","R",NA,NA,NA,NA,0
12317,"Colin Rea","R",NA,NA,NA,NA,0
12325,"Jace Peterson","L",0.733844565451438,0.153638865054388,0.0249032433077583,0.0918233824865552,0.0155593714226246
12371,"Tommy La Stella","L",0.695947841356523,0.212104384456034,0.00949420860834178,0.076387486915666,0.0192755991285403
12384,"Beau Taylor","L",0.502266815310293,0.331615120274916,0,0.180790960451977,0
12385,"Nick Tropeano","R",NA,NA,NA,NA,0
12394,"Jason Krizan","L",1,0,0,0,0
12399,"Taylor Motter","R",0.792799098643701,0.104310868757102,0.049338999055713,0.0467538961580131,0
12409,"Ryan Rua","R",0.641855447680689,0.109034267912773,0.0271950271950272,0.218068535825545,0
12434,"Kevin Pillar","R",0.517583754309956,0.332764391661238,0.0171661920570343,0.123843849666743,0.0392154025084916
12447,"Seth Lugo","R",1,0,0,0,0
12499,"Drew Rucinski","R",NA,NA,NA,NA,0
12508,"Jett Bandy","R",0.753846153846152,0.169257340241796,0,0.0808580858085807,0
12510,"Curt Casali","R",0.686103055795498,0.180443364078331,0.002729317533465,0.127624177068277,0.0396384615384615
12532,"Kolten Wong","L",0.693825192541415,0.186433046719528,0.0247829477415499,0.0899482697329954,0.0553608703112411
12533,"Marcus Semien","R",0.613623793801541,0.203724880929576,0.021929966811362,0.15947539820351,0.0123117813287931
12545,"Drew Gagnon","R",1,0,0,0,0
12546,"CJ Cron","R",0.508607348522595,0.222527042803532,0.00493812595714793,0.261777371739955,0.0568047710902563
12547,"John Hicks","R",0.549610177716886,0.172357461168981,0.00294843863471315,0.282660548617061,0
12552,"Eugenio Suarez","R",0.554136086946605,0.183980918476385,0.00846576183804596,0.239701245841372,0.0292872023809524
12564,"Trevor Story","R",0.572661075942489,0.242556371019632,0.0175608077714694,0.163018522884314,0.0618458409147388
12575,"Nick Ramirez","L",NA,NA,NA,NA,0
12586,"Mike Wright Jr","R",NA,NA,NA,NA,0
12594,"Mike Marjama","R",0,1,0,0,0
12606,"Raffy Lopez","L",0.71871628910464,0.106937923839332,0,0.178883071553228,0.241153846153846
12649,"Alex Dickerson","L",0.611217497489765,0.15338841205834,0.0245121889888428,0.210167310098805,0.0629473244147157
12664,"Jerad Eickhoff","R",0.989847715736042,0,0,0,0
12673,"Roenis Elias","L",0.975609756097561,0,0,0,0
12680,"Ryne Harper","R",NA,NA,NA,NA,0
12699,"Ryan Carpenter","L",NA,NA,NA,NA,0
12703,"Trevor Bauer","R",1,0,0,0,0
12718,"Adrian Houser","R",0.165798611111112,0.521505376344084,0,0.310569105691057,0
12719,"Dillon Thomas","L",0.99455392143966,0,0,0,0
12758,"Breyvic Valera","B",0.750146546206021,0.150162025895623,0.0658275565351937,0.0413853033601331,0
12768,"Sonny Gray","R",0.940886699507389,0,0.092626728110599,0,0
12775,"Brad Miller","L",0.600950782500235,0.190995915193268,0.0193393901745956,0.186190464509371,0.0225762583291402
12777,"John Brebbia","L",0.969999999999997,0,0,0,0
12778,"Sam Gaviglio","R",0,0.956937799043062,0,0,0
12779,"Andy Burns","R",0.687499999999999,0.33846153846154,0,0,0
12782,"Taylor Davis","R",0.881450623398811,0,0,0.10946094609461,0
12784,"Burch Smith","R",NA,NA,NA,NA,0
12797,"Dalton Pompey","B",1,0,0,0,0
12804,"Matt Wisler","R",NA,NA,NA,NA,0
12808,"Mike Clevinger","R",NA,NA,NA,NA,0
12828,"Andrew Kittredge","R",NA,NA,NA,NA,0
12856,"George Springer","R",0.607119113234262,0.16578741167435,0.0241367548214503,0.202039080111369,0.0105829774337237
12858,"Brian Goodwin","L",0.589614215484559,0.234889091086783,0.0238501592490151,0.150770983490209,0.028361334270092
12859,"James McCann","R",0.663652559113568,0.188593642988872,0.0037807004420014,0.143923477860736,0.00907291666666666
12861,"Anthony Rendon","R",0.645037807057893,0.233536324067357,0.0069865818583151,0.113992793259164,0.0451972918188889
12863,"Matt Barnes","R",NA,NA,NA,NA,0
12880,"Tyler Anderson","L",0.922356058472645,0,0,0.0919384057971014,0
12907,"Gregory Polanco","L",0.55126013446374,0.206566412569587,0.0274201142352496,0.215485082119999,0.0547170992714025
12916,"Francisco Lindor","B",0.599668344585557,0.20119051812333,0.0167038388477423,0.179081537742333,0.0707852255148565
12917,"Dylan Bundy","B",0.994329073096693,0,0,0,0
12918,"Archie Bradley","R",NA,NA,NA,NA,0
12926,"Alen Hanson","B",0.815882006381245,0.107715422703605,0.0262360806402257,0.0631010055806687,0.170016666666667
12927,"Brandon Nimmo","L",0.607181362266822,0.207938556772429,0.0484422714038191,0.140155589683974,0.0115463721061547
12937,"Jose Osuna","R",0.544057827687159,0.264630993945332,0,0.188370080814663,0
12944,"Socrates Brito","L",0.769921071335054,0,0.206498951781971,0.0752078609221468,0
12950,"Phillip Evans","R",0.845352188618941,0.0828582752230684,0,0.0696173622530211,0.0126190476190476
12963,"Roberto Gomez","B",NA,NA,NA,NA,0
12970,"Joe Musgrove","R",0.71219468167447,0.231430733794832,0.0393081761006289,0,0
12972,"Joe Ross","R",1,0,0,0,0
12976,"Austin Hedges","R",0.691055139820749,0.138628138245485,0.00449207616007297,0.161800950691947,0.0480136054421769
12977,"Michael Perez","L",0.63531785538435,0.243778974498435,0.00542200854700855,0.116668026999629,0.00929824561403509
12979,"Javier Baez","R",0.606260323864034,0.204631079877542,0.0232561529869544,0.163434908037698,0.0849661975518804
12981,"Cam Gallagher","R",0.628110917348923,0.307852434692879,0,0.0517460968084169,0
12983,"Charles Tilson","L",0.848185514980069,0.109728192564799,0.0145365997638725,0.0139915905466145,0.04975
12984,"Jackie Bradley Jr","L",0.604007617972194,0.250147753770604,0.0189742067411713,0.118882690464466,0.0277238612836439
12990,"Erick Castillo","R",1,0,0,0,0
13005,"Kelby Tomlinson","R",0.770114942528736,0.142175066312997,0.0638805021452408,0,0
13006,"Mitch Walding","L",0,0,0,0.933649289099525,0
13012,"John Andreoli","R",0.42267724668983,0.570626900868339,0,0,0
13050,"Anthony DeSclafani","R",0.786128376848724,0.165833333333333,0,0.047448736289938,0
13066,"Teoscar Hernandez","R",0.574381513809448,0.197514680990579,0.0167931798605812,0.207411619770133,0.0226922849576772
13071,"WeiYin Chen","R",0.793269230769231,0.165829145728643,0,0,0
13074,"Yu Darvish","R",0.537753697518039,0.470356627499484,0,0,0
13110,"Yoenis Cespedes","R",0.499001233376234,0.185731319554849,0,0.29298023469394,0.0726923076923075
13125,"Gerrit Cole","R",NA,NA,NA,NA,0
13130,"Mikie Mahtook","R",0.66996699669967,0.0839276485788114,0.0294843863471315,0.223076923076923,0.0227380952380953
13132,"Andrew Susac","R",0.657004830917872,0.354166666666667,0,0,0
13133,"Derek Law","R",0.971014492753623,0,0,0,0
13145,"Josh Bell","B",0.632782190320608,0.180467865706284,0.0135717331413469,0.173793920422749,0.0730406597972666
13151,"Jose Briceno","R",0.874119009262988,0.0366641337386019,0,0.0820578231292516,0
13152,"Jorge Polanco","B",0.652355299451946,0.186324550123149,0.0127362950572118,0.144890739951668,0.0160931654373706
13153,"Luis Sardinas","B",0.494279400932975,0,0,0.462400661491112,0
13154,"Marco Hernandez","L",0.804054054054054,0.155623365300784,0,0.0580369843527739,0
13157,"Nicky Delmonico","L",0.777472375863059,0.125138897205666,0.0222417919884388,0.0676169633398771,0.0129012345679012
13164,"Eduardo Rodriguez","L",NA,NA,NA,NA,0
13167,"Robel Garcia","B",0.575500414343612,0.160219396802363,0.0560982141598657,0.204725470646166,0
13176,"Blake Swihart","B",0.70326160432879,0.126716766949396,0,0.178170860843826,0
13183,"Zach Davies","R",0.92134644703968,0.0869175627240143,0,0,0
13185,"Orlando Arcia","R",0.68266189433188,0.19334944400955,0.00511107275891328,0.119703366321244,0.0407221572690335
13188,"Adalberto Mejia","R",NA,NA,NA,NA,0
13211,"Warwick Saupold","R",NA,NA,NA,NA,0
13218,"Michael Fulmer","R",NA,NA,NA,NA,0
13228,"Michael Reed","R",0.975845410628017,0,0,0,0
13254,"Jacob Wilson","R",0.32937436110678,0.346894273931608,0.321261692114002,0,0
13265,"Mike Zunino","R",0.455938901342211,0.242410832405444,0.00873160474868913,0.299820510653274,0
13267,"Nolan Fontana","L",0,0,0,0.86547085201794,0
13269,"Zach Vincej","R",0.99,0,0,0,0
13273,"Ross Stripling","R",1,0,0,0,0
13276,"Matt Carasiti","R",NA,NA,NA,NA,0
13277,"Joey Rickard","R",0.62514061515147,0.223952698725823,0.0441478116094493,0.111730317828192,0.0177035699959888
13284,"Darnell Sweeney","B",NA,NA,NA,NA,0
13288,"Peter O'Brien","R",0.586496987312205,0.208574230035193,0,0.219882132578007,0
13293,"Danny Coulombe","L",NA,NA,NA,NA,0
13300,"Spencer Kieboom","R",0.777681511003293,0.164357073799549,0,0.0645365390699146,0
13301,"Max Muncy","L",0.507358634703585,0.19688639193493,0.0122511063845613,0.266203036952721,0.0446057615563128
13324,"Ildemaro Vargas","B",0.702544470286084,0.173747720945054,0.0330428199128571,0.0897095720715523,0.0234622062675008
13325,"Deven Marrero","R",0.752352158489992,0.038656774697384,0.0266272189349113,0.186897880539499,0
13329,"Jake Lamb","L",0.604768875570137,0.205198531043581,0.012583571191264,0.172125756220071,0.00479166666666666
13338,"Omar Narvaez","L",0.717608715218106,0.185402499515072,0.00386320857052472,0.0933750569055559,0.0232178774020211
13339,"Adrian Sampson","R",NA,NA,NA,NA,0
13345,"Luis Cessa","R",NA,NA,NA,NA,0
13346,"Hoby Milner","L",NA,NA,NA,NA,0
13355,"Luke Maile","R",0.67290447577867,0.25107002559399,0.0116501478003825,0.074921500985267,0
13356,"Bubba Starling","R",0.744581564346205,0.134514104628223,0,0.112929229480737,0
13359,"Tyler Naquin","L",0.628720615745423,0.226612382707335,0.0226568376704943,0.122404718953434,0.0734887610525194
13361,"Steven Matz","R",0.665662756745871,0.111176470588235,0,0.220251492732242,0
13367,"Stephen Piscotty","R",0.630720169185219,0.194709411494184,0.00236672244800382,0.175038987300608,0.0221111111111111
13369,"Erik Gonzalez","R",0.74927239415636,0.189784903476547,0.0182940329919388,0.0363159527405068,0.066
13394,"Dylan Floro","L",NA,NA,NA,NA,0
13397,"Sam Selman","R",NA,NA,NA,NA,0
13403,"Felix Pena","R",NA,NA,NA,NA,0
13408,"Wynton Bernard","R",0.942488262910803,0.0786637931034485,0,0,0
13414,"Andrew Toles","L",0.733082706766917,0.287187039764359,0,0,0.474999999999999
13418,"Chris Beck","R",NA,NA,NA,NA,0
13419,"Christian Walker","R",0.549864512830284,0.218664691330893,0.0078649727224613,0.22532556175024,0.0376210620617743
13420,"Matt Koch","L",0.990049751243782,0,0,0,0
13424,"Drew VerHagen","R",NA,NA,NA,NA,0
13431,"Marcus Stroman","R",0.881961621925385,0.138297872340426,0,0,0
13435,"Pierce Johnson","R",NA,NA,NA,NA,0
13453,"Eddie Butler","R",NA,NA,NA,NA,0
13470,"Lucas Sims","R",1,0,0,0,0
13472,"Christian Lopes","R",NA,NA,NA,NA,0
13473,"Dwight Smith Jr","L",0.572595862559407,0.273959782046207,0.00951800450112529,0.132574127626125,0.0471428571428571
13475,"Daniel Norris","L",0.985507246376812,0,0,0,0
13490,"Óscar Hernandez","R",0.981220657276998,0,0,0,0
13499,"Tom Murphy","R",0.586096981034581,0.222889281058979,0.00813959357118208,0.182663636543678,0.0569444444444445
13510,"Jose Ramirez","B",0.527168188511733,0.230945742503104,0.0278686228782861,0.213462684793618,0.160866408720091
13528,"Matt Bowman","R",NA,NA,NA,NA,0
13543,"Blake Snell","L",0.985074626865671,0,0,0,0
13546,"Roman Quinn","B",0.668253557826693,0.169546958684333,0.0996552587090909,0.0584347786880085,0
13549,"Richard Rodriguez","R",NA,NA,NA,NA,0
13580,"Steven Okert","L",NA,NA,NA,NA,0
13590,"Jesse Winker","L",0.658471861793033,0.19476120328091,0.00622646557107444,0.1338597395815,0.0288923368349084
13593,"Jose Peraza","R",0.654652838711996,0.230456866604373,0.0213204175361275,0.0941495828206236,0.0362068965517242
13594,"Robert Stephenson","R",NA,NA,NA,NA,0
13595,"Humberto Arteaga","R",0.809409888357256,0.161881977671452,0,0,0
13602,"Patrick Wisdom","R",0.501059985392905,0.212963437790959,0.0146821819067105,0.271342915898273,0.00717781334231806
13606,"Shawn Morimando","L",NA,NA,NA,NA,0
13608,"Mallex Smith","L",0.688076442077239,0.239688152566201,0.046776347741622,0.0230064936232978,0
13611,"Mookie Betts","R",0.574986183617497,0.215979766458365,0.0262355564771002,0.176711931524703,0.0426934746374279
13613,"Ketel Marte","B",0.599954847280408,0.223536076040441,0.0268159763299868,0.148131471723975,0.0536003756853057
13619,"Jakob Junis","R",NA,NA,NA,NA,0
13620,"Carson Kelly","R",0.694432998136149,0.15950039056281,0.00423934603824347,0.138323739387817,0.0328138528138528
13621,"Jeimer Candelario","B",0.576660464703033,0.247489348954294,0.0206695887119144,0.153226250792274,0.0207290701494828
13624,"Corey Seager","L",0.600918836281899,0.213817986641958,0.0186022760987105,0.165664958785219,0.100984118558491
13633,"Preston Tucker","L",0.542223749245824,0.285345518642211,0,0.16917104737139,0
13649,"Clay Holmes","R",NA,NA,NA,NA,0
13658,"Terrance Gore","R",0.906101892662692,0.0462519936204144,0.015743756786102,0,0
13663,"Jack Lopez","R",0.384293819050462,0.544402404619402,0,0.0281329923273657,0
13675,"Tyrone Taylor","R",0.512408928136537,0.333211061570835,0.0242066147987792,0.138474270106099,0.018265350877193
13677,"Corey Oswalt","R",NA,NA,NA,NA,0
13684,"John Gant","R",0,0,0,1,0
13690,"Sal Romano","L",0.504901960784315,0.52284263959391,0,0,0
13696,"Robert Gsellman","R",NA,NA,NA,NA,0
13699,"Jake Faria","R",0,0.904347826086956,0,0,0
13718,"Christopher Bostick","R",0.634615384615384,0.331658291457286,0,0,0
