"Season","playerid","name","Bats","Age","G","AB","PA","H","X1B","X2B","X3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","IFH","BU","BUH","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB_pct","K_pct","BB_K","ISO","BABIP","Spd","BaseRunning","wRAA","wRC","wRC_plus","Dollars","WAR","RE24","Clutch","o_swing_pct","z_swing_pct","swing_pct","o_contact_pct","z_contact_pct","contact_pct","zone_pct","f_strike_pct","SwStr_pct","CStr_pct","pull_pct","cent_pct","oppo_pct","soft_pct","med_pct","hard_pct","avg_ev","avg_la","barrels","barrel_pct","maxEV","HardHit_pct"
2024,29554,"Adrian Del Castillo","L",24,25,80,87,24.2718446601942,15.6862745098039,4.5662100456621,0,4.51977401129944,11.7647058823529,19,7.10659898477157,0,29.1666666666667,0,0,0,1,1,0,1,1,0.303398058252427,0.360230384502229,0.536222383079073,0.896452767581302,0.387149829423078,8.15850815850816,33.4838772338772,0.243654822335025,0.232824324826646,0.426485697450975,2.59363893398094,-0.862090311944485,5.16429342155837,15.3413856533685,146.443425200948,5.95269397930082,0.744086747412603,7.21299982070923,0.642841486577607,0.34158416,0.73134328,0.49702381,0.5942029,0.80612245,0.71856287,0.39880952,0.64367816,0.13946588,0.17210682,0.40384615,0.28846154,0.30769231,0.13461538,0.53846154,0.32692308,87.6254116881127,18.3230471143536,6,0.11538462,106.343,0.34615385
2024,22168,"Akil Baddoo","L",25,31,73,82,10,3.98009950248756,2.18579234972678,1.3745704467354,1.97044334975369,7.21649484536082,5,8.69565217391304,0,27,0,1,0,1,0,0,1,0,0.136986301369863,0.226077812828601,0.278865327961124,0.504943140789726,0.223321433562714,10.515247108307,32.6498422712934,0.322061191626409,0.141879026591261,0.178317470736243,6.46217406449655,0.762936159968376,-5.31760294472368,4.27459892893641,46.4920784979815,-2.13644472864267,-0.267055591080334,-4.01540040969849,0.256393533931216,0.31693989,0.68148148,0.47169811,0.5,0.81521739,0.69333333,0.4245283,0.62195122,0.14465409,0.16666667,0.5106383,0.40425532,0.08510638,0.19148936,0.46808511,0.34042553,91.0696787732713,21.0089111328125,6,0.12765957,109.311,0.46808511
2024,20056,"Alan Trejo","R",28,28,63,67,8.37209302325581,8.29493087557604,0,0,0,3.65296803652968,1,2.06185567010309,0,15.625,1,0,1,0,3,0,0,0,0.132890365448505,0.173079435589234,0.131665569453588,0.304745005042822,0.143149893278563,3.07455803228286,23.2993850883935,0.131958762886598,-0.00122479599491709,0.176719641651838,1.79058440875,-0.1399244107306,-8.52839680789629,-0.690866008686216,-21.1131981116663,-5.38377832128913,-0.672972290161141,-8.66699981689453,0.0927763323942663,0.40310078,0.80434783,0.57013575,0.57692308,0.87837838,0.75396825,0.41628959,0.67164179,0.13963964,0.13513514,0.2244898,0.51020408,0.26530612,0.10204082,0.59183673,0.30612245,86.5343654466712,13.3969222359035,1,0.02040816,102.712,0.24489796
2024,21618,"Alec Bohm","R",27,143,554,606,155.778894472362,93.0693069306931,45.360824742268,1.88679245283019,15.4639175257732,63.9175257731959,97,43.010752688172,2,86.8686868686869,6,6,0,11,0,0,5,2,0.281189340202819,0.336266061406293,0.453622750680167,0.78988881208646,0.339774940651854,7.06239627105477,14.2639003474485,0.495123780945236,0.172433410477348,0.306587225338475,3.42681256860347,-2.63085833191872,12.2424020986616,83.1311135064423,114.742806419358,28.0379950463912,3.5047493807989,18.0830001831055,0.799716103022525,0.31031543,0.7278481,0.49693541,0.70054945,0.92318841,0.84629981,0.44695898,0.60726073,0.07630711,0.14460669,0.36075949,0.37130802,0.26793249,0.1371308,0.4978903,0.3649789,90.46484375,9.82525882029584,31,0.06540084,110.802,0.45147679
2024,27615,"Alec Burleson","L",25,152,547,595,148.484848484848,105.47263681592,20.5128205128205,0,22.7027027027027,73.1958762886598,78,35.3535353535354,0,79.1666666666667,4,6,1,6,3,1,9,4,0.271453105091131,0.317105195846052,0.433837456402874,0.750942652248926,0.325023921531822,5.95825814579007,13.3422423478942,0.446570972886762,0.162384351311744,0.278815352454158,3.40293750209376,-3.05169401317835,4.01754270944287,73.6194953292935,105.552686657848,4.87859561368218,0.609824451710272,10.2770004272461,1.14605138118022,0.3869637,0.78232044,0.55597544,0.74200426,0.88841808,0.83007647,0.42749173,0.63529412,0.09442871,0.1170916,0.33682008,0.39748954,0.26569038,0.13389121,0.57112971,0.29497908,89.713654532241,13.5539886281052,31,0.06458333,111.017,0.41041667
2024,15937,"Aledmys Díaz","R",33,14,33,34,3,2.94117647058824,0,0,0,2.02020202020202,1,0.956937799043062,0,9.09703154950008,0,0,0,0,0,0,0,0,0.0909090909090909,0.116528110469212,0.089126559714795,0.205654670184007,0.09581098890169,2.81809215161336,26.7899055071934,0.105192313980229,-0.00178253119429592,0.12550742416,2.64285714,-0.0748626701533794,-5.80451262938671,-1.82725819396668,-41.8171992639642,-4.28081945154815,-0.535102431443519,-5.19500029087067,0.129918405107885,0.47619048,0.67924528,0.56896552,0.66666667,0.94444444,0.81818182,0.45689655,0.76470588,0.10344828,0.17241379,0.58333333,0.20833333,0.20833333,0.20833333,0.45833333,0.33333333,87.0794792175293,11.9106304645538,0,0,105.68,0.33333333
2024,22581,"Alejandro Kirk","R",25,103,340,386,83.9024390243902,58.9371980676328,18.5365853658537,1.15606936416185,4.97512437810945,22.5490196078431,54,36.4583333333333,1,53.6842105263158,2,9,0,8,0,0,0,0,0.246771879483501,0.315803692502997,0.351114924718422,0.666918617221419,0.292749370156958,9.40961393698247,13.8554796497643,0.679125816993464,0.104343045234921,0.27184381705642,0.98768472125,-3.47248177975416,-4.10844080469812,41.0450948444823,94.0228009429326,22.4387299622942,2.80484124528678,-3.09299921989441,-1.09402260023083,0.30952381,0.69004894,0.46555184,0.76923077,0.92671395,0.86494253,0.41003344,0.62694301,0.06279225,0.17902472,0.34228188,0.34228188,0.31543624,0.16107383,0.4966443,0.34228188,89.4406762941919,10.7631548229693,20,0.06711409,112.852,0.40604027
2024,23792,"Alek Thomas","L",24,39,95,103,17.4757281553398,8.8235294117647,4.5662100456621,0.699300699300699,3.38983050847458,12.7450980392157,17,7.10659898477157,0,17.7083333333333,0,0,1,2,3,0,4,1,0.183955033214103,0.240751600626495,0.353822880367256,0.594574480993751,0.259198405943895,6.8924773532887,17.1747817382171,0.401313825022395,0.169867847153153,0.190602810148227,7.60254885142968,0.829523921012878,-3.95645680925304,8.09228456863707,64.6811900931202,-1.29610357201114,-0.162012946501393,-3.24799990653992,-0.311969888704783,0.33168317,0.67647059,0.48924731,0.58208955,0.85217391,0.75274725,0.45698925,0.6407767,0.12096774,0.18010753,0.43037975,0.36708861,0.20253165,0.10126582,0.48101266,0.41772152,91.248734323602,0.967960658826326,6,0.07594937,109.1,0.46835443
2024,17678,"Alex Bregman","R",30,145,581,634,148.768472906404,92.5373134328358,28.7081339712919,2.64900662251656,24.8803827751196,76.6990291262136,75,44.8979591836735,1,88.659793814433,5,4,0,13,0,0,3,1,0.25605589140517,0.312910805927798,0.443067353431063,0.755978159358861,0.326046655537855,7.07168113146898,13.9644162549252,0.50640721404841,0.187011462025893,0.262775498525203,3.40224648714593,-2.29874191433191,10.4736081418254,84.6377055552461,117.959945452681,33.015419543373,4.12692744292162,0.8246009349823,-1.87747732392034,0.26544118,0.69119071,0.44922691,0.8033241,0.92717087,0.8855814,0.43167572,0.6340694,0.05137845,0.18838764,0.3987976,0.34468938,0.25651303,0.18236473,0.51903808,0.29859719,89.0913370850101,18.1442645582329,31,0.06212425,109.084,0.4008016
2024,19296,"Alex Call","R",29,30,99,113,34.6938775510204,22,9.78260869565217,0,3.10880829015544,15.4639175257732,14,12,0,19.3877551020408,2,0,0,6,0,0,5,1,0.350443207586065,0.430919270363012,0.545459096484102,0.976378366847115,0.422588038045721,10.6194690265487,17.1573054000361,0.618947368421053,0.195015888898037,0.412858175545582,4.4215813280253,0.367229640483856,9.2528395467548,22.4713616409449,167.277615852228,9.32878101656302,1.16609762707038,6.75539970397949,-0.617104065258784,0.23507463,0.64888889,0.42393509,0.77777778,0.8630137,0.83732057,0.45638945,0.6460177,0.06896552,0.19066937,0.4125,0.3125,0.275,0.1625,0.5,0.3375,87.9798400878906,12.5079078674316,4,0.05,107.939,0.325
2024,17276,"Alex Jackson","R",28,58,139,155,17.258883248731,7.10659898477157,7.60869565217391,0,2.88461538461538,17.3469387755102,12,12.4352331606218,0,52.2167487684729,2,1,1,2,1,0,1,0,0.124164627688712,0.205225943333727,0.243614761349503,0.44884070468323,0.20546258252819,8.00026667555585,33.5938948375455,0.238146446377945,0.119450133660791,0.169310940284542,4.47957928887584,0.602107338607311,-13.7355810667032,4.39602003594693,28.5791969445511,-0.835008613757605,-0.104376076719701,-12.842999458313,-0.197735824510698,0.3984375,0.72083333,0.5224359,0.49673203,0.74566474,0.62883436,0.38461538,0.69032258,0.19298246,0.13875598,0.38636364,0.42045455,0.19318182,0.19318182,0.54545455,0.26136364,86.7115268049569,20.1783559514188,8,0.09090909,110.2,0.31818182
2024,20325,"Alex Kirilloff","L",26,57,159,178,31.3725490196078,15.609756097561,8.16326530612245,2.98507462686567,4.76190476190476,19.2307692307692,20,15.0753768844221,0,44.9760765550239,1,3,0,2,0,0,0,0,0.197311629054137,0.266448549676947,0.376975658100767,0.643424207777714,0.278644069337668,8.46572791150492,25.2567633672426,0.335186571153641,0.17966402904663,0.237040493034675,4.24999999625,0.128399670124054,-4.01947212350892,16.8026246266313,82.9176055119805,-2.46246849238274,-0.307808561547842,-2.19720029830933,0.60770422658824,0.31887755,0.72982456,0.49187592,0.52,0.83653846,0.71771772,0.42097489,0.58426966,0.13864307,0.15634218,0.4,0.34782609,0.25217391,0.09565217,0.49565217,0.40869565,91.3082880434783,13.2091499660326,13,0.11304348,107.137,0.40869565
2024,17027,"Alex Verdugo","L",28,149,559,621,133.333333333333,90.7216494845361,28.7179487179487,1.55038759689922,12.2065727699531,72.5490196078431,61,44.3438914027149,0,93.939393939394,1,10,2,11,5,2,2,1,0.238521168753727,0.290842355945103,0.360706620377358,0.651548976322462,0.284515458878444,7.19466713652248,15.2413928733196,0.472047876222449,0.122185451623632,0.261695376622802,2.94164272916458,-2.4615041166544,-13.3742590051445,59.2691234770862,83.1483569052108,4.76689309332855,0.595861636666069,-24.5154991149902,0.890356516510597,0.28342674,0.62854529,0.44449189,0.73728814,0.93158661,0.86551393,0.46669513,0.61996779,0.05970149,0.2,0.37238494,0.34309623,0.28451883,0.14435146,0.541841,0.31380753,88.2812334129512,9.87932092622081,27,0.05648536,110.667,0.34937238
2024,22842,"Alexander Canario","R",24,15,25,28,7.36842105263158,5.0761421319797,1.19760479041916,0,1.05263157894737,4.32432432432432,2,1.93236714975845,0,10.8910891089109,1,0,0,2,0,0,1,0,0.294736842105263,0.368776056363669,0.4672751211443,0.836051177507969,0.36474708412622,6.91802144586648,38.9909278025693,0.177426438296004,0.172538279039037,0.483735781281181,5.36510553347635,0.0254489108920097,0.906313666725578,4.18169967236561,128.052073967133,1.76512610566294,0.220640763207868,-0.650999844074249,-0.229121479467001,0.26415094,0.6875,0.46534653,0.35714286,0.72727273,0.61702128,0.47524752,0.60714286,0.17821782,0.17821782,0.28571429,0.57142857,0.14285714,0.35714286,0.42857143,0.21428571,87.9872610909598,10.8340497698103,2,0.14285714,109.224,0.42857143
2024,18551,"Ali Sánchez","R",27,31,84,96,13.7931034482759,11.8811881188119,1.8957345971564,0,0,4.95049504950495,4,4.06091370558376,0,24.3654822335025,1,1,6,2,6,0,2,1,0.164203612479475,0.209347389206986,0.186579253727675,0.395926642934661,0.181815040232689,4.22743606002959,25.3646163601775,0.166666666666667,0.0223756412482002,0.227479395505261,3.66729377944343,-0.173369761556387,-9.7441591816937,1.4857356947864,10.9350448160491,-1.80066611484924,-0.225083264356155,-9.40199947357178,0.309205488002075,0.34502924,0.64071856,0.49112426,0.6779661,0.85981308,0.79518072,0.49408284,0.70833333,0.10059172,0.19822485,0.32835821,0.40298507,0.26865672,0.14925373,0.56716418,0.28358209,86.7508965163934,7.60248603195441,3,0.04477612,105.057,0.35820896
2024,27604,"Alika Williams","R",25,37,87,96,17.910447761194,11.7647058823529,3.94088669950739,2.1505376344086,0,13.1313131313131,5,3.03030303030303,0,22.3350253807107,1,0,5,1,5,0,1,0,0.205867215645908,0.24102688952044,0.299978071087282,0.541004960607722,0.236685756487416,3.15556958030925,23.2583098000458,0.135674931129477,0.0941108554413735,0.276972934214242,7.4127049250793,-0.535336658358574,-5.65538941871543,5.57450545776468,46.5875273105221,-2.47087268019442,-0.308859085024302,-2.31500005722046,0.113751616864874,0.3372093,0.67073171,0.5,0.63793103,0.85454545,0.7797619,0.48809524,0.72916667,0.11011905,0.18154762,0.35714286,0.35714286,0.28571429,0.11428571,0.67142857,0.21428571,87.1807992788462,15.7080500676082,3,0.04285714,108.475,0.27142857
2024,15518,"Amed Rosario","R",28,103,332,346,94.1308006422657,70.0305672894505,19.5308924485126,2.35294117647059,2.86647314949202,29.2643213201843,32,9.20552348180214,0,72.3631792541923,4,1,0,23,0,0,13,5,0.283526507958632,0.310036428779594,0.384388759981493,0.694425188761087,0.30357329521712,2.65897649154232,20.901798020561,0.127212811497207,0.100862252022861,0.354052854968793,5.57422993670554,0.693409390747547,-3.14087250986765,37.3335402741127,96.1756802159412,2.15319693321235,0.269149616651544,-5.30819970369339,0.0383034654167281,0.42323651,0.7412731,0.55123967,0.65359477,0.88919668,0.78110945,0.40247934,0.6416185,0.12046205,0.14438944,0.33461538,0.38076923,0.28461538,0.2,0.55,0.25,86.8710014930138,4.56418275099534,12,0.04615385,108.896,0.36153846
2024,17901,"Andrew Benintendi","L",29,135,477,522,109,68.3168316831683,21.1640211640212,0,20.1005025125628,49.5049504950495,64,38.6792452830189,1,99.4818652849741,1,3,0,5,2,1,3,2,0.228511530398323,0.286098101150928,0.400517576648767,0.686615677799695,0.298223149743707,7.44290745379951,19.1429359913721,0.388806996855346,0.172006046250444,0.246656904503213,2.10804449432782,-1.8770309984684,-5.15993163342293,55.9026217574376,92.8266440178455,-2.62451440584727,-0.328064300730909,-9.98019981384277,1.11741826873077,0.27937095,0.71115974,0.47719298,0.71192053,0.87076923,0.82037815,0.45814536,0.6091954,0.08562844,0.15923886,0.4453125,0.34375,0.2109375,0.15364583,0.5390625,0.30729167,88.0161171259843,16.1039872457349,24,0.0625,109.494,0.34114583
2024,14942,"Andrew Knapp","B",32,3,6,6,1.00170289492137,0.998302885095338,0,0,0,0,0,0,0,2.03386383281639,0,0,0,1,0,0,0,0,0.166950482486894,0.166950482486894,0.166383814182556,0.333334296669451,0.146750524109015,0,33.8977305469399,0,-0.000566668304338075,0.252563919315127,0.14285714,-0.0078924223780632,-0.788251031092725,-0.0863826013127187,-9.45779816701059,-1.09441451471544,-0.13680181433943,-0.547999918460846,-0.0444437241258274,0.58823529,0.625,0.6,0.1,0.8,0.33333333,0.32,1,0.4,0.12,0.25,0.25,0.5,0.25,0.5,0.25,83.8211288452148,-1.113405585289,0,0,102.272,0.5
2024,19514,"Andrew Knizner","R",29,37,90,93,15.5440414507772,13.4715025906736,1.06382978723404,0,0.995024875621891,5.31914893617021,9,0.985221674876847,0,21.1538461538462,1,1,0,2,0,0,0,0,0.172711571675302,0.188516656839784,0.217547351862547,0.406064008702331,0.179109392516299,1.05954651409197,22.7496862112247,0.0465741155396328,0.0448357801872447,0.211311227465598,1.1845238025,-0.28345038741827,-10.1984130776312,0.680547583958935,6.15496119595056,-4.97938254578174,-0.622422818222718,-7.50399971008301,0.155259202897349,0.43835616,0.72340426,0.55,0.67708333,0.8627451,0.77272727,0.39166667,0.72043011,0.125,0.15,0.34782609,0.37681159,0.27536232,0.17391304,0.5942029,0.23188406,87.3447407155797,11.9443668973619,3,0.04347826,106.797,0.34782609
2024,9847,"Andrew McCutchen","R",37,120,448,515,103.482587064677,63.7254901960784,17.7339901477833,1.0752688172043,22.3463687150838,66.6666666666667,50,58.5858585858586,1,135.02538071066,7,2,0,11,0,0,3,2,0.230987917555082,0.32791521108483,0.428135606704449,0.756050817789279,0.331685554512215,11.3629684775581,26.1887285041148,0.433887749677223,0.197147689149367,0.277267209130938,3.15188997208723,-2.85944408923388,5.93781190306622,66.1815187925168,105.493359931111,3.89553484429299,0.486941855536623,-0.670798599720001,-0.708181605326675,0.2160596,0.67853403,0.42024965,0.55938697,0.80864198,0.73707371,0.44151641,0.62912621,0.11039261,0.19307159,0.41640379,0.38170347,0.20189274,0.17981073,0.47949527,0.34069401,88.4257318037975,14.2832834750791,37,0.11671924,109.823,0.36277603
2024,26197,"Andrew Vaughn","R",26,149,570,619,140.70351758794,89.1089108910891,30,1.69491525423729,20.1058201058201,56.701030927835,70,38,0,132.663316582915,6,5,0,6,0,0,2,0,0.24684827647007,0.298390173809273,0.411608661538739,0.709998835348012,0.307961075730386,6.1389337641357,21.4318766692915,0.286439393939394,0.16476038506867,0.285620280185951,2.49903872344783,-2.48766712844372,-3.19758846250754,69.2118378764631,96.9510576820311,-1.22886840662351,-0.153608550827939,-10.5550003051758,-1.50563174420059,0.36151603,0.68290155,0.49422336,0.65927419,0.90288316,0.7982684,0.41292255,0.64297254,0.09965783,0.16766467,0.35665914,0.38600451,0.25733634,0.1738149,0.49435666,0.33182844,90.2981006630926,16.5637973070683,41,0.09255079,112.247,0.43115124
2024,19455,"Andruw Monasterio","R",27,59,125,142,27.0833333333333,20.8333333333333,5.55555555555556,0,0.943396226415094,14.5833333333333,16,15.6862745098039,0,37.3831775700935,1,0,0,1,1,0,6,2,0.216666666666667,0.30891918073623,0.285744234800839,0.594663415537069,0.273868955919139,11.0711320232494,26.3844735133513,0.419607843137255,0.0690775681341719,0.301591136429141,4.51457862835718,0.936812646687031,-5.1052991152358,11.5055870562243,68.0005026622224,-2.07457357299347,-0.259321696624184,-4.79040002822876,-0.00505425962848211,0.23497268,0.65480427,0.41731066,0.62790698,0.8423913,0.77407407,0.43431221,0.61971831,0.0942813,0.19474498,0.34117647,0.42352941,0.23529412,0.11764706,0.54117647,0.34117647,88.1226922898066,14.8913007463728,8,0.09411765,106.998,0.41176471
2024,21797,"Andrés Chaparro","R",25,33,121,132,26.530612244898,10,13.0434782608696,0,4.14507772020725,12.3711340206186,15,7,0,24.4897959183673,4,0,0,1,0,0,1,1,0.219261258222297,0.284322820037106,0.435266672748497,0.719589492785603,0.31346159898148,5.3030303030303,18.5528756957328,0.285833333333333,0.2160054145262,0.24235916093587,2.66876058294918,-0.906117923557758,-0.941724431462198,14.4993810236979,92.8360276661774,0.539034721234189,0.0673793401542737,-1.11800050735474,-0.19290833373603,0.35294118,0.78995434,0.5352381,0.59259259,0.9017341,0.78291815,0.41714286,0.6969697,0.11619048,0.11619048,0.42268041,0.36082474,0.21649485,0.18556701,0.49484536,0.31958763,87.8333501127577,16.6309638269169,6,0.06185567,107.067,0.32989691
