"PlayerName","playerid","K/9","HR/9","BB/9","AVG","ERA","SO","BB","HR","ER","HLD","H","R","IBB","HBP"
"Nolan McLean","sa3023053",7.2746,1.138385,3.60888,0.252284,4.66157,40.9045,20.6966,6.0666665,27.24876,0,49.50385,29.2689,0.0015,6.5291
"Nolan Perry","sa3021476",5.8392,1.491,5.6268,0.27726,5.96637,0.6488,0.6252,0.165667,0.66293,0,1.1122,0.7051,0.0032,0.0454
"Nolan Santos","sa3023104",6.525,1.393,5.3415,0.269253,5.53581,0.725,0.5935,0.154778,0.61509,0,1.0688,0.6547,0.0266,0.047
"Nolan Watson","sa874732",5.86147,1.38692,3.428575,0.2708585,5.10866,24.32695,15.17825,5.579778,21.283845,0,40.05335,22.8038,0.0015,3.02735
"Nolberto Henriquez","sa3011137",5.2173,1.562,6.3567,0.283571,6.28875,0.5797,0.7063,0.173556,0.69875,0,1.1452,0.7422,0.0277,0.0562
"Nomar Medina","sa3015372",4.7106,1.514,5.0463,0.286398,5.94387,0.5234,0.5607,0.168222,0.66043,0,1.1612,0.7023,0.0064,0.0458
"Nomar Rojas","sa3009742",7.0524,1.193,4.3335,0.263016,4.7862,0.7836,0.4815,0.132556,0.5318,0,1.0331,0.5718,0.0258,0.0486
"Norbis Diaz","sa3021541",4.1661,1.549,6.7212,0.295934,6.83001,0.4629,0.7468,0.172111,0.75889,0,1.2046,0.8046,0.0038,0.0477
"Norge Ruiz","19580",6.3162,1.148,3.2157,0.271947,4.54761,0.7018,0.3573,0.127556,0.50529,0,1.0808,0.5466,0.0244,0.0394
"Norge Vera","sa3017468",7.5357,1.189,5.3919,0.256093,4.92462,0.8373,0.5991,0.132111,0.54718,0,0.9908,0.5887,0.0071,0.047
"Norwith Gudino","sa872808",6.1101,1.542,3.7971,0.279265,5.5638,0.6789,0.4219,0.171333,0.6182,0,1.1227,0.6561,0.0089,0.0419
"Nyan Hernandez","sa3009475",4.266,1.642,6.6888,0.295198,6.95529,0.474,0.7432,0.182444,0.77281,0,1.2042,0.8168,0.0061,0.0505
"Ocean Gabonia","sa3017391",5.9373,1.475,4.977,0.275714,5.53266,0.6597,0.553,0.163889,0.61474,0,1.106,0.6563,0.0266,0.0456
"Odalvi Javier","sa877574",7.0857,1.298,4.2138,0.25743,4.81059,0.7873,0.4682,0.144222,0.53451,0,1.0057,0.5721,0.0256,0.0641
"Odarlin Cruz","sa3021814",4.7133,1.558,8.5518,0.288784,7.24869,0.5237,0.9502,0.173111,0.80541,0,1.164,0.8496,0.0291,0.0541
"Oddanier Mosqueda","sa917882",8.41616,1.02689,4.20988,0.2393295,4.1683,29.4542,14.7273,3.5560555,14.72268,0,27.46795,15.74185,0.0126,4.0324
