"name","playerid","new_TBF","TBF","Source","TBF_adj_rate"
"Ben Hernandez","sa3014541",4.625,NA,NA,NA
"Ben Holmes","sa549147",4.388,NA,NA,NA
"Ben Joyce","31461",253.321058823529,222.482,"REZ1",1.13861372526105
"Ben Krauth","sa918347",4.4,NA,NA,NA
"Ben Kudrna","sa3018253",232.738,NA,NA,NA
"Ben Leeper","sa3014907",74.1685,NA,NA,NA
"Ben Lively","14932",545.188176470588,415.619,"REZ1",1.31174988744641
"Ben Madison","sa3008173",114.739,NA,NA,NA
"Ben Miller","sa3017208",4.719,NA,NA,NA
"Ben Onyshko","sa3008096",87.734,NA,NA,NA
"Ben Peoples","sa3011784",162.22,NA,NA,NA
"Ben Petschke","sa3023452",4.81,NA,NA,NA
"Ben Rowen","10983",4.409,NA,NA,NA
"Ben Sears","sa3020178",4.541,NA,NA,NA
"Ben Serunkuma","sa3019627",4.755,NA,NA,NA
"Ben Shields","sa3023483",207.162,NA,NA,NA
"Ben Simon","sa3023164",4.562,NA,NA,NA
"Ben Thompson","sa3022873",4.666,NA,NA,NA
"Ben Wereski","sa3018234",4.553,NA,NA,NA
"Benito Garcia","sa3005891",132.67,NA,NA,NA
"Benjamin Arias","sa3008724",4.539,NA,NA,NA
"Benjamin Dum","sa3011795",4.627,NA,NA,NA
"Bennett Sousa","21345",170.182666666667,130.092,"REZ1",1.30817165288155
"Benony Robles","sa3006135",4.64,NA,NA,NA
"Bernard Jose","sa3021812",4.785,NA,NA,NA
"Bernard Mack","sa3021771",5.131,NA,NA,NA
"Bernardo Flores Jr","19561",4.448,NA,NA,NA
"Bernardo Rivera","sa3024531",4.904,NA,NA,NA
"Bernie Martinez","sa3010142",4.342,NA,NA,NA
"Biembenido  Brito","sa3019257",4.968,NA,NA,NA
"Billy Corcoran","sa3020172",258.7155,NA,NA,NA
"Billy Lescher","sa3004471",4.35,NA,NA,NA
"Billy Seidl","sa3020257",4.701,NA,NA,NA
"Billy Sullivan","sa3014918",90.2665,NA,NA,NA
"Bishop Letson","sa3023526",4.652,NA,NA,NA
"Blade Tidwell","sa3020177",245.212,NA,NA,NA
"Bladimir Pichardo","sa3022123",4.96,NA,NA,NA
"Blaine Knight","sa3008532",122.697,NA,NA,NA
"Blair Calvo","25416",78.3205714285714,263.182,"REZ1",0.297590912101023
"Blair Henley","26190",160.226,NA,NA,NA
"Blake Adams","sa3020174",238.206,NA,NA,NA
"Blake Beers","sa3018004",269.701,NA,NA,NA
"Blake Burkhalter","sa3020382",4.482,NA,NA,NA
"Blake Goldsberry","sa3014978",68.701,NA,NA,NA
"Blake Holub","sa3018147",110.6825,NA,NA,NA
"Blake Loubier","sa3011730",4.803,NA,NA,NA
"Blake Money","sa3023127",4.511,NA,NA,NA
"Blake Parker","5224",4.382,NA,NA,NA
"Blake Pivaroff","sa3023080",4.643,NA,NA,NA
"Blake Rivera","sa3008261",4.45,NA,NA,NA
"Blake Rogers","sa876290",4.355,NA,NA,NA
"Blake Seigler","sa3017899",4.755,NA,NA,NA
"Blake Snell","13543",622.587058823529,515.416,"REZ1",1.20793118340046
"Blake Taylor","16418",88.227,NA,NA,NA
"Blake Townsend","sa3010125",89.7535,NA,NA,NA
"Blake Treinen","12572",235.800294117647,238.921,"REZ1",0.986938335758042
"Blake Walston","26270",178.340235294118,166.034,"REZ1",1.07411876660273
"Blake Wehunt","sa3023220",206.689,NA,NA,NA
"Blake Weiman","sa3004211",57.8912428571429,NA,NA,NA
"Blake Whiting","sa3023045",4.766,NA,NA,NA
"Blake Whitney","sa3007966",126.178,NA,NA,NA
"Blake Wolters","sa3023513",4.673,NA,NA,NA
"Blake Workman","sa3007856",4.329,NA,NA,NA
"Blane Abeyta","sa3014975",216.721,NA,NA,NA
"Blas Castano","sa3006617",181.860142857143,NA,NA,NA
"Blayne Enlow","sa3005117",155.1825,NA,NA,NA
"Blaze Pontes","sa3020486",4.614,NA,NA,NA
"Bo Bonds","sa3022938",4.566,NA,NA,NA
"Bobby Ay","sa3011535",4.746,NA,NA,NA
"Bobby Milacki","sa3007216",125.6845,NA,NA,NA
"Bobby Miller","27483",240.017,267.029,"REZ1",0.898842447824019
"Boby Johnson","sa3006983",4.374,NA,NA,NA
"Bodi Rascon","sa3011849",4.546,NA,NA,NA
"Bowden Francis","20548",568.364352941176,412.15,"REZ1",1.37902305699667
"Bowen Plagge","sa3018237",4.753,NA,NA,NA
"Brad Boxberger","10133",45.3921428571429,147.825,"REZ1",0.307066753642096
"Brad Brach","6627",4.39,NA,NA,NA
"Brad Case","sa3007613",113.7385,NA,NA,NA
"Brad Deppermann","sa3011801",55.192,NA,NA,NA
"Brad Hand","9111",36.1205714285714,115.567,"REZ1",0.312550913570236
"Brad Keller","15734",162.262517647059,340.185,"REZ1",0.476983164005053
"Brad Lord","sa3020812",205.173,NA,NA,NA
"Brad Peacock","5401",4.399,NA,NA,NA
"Brad Wieck","16390",69.657,NA,NA,NA
"Braden Bristo","20494",46.987,153.437,"REZ1",0.306229918468166
"Braden Carmichael","sa3023003",4.623,NA,NA,NA
"Braden Nett","sa3020336",4.479,NA,NA,NA
"Braden Olthoff","sa3017654",4.429,NA,NA,NA
"Braden Scott","sa3018143",4.429,NA,NA,NA
"Braden Shipley","15158",4.363,NA,NA,NA
"Braden Zarbnisky","sa3014791",4.355,NA,NA,NA
"Bradford Webb","sa3017508",4.399,NA,NA,NA
"Bradgley Rodriguez","sa3016035",142.977,NA,NA,NA
"Bradley Blalock","26419",230.703941176471,242.451,"REZ1",0.95154873016185
"Bradley Brehmer","sa3020828",140.1835,NA,NA,NA
"Bradley Hanner","sa3010837",117.7095,NA,NA,NA
"Brady Basso","25582",266.151294117647,234.83,"REZ1",1.13337858926733
"Brady Choban","sa3023212",110.697,NA,NA,NA
"Brady Feigl","15968",145.811583333333,241.727,"REZ1",0.603207681944232
"Brady Hill","sa3020559",4.794,NA,NA,NA
"Brady Lail","14707",4.373,NA,NA,NA
"Brady Puckett","sa829632",4.482,NA,NA,NA
"Brady Schanuel","sa918871",4.69,NA,NA,NA
"Brady Singer","25377",704.959411764706,654.994,"REZ1",1.07628377017913
"Braeden Fausnaught","sa3020598",226.217,NA,NA,NA
"Braeden Ogle","sa917989",4.523,NA,NA,NA
"Brahian Rijo","sa3022051",5.206,NA,NA,NA
"Braian Salazar","sa3019741",4.722,NA,NA,NA
"Brailin Rodriguez","sa3009238",4.664,NA,NA,NA
"Brailyn Marquez","21896",4.405,NA,NA,NA
"Brailyn Paulino","sa3022038",5.097,NA,NA,NA
"Brandan Bidois","sa3015277",4.429,NA,NA,NA
"Branden Noriega","sa3020867",4.919,NA,NA,NA
"Brandison Polanco","sa3019279",4.978,NA,NA,NA
"Brandon Beckel","sa3023276",4.586,NA,NA,NA
"Brandon Bielak","19866",123.216363636364,94.839,"REZ1",1.29921618359919
"Brandon Birdsell","sa3020797",241.154,NA,NA,NA
"Brandon Brennan","13527",4.415,NA,NA,NA
"Brandon Dufault","sa3017257",4.464,NA,NA,NA
"Brandon Eisert","27668",130.422647058824,110.153,"REZ1",1.18401357256565
"Brandon Finnegan","16208",4.414,NA,NA,NA
"Brandon Gold","sa872724",4.402,NA,NA,NA
"Brandon Herbold","sa3021988",4.926,NA,NA,NA
"Brandon Hughes","23460",99.4919818181818,162.163,"REZ1",0.613530717970078
"Brandon Johnson","sa3020610",118.2095,NA,NA,NA
"Brandon Kintzler","9939",4.4,NA,NA,NA
"Brandon Knarr","sa3015005",4.335,NA,NA,NA
"Brandon Komar","sa3010630",208.7045,NA,NA,NA
"Brandon Leibrandt","16135",152.979916666667,129.792,"REZ1",1.17865443684254
"Brandon Neeck","sa3021978",4.589,NA,NA,NA
"Brandon Pfaadt","27782",622.098352941176,686.93,"REZ1",0.905621173833107
"Brandon Schaeffer","sa3020751",4.481,NA,NA,NA
"Brandon Smith","sa3021021",5.094,NA,NA,NA
"Brandon Sproat","sa3023499",166.773833333333,NA,NA,NA
"Brandon Waddell","18347",4.354,NA,NA,NA
"Brandon Walter","26056",58.095,192.785,"REZ1",0.30134605908136
"Brandon White","sa3020589",4.585,NA,NA,NA
"Brandon Williamson","25463",225.471583333333,251.862,"REZ1",0.895218744127075
"Brandon Woodruff","16162",526.063529411765,402.16,"REZ1",1.30809510993576
"Brandon Workman","11428",4.474,NA,NA,NA
"Brandon Young","sa3014926",134.442371428571,NA,NA,NA
"Brandyn Garcia","sa3022951",149.8537,NA,NA,NA
"Brandyn Sittinger","19192",4.401,NA,NA,NA
"Branneli Franco","sa3023818",4.895,NA,NA,NA
"Brannon Jordan","sa3017814",4.604,NA,NA,NA
"Brant Hurter","30133",259.539,225.331,"REZ1",1.15181222290763
"Braulio Salas","sa3019820",4.871,NA,NA,NA
"Braunny Munoz","sa3006398",4.537,NA,NA,NA
"Brawny Reyes","sa3018007",4.78,NA,NA,NA
"Braxton Ashcraft","sa3008470",208.932285714286,NA,NA,NA
"Braxton Bragg","sa3023303",4.494,NA,NA,NA
"Braxton Garrett","21844",245.120333333333,335.177,"REZ1",0.731316090702325
"Braxton Hyde","sa3020612",4.705,NA,NA,NA
"Braxton Roxby","sa3014811",106.6785,NA,NA,NA
"Brayan Bello","23920",669.989411764706,555.68,"REZ1",1.2057108619434
"Brayan Cabello","sa3018304",4.965,NA,NA,NA
"Brayan Castillo","sa3006544",129.778,NA,NA,NA
"Brayan De Paula","sa3005070",104.751,NA,NA,NA
"Brayan Diaz","sa3016069",5.02,NA,NA,NA
"Brayan Medina","sa3014705",4.894,NA,NA,NA
"Brayan Mendoza","sa3015477",4.498,NA,NA,NA
"Brayan Narvaez","sa3022133",4.792,NA,NA,NA
"Brayan Palencia","sa3016011",4.623,NA,NA,NA
"Brayan Perez","sa3006100",4.398,NA,NA,NA
"Brayan Restituyo","sa3015461",4.721,NA,NA,NA
"Brayan Romero","sa3018313",4.597,NA,NA,NA
"Brayan Suarez","sa3019649",5.076,NA,NA,NA
"Braydon Fisher","sa3007929",125.1676,NA,NA,NA
"Braydon Tucker","sa3023249",4.505,NA,NA,NA
"Brayhans Barreto","sa3022316",4.663,NA,NA,NA
"Brayner Sanchez","sa3011366",4.735,NA,NA,NA
"Breck Eichelberger","sa3023096",4.713,NA,NA,NA
"Breidy Encarnacion","sa3009205",4.433,NA,NA,NA
"Breilin Arredondo","sa3021748",5.063,NA,NA,NA
"Brenan Hanifee","22304",205.304352941176,240.474,"REZ1",0.853748650337153
"Brendan Beck","sa3020680",4.492,NA,NA,NA
"Brendan Cellucci","sa3011710",129.2565,NA,NA,NA
"Brendan Collins","sa3017549",4.575,NA,NA,NA
"Brendan Hardy","sa3008290",78.743,NA,NA,NA
"Brendan McGuigan","sa3011850",4.635,NA,NA,NA
"Brendan McKay","20186",97.6665,NA,NA,NA
"Brendan Morse","sa3022743",4.912,NA,NA,NA
"Brendan Nail","sa3005359",4.4,NA,NA,NA
"Brendan White","26024",42.6322857142857,138.473,"REZ1",0.307874356114807
"Brendon Little","21574",250.575647058824,269.648,"REZ1",0.92926944408571
"Brennan Bernardino","16835",225.475882352941,258.672,"REZ1",0.871667139670862
"Brent Headrick","27702",163.272764705882,199.049,"REZ1",0.820264179703904
"Brent Honeywell","16466",126.972090909091,102.837,"REZ1",1.23469267782112
"Brent Killam","sa3014927",4.357,NA,NA,NA
"Brent Suter","13942",245.878058823529,146.059,"REZ1",1.68341600876036
"Brent Teller","sa3018794",4.388,NA,NA,NA
"Brett Anderson","8223",4.39,NA,NA,NA
"Brett Conine","sa3008024",4.476,NA,NA,NA
"Brett Daniels","sa3008127",4.48,NA,NA,NA
"Brett Eibner","11369",4.32,NA,NA,NA
"Brett Kennedy","17877",138.176833333333,173.221,"REZ1",0.797691003592713
"Brett Kerry","sa3017390",273.678,NA,NA,NA
"Brett Lockwood","sa3015041",4.805,NA,NA,NA
"Brett Martin","17369",4.304,NA,NA,NA
"Brett Matthews","sa3019488",4.407,NA,NA,NA
"Brett Schulze","sa3011195",4.395,NA,NA,NA
"Brett Standlee","sa3017388",4.529,NA,NA,NA
"Brett Wichrowski","sa3023366",205.222,NA,NA,NA
"Brett de Geus","23592",180.491941176471,243.781,"REZ1",0.740385596812182
"Brian Edgington","sa3022911",4.486,NA,NA,NA
"Brian Fitzpatrick","sa3020265",4.519,NA,NA,NA
"Brian Glowicki","sa3004826",4.406,NA,NA,NA
"Brian Gonzalez","sa828794",4.442,NA,NA,NA
"Brian Howard","sa918377",4.388,NA,NA,NA
"Brian Keller","sa918951",4.353,NA,NA,NA
"Brian Marconi","sa3010665",4.491,NA,NA,NA
"Brian Moran","9646",87.173,NA,NA,NA
"Brian Van Belle","sa3014925",218.6645,NA,NA,NA
"Brock Bell","sa3011571",4.566,NA,NA,NA
"Brock Burke","17968",268.761705882353,226.671,"REZ1",1.1856907406874
"Brock Jones","sa3011783",4.739,NA,NA,NA
"Brock Porter","sa3020708",4.681,NA,NA,NA
"Brock Selvidge","sa3017950",216.2105,NA,NA,NA
"Brock Stewart","16727",200.455882352941,133.4,"REZ1",1.50266778375518
"Brock Whittlesey","sa1172219",4.492,NA,NA,NA
"Brody Hopkins","sa3023515",4.545,NA,NA,NA
"Brody Jessee","sa3020447",4.625,NA,NA,NA
"Brody Koerner","17748",4.452,NA,NA,NA
"Brody McCullough","sa3020599",4.351,NA,NA,NA
"Brody Rodning","sa3004591",56.1635,NA,NA,NA
"Brooks Crawford","sa3011554",136.742,NA,NA,NA
"Brooks Gosswein","sa3017315",4.54,NA,NA,NA
"Brooks Kriske","21189",106.338583333333,157.284,"REZ1",0.676092821477921
"Brooks Raley","10061",124.337023529412,166.816,"REZ1",0.745354303720337
"Brooks Wilson","sa3006966",91.6795,NA,NA,NA
"Bruce Zimmermann","20370",149.054254545455,220.894,"REZ1",0.674777289312768
"Brusdar Graterol","20367",127.773494117647,220.071,"REZ1",0.580601233772951
"Bryan Abreu","16609",289.217529411765,207.666,"REZ1",1.39270525464816
"Bryan Baker","19804",205.454352941176,269.108,"REZ1",0.76346430779158
"Bryan Bautista","sa3018820",4.813,NA,NA,NA
"Bryan Brickhouse","sa597825",4.379,NA,NA,NA
"Bryan Caceres","sa3005687",4.617,NA,NA,NA
"Bryan Chi","sa3020958",124.742,NA,NA,NA
"Bryan Garcia","19457",4.523,NA,NA,NA
"Bryan Hoeing","26304",252.852176470588,205.017,"REZ1",1.23332297551222
"Bryan Hudson","19924",245.154294117647,202.207,"REZ1",1.21239271695662
"Bryan King","25890",233.875882352941,179.864,"REZ1",1.30029290104157
"Bryan Lucas","sa3006123",4.636,NA,NA,NA
"Bryan Magdaleno","sa3016478",4.378,NA,NA,NA
"Bryan Mata","sa917784",124.225,NA,NA,NA
"Bryan Mena","sa3016613",4.728,NA,NA,NA
"Bryan Mitchell","11479",4.376,NA,NA,NA
"Bryan Monte De Oca","sa3021773",4.999,NA,NA,NA
"Bryan Pena","sa3006483",4.728,NA,NA,NA
"Bryan Perez","sa3016515",4.671,NA,NA,NA
"Bryan Perez","sa3017014",4.782,NA,NA,NA
"Bryan Polanco","sa3016915",4.676,NA,NA,NA
"Bryan Pope","sa3017532",4.405,NA,NA,NA
"Bryan Rivera","sa3019382",4.669,NA,NA,NA
"Bryan Sammons","20462",200.201166666667,135.522,"REZ1",1.47725953473729
"Bryan Sanchez","sa3009558",4.751,NA,NA,NA
"Bryan Shaw","8110",106.056352941176,124.098,"REZ1",0.854617745178621
"Bryan Woo","30279",531.241058823529,477.598,"REZ1",1.11231843270602
"Bryant Landaeta","sa3019389",5.074,NA,NA,NA
"Bryant Salgado","sa3017364",4.619,NA,NA,NA
"Bryce Bonnin","sa3014453",82.2025,NA,NA,NA
"Bryce Collins","sa3023438",4.579,NA,NA,NA
"Bryce Conley","sa3004704",4.404,NA,NA,NA
"Bryce Elder","27779",278.125470588235,319.335,"REZ1",0.870952042802184
"Bryce Hubbart","sa3020323",146.8145,NA,NA,NA
"Bryce Jarvis","27477",221.084764705882,156.607,"REZ1",1.41171700310894
"Bryce McGowan","sa3017786",95.779,NA,NA,NA
"Bryce Miller","29837",682.070705882353,625.312,"REZ1",1.0907686177178
"Bryce Montes de Oca","21319",4.305,NA,NA,NA
"Bryce Osmond","sa3020800",4.448,NA,NA,NA
"Bryce Tassin","sa3010814",105.197,NA,NA,NA
"Bryce Warrecker","sa3023364",4.662,NA,NA,NA
"Brycen Mautz","sa3020710",4.511,NA,NA,NA
"Bryse Wilson","19990",435.150294117647,495.861,"REZ1",0.877565071900486
"Bryson Hammer","sa3022664",4.693,NA,NA,NA
"Bubba Chandler","sa3017428",366.107166666667,NA,NA,NA
"Bubba Derby","sa875183",4.336,NA,NA,NA
"Bubba Hall","sa3020403",4.606,NA,NA,NA
"Bubby Rossman","17179",4.361,NA,NA,NA
"Buck Farmer","14814",223.423117647059,233.121,"REZ1",0.958399790868514
"Burch Smith","12784",117.2142,211.409,"REZ1",0.554442809908755
"CD Pelham","19820",58.722,NA,NA,NA
"CJ Culpepper","sa3020563",174.182,NA,NA,NA
"CJ Eldred","sa3006697",4.364,NA,NA,NA
"CJ Mayhue","sa3020175",4.617,NA,NA,NA
"CJ Van Eyk","sa3014713",178.2075,NA,NA,NA
"CJ Weins","sa3023221",4.369,NA,NA,NA
"CJ Widger","sa3020960",4.568,NA,NA,NA
"Cade Austin","sa3023372",4.671,NA,NA,NA
"Cade Cavalli","27473",336.999857142857,NA,NA,NA
"Cade Denton","sa3023047",4.686,NA,NA,NA
"Cade Feeney","sa3023228",4.562,NA,NA,NA
"Cade Gibson","sa3019914",178.729,NA,NA,NA
"Cade Halemanu","sa3020328",4.643,NA,NA,NA
"Cade Horton","sa3020860",146.147,NA,NA,NA
"Cade Kuehler","sa3023306",4.585,NA,NA,NA
"Cade Povich","30055",401.581647058824,434.334,"REZ1",0.924591782035999
"Cade Smith","27867",283.713411764706,279.786,"REZ1",1.01403719901891
"Cade Smith","sa3023371",4.545,NA,NA,NA
"Cade Winquest","sa3020805",4.556,NA,NA,NA
"Caden Dana","31508",328.745058823529,344.438,"REZ1",0.954438995765651
"Caden Grice","sa3023166",4.637,NA,NA,NA
"Caden Monke","sa3017305",4.636,NA,NA,NA
"Cal Quantrill","19312",575.027294117647,431.512,"REZ1",1.33258702913858
"Cale Lansville","sa3023176",4.553,NA,NA,NA
"Caleb Baragar","19231",74.693,NA,NA,NA
"Caleb Bolden","sa3020463",145.738,NA,NA,NA
"Caleb Boushley","19736",241.38225,187.651,"REZ1",1.28633607068441
"Caleb Ferguson","19349",248.493941176471,216.559,"REZ1",1.14746531511722
"Caleb Franzen","sa3020531",4.593,NA,NA,NA
"Caleb Freeman","sa3011339",86.25,NA,NA,NA
"Caleb Kilian","26213",144.666235294118,72.772,"REZ1",1.98793815332982
"Caleb Sampen","sa3007965",4.356,NA,NA,NA
"Caleb Simpson","sa738717",4.471,NA,NA,NA
"Caleb Smith","14875",4.374,NA,NA,NA
"Caleb Thielbar","10078",218.359176470588,186.27,"REZ1",1.17227238133134
"Caleb Wurster","sa3016910",4.53,NA,NA,NA
"Callum Wallace","sa3019579",4.9,NA,NA,NA
"Calvin Coker","sa3007932",118.2075,NA,NA,NA
"Calvin Faucher","20116",264.412529411765,232.859,"REZ1",1.13550487381533
"Calvin Ziegler","sa3018142",4.548,NA,NA,NA
"Cam Alldred","25078",168.154,NA,NA,NA
"Cam Bedrosian","13360",4.434,NA,NA,NA
"Cam Booser","16061",240.403647058824,172.052,"REZ1",1.39727319100518
"Cam Brown","sa3018260",4.57,NA,NA,NA
"Cam Day","sa3023201",4.668,NA,NA,NA
"Cam Opp","sa3014853",4.462,NA,NA,NA
"Cam Robinson","sa3005216",105.232,NA,NA,NA
"Cam Sanders","sa3008067",140.755,NA,NA,NA
"Cam Schlittler","sa3021981",230.691,NA,NA,NA
"Cam Tullar","sa3022415",4.667,NA,NA,NA
"Cam Vieaux","19529",4.352,NA,NA,NA
"Cam Wynne","sa3017492",4.592,NA,NA,NA
"Camden Minacci","sa3022728",83.8199333333333,NA,NA,NA
"Cameron Bishop","sa829601",4.369,NA,NA,NA
"Cameron Cotter","sa3021726",114.157,NA,NA,NA
"Cameron Foster","sa3020735",153.2065,NA,NA,NA
"Cameron Junker","sa3010365",85.2675,NA,NA,NA
"Cameron Leonard","sa3016912",4.344,NA,NA,NA
"Cameron Wagoner","sa3019952",4.518,NA,NA,NA
"Cameron Weston","sa3020528",196.1655,NA,NA,NA
"Camilo Doval","21992",276.345,282.605,"REZ1",0.977848941101537
"Camilo Hernandez","sa3018899",4.708,NA,NA,NA
"Camilo Sanchez","sa3018834",4.684,NA,NA,NA
"Candido Cuevas","sa3018305",4.709,NA,NA,NA
"Carl Edwards Jr","13607",130.085416666667,137.1,"REZ1",0.948836007780209
"Carlo Reyes","sa3008713",88.1665,NA,NA,NA
"Carlos A Francisco","sa3010827",113.748,NA,NA,NA
"Carlos Belen","sa736746",4.357,NA,NA,NA
"Carlos Betancourt","sa3006600",109.7025,NA,NA,NA
"Carlos Brito","sa3019802",5.141,NA,NA,NA
"Carlos Brito","sa3022391",5.063,NA,NA,NA
"Carlos Calderon","sa3009713",4.651,NA,NA,NA
"Carlos Campos","sa3005457",4.619,NA,NA,NA
"Carlos Canales","sa3024076",4.966,NA,NA,NA
"Carlos Carrasco","6632",179.648411764706,406.426,"REZ1",0.44201997845784
"Carlos Castillo","sa3021500",4.709,NA,NA,NA
"Carlos De Los Santos","sa3005448",4.778,NA,NA,NA
"Carlos Duran","sa3006404",162.2055,NA,NA,NA
"Carlos Espinal","sa872567",4.417,NA,NA,NA
"Carlos Espinosa","sa3019549",126.7045,NA,NA,NA
"Carlos Estevez","14542",265.237588235294,262.791,"REZ1",1.00931001531747
"Carlos Garcia","sa3006590",116.2345,NA,NA,NA
"Carlos Gomez","sa3006699",102.246,NA,NA,NA
"Carlos Gomez","sa3019733",5.089,NA,NA,NA
"Carlos Gonzalez","sa3022036",4.967,NA,NA,NA
"Carlos Guarate","sa3006127",4.637,NA,NA,NA
"Carlos Guzman","sa871477",147.2065,NA,NA,NA
"Carlos Hernandez","22713",221.440235294118,248.178,"REZ1",0.892263759455381
"Carlos Hinestroza","sa3015503",5.001,NA,NA,NA
"Carlos Jimenez","sa3008711",4.762,NA,NA,NA
"Carlos Lagrange","sa3019390",4.693,NA,NA,NA
"Carlos Lequerica","sa3023081",4.686,NA,NA,NA
"Carlos Lomeli","sa3018108",4.656,NA,NA,NA
"Carlos Lopez","sa3015987",4.92,NA,NA,NA
"Carlos Luna","sa828727",4.369,NA,NA,NA
"Carlos Marcano","sa3015509",4.499,NA,NA,NA
"Carlos Martinez","11682",4.413,NA,NA,NA
"Carlos Martinez","sa3015423",4.817,NA,NA,NA
"Carlos Mateo","sa3022011",5.093,NA,NA,NA
"Carlos Meza","sa3006410",4.537,NA,NA,NA
"Carlos Meza","sa3019059",93.4765,NA,NA,NA
"Carlos Millan","sa3016051",5.04,NA,NA,NA
"Carlos Molina","sa3022023",5.03,NA,NA,NA
"Carlos Pena","sa3009519",216.2065,NA,NA,NA
"Carlos Rey","sa3022732",4.721,NA,NA,NA
"Carlos Rodon","16137",665.151705882353,550.305,"REZ1",1.20869646083963
"Carlos Rodriguez","30161",176.147505882353,175.485,"REZ1",1.00377528496654
"Carlos Rodriguez","sa3024277",4.883,NA,NA,NA
"Carlos Romero","sa3003106",124.227,NA,NA,NA
"Carlos Sarmiento","sa3016593",5.025,NA,NA,NA
"Carlos Tavera","sa3017536",165.757,NA,NA,NA
"Carlos Torres","sa3020387",4.632,NA,NA,NA
"Carlos Vargas","22915",214.007529411765,151.702,"REZ1",1.41071000653759
"Carlson Reed","sa3022793",4.55,NA,NA,NA
"Carlton Perkins","sa3022740",4.682,NA,NA,NA
"Carmen Mlodzinski","27572",261.915647058824,230.932,"REZ1",1.13416783754016
"Carson Carter","sa3017466",4.63,NA,NA,NA
"Carson Coleman","sa3014857",77.655,NA,NA,NA
"Carson Fulmer","18311",195.097745454545,366.266,"REZ1",0.532666819891951
"Carson Hobbs","sa3023573",4.626,NA,NA,NA
"Carson Jacobs","sa3022872",4.658,NA,NA,NA
"Carson Palmquist","sa3020473",137.21475,NA,NA,NA
"Carson Pierce","sa3023179",4.52,NA,NA,NA
"Carson Ragsdale","sa3014922",156.8834,NA,NA,NA
"Carson Rudd","sa3014812",140.7825,NA,NA,NA
"Carson Seymour","sa3017868",170.357766666667,NA,NA,NA
"Carson Skipper","sa3020451",119.69,NA,NA,NA
"Carson Spiers","27685",258.918235294118,315.174,"REZ1",0.821508865877635
"Carson Teel","sa3007597",4.345,NA,NA,NA
"Carson Whisenhunt","sa3020529",196.885666666667,NA,NA,NA
"Carter Baumler","sa3014480",4.575,NA,NA,NA
"Carter Loewen","sa3014844",101.699,NA,NA,NA
"Carter Spivey","sa3023477",4.579,NA,NA,NA
"Case Williams","sa3015013",4.56,NA,NA,NA
"Casey Anderson","sa3022742",4.669,NA,NA,NA
"Casey Cobb","sa3014868",4.4,NA,NA,NA
"Casey Kelly","9174",268.80975,211.831,"REZ1",1.26898211309959
"Casey Lawrence","11121",162.767,171.561,"REZ1",0.948741264040196
"Casey Legumina","25921",130.528364705882,94.193,"REZ1",1.38575440537919
"Casey Mize","20492",507.529,529.325,"REZ1",0.958823029329807
"Casey Sadler","11209",4.307,NA,NA,NA
"Casey Steward","sa3023253",4.616,NA,NA,NA
"Caswell Smith","sa3020955",4.748,NA,NA,NA
"Cayne Ueckert","sa3010789",80.729,NA,NA,NA
"Cedric De Grandpre","sa3020315",4.492,NA,NA,NA
"Cesar Aquino","sa3024469",4.839,NA,NA,NA
"Cesar Ayala","sa3015349",4.896,NA,NA,NA
"Cesar De Jesus","sa3017767",4.861,NA,NA,NA
"Cesar Espinal","sa3019192",4.923,NA,NA,NA
"Cesar Gomez","sa3014799",132.206,NA,NA,NA
"Cesar Jimenez","sa3019381",4.866,NA,NA,NA
"Cesar Lares","sa3019384",4.617,NA,NA,NA
"Cesar Perdomo","sa3019248",4.515,NA,NA,NA
"Cesar Rojas","sa3019244",5.244,NA,NA,NA
"Cesar Ruiz","sa3016590",5.084,NA,NA,NA
"Cesar Valdez","9013",4.223,NA,NA,NA
"Cesar Álvarez","sa3015418",4.757,NA,NA,NA
"Cesari Moreno","sa3009718",5.163,NA,NA,NA
"Chad Bryant","sa3011133",4.748,NA,NA,NA
"Chad Dallas","sa3018180",183.2025,NA,NA,NA
"Chad Donato","sa919112",4.459,NA,NA,NA
"Chad Green","15552",245.867058823529,210.742,"REZ1",1.16667327264394
