"name","playerid","new_LOB%","LOB%","Source","LOB%_adj_rate"
"David Davalillo","sa3020448",0.694371,NA,NA,NA
"David Dominguez","sa3018885",0.68587,NA,NA,NA
"David Ellingson","sa873708",0.710789,NA,NA,NA
"David Festa","30056",0.721701294117647,0.727,"REZ1",0.992711546241605
"David Fletcher","17992",0.625,NA,NA,NA
"David Griffin","sa3015136",0.693968,NA,NA,NA
"David Hale","9756",0.710055,NA,NA,NA
"David Hess","16130",0.698928,NA,NA,NA
"David Leal","sa1171029",0.6941855,NA,NA,NA
"David Lorduy","sa3019135",0.681698,NA,NA,NA
"David McKay","19814",0.706883,NA,NA,NA
"David Morgan","sa3020260",0.7036055,NA,NA,NA
"David Morillo","sa3009610",0.678386,NA,NA,NA
"David Olivo","sa3016048",0.672482,NA,NA,NA
"David Parkinson","sa3004857",0.6814305,NA,NA,NA
"David Peterson","20302",0.720901529411765,0.713,"REZ1",1.01108208893656
"David Phelps","6316",0.720493,NA,NA,NA
"David Price","3184",0.729716,NA,NA,NA
"David Robertson","8241",0.750156470588235,0.78,"REZ1",0.961739064856712
"David Rodriguez","sa3018810",0.678463,NA,NA,NA
"David Rodriguez","sa3023659",0.675727,NA,NA,NA
"David Sanchez","sa917183",0.677111,NA,NA,NA
"David Sandlin","sa3020606",0.7064205,NA,NA,NA
"David Tiburcio","sa3016010",0.682171,NA,NA,NA
"Davidxon Lara","sa3022127",0.681749,NA,NA,NA
"Davis Daniel","27582",0.701166117647059,0.691,"REZ1",1.01471218183366
"Davis Feldman","sa3021464",0.700017,NA,NA,NA
"Davis Martin","21448",0.706794588235294,0.721,"REZ1",0.980297625846455
"Davis Polo","sa3019637",0.678783,NA,NA,NA
"Davis Schwab","sa3010651",0.708737,NA,NA,NA
"Davis Sharpe","sa3018112",0.7154725,NA,NA,NA
"Davison Palermo","sa3020480",0.673088,NA,NA,NA
"Dawel Serda","sa3021486",0.667558,NA,NA,NA
"Dawil Almonte","sa3019084",0.69187,NA,NA,NA
"Dawry Segura","sa3017102",0.681611,NA,NA,NA
"Dax Fulton","sa3014535",0.716105,NA,NA,NA
"Dayan Reinoso","sa3017900",0.691442,NA,NA,NA
"Dayeison Arias","sa3002812",0.714315,NA,NA,NA
"Daysbel Hernandez","20271",0.740400117647059,0.719,"REZ1",1.02976372412665
"Dean Kremer","19350",0.716901411764706,0.709,"REZ1",1.0111444453663
"Deck McGuire","11596",0.690445,NA,NA,NA
"Declan Cronin","25645",0.719279764705882,0.743,"REZ1",0.968075053439949
"Dedniel Nunez","23055",0.756028941176471,0.803,"REZ1",0.941505530730349
"Deibi Rodriguez","sa3022137",0.667852,NA,NA,NA
"Deiver Oliveros","sa3021994",0.673962,NA,NA,NA
"Deivi Garcia","20276",0.696627090909091,0.679,"REZ1",1.02596036952738
"Deivy Cruz","sa3016013",0.710353,NA,NA,NA
"Deivy Paulino","sa3024516",0.66702,NA,NA,NA
"Dellin Betances","6216",0.704406,NA,NA,NA
"Delvin Capellan","sa3002996",0.692978,NA,NA,NA
"Delvis Alegre","sa3006352",0.693563,NA,NA,NA
"Demarcus Evans","21087",0.715283,NA,NA,NA
"Dencer Geraldo","sa3017619",0.676884,NA,NA,NA
"Denis Reguillo","sa3019535",0.685294,NA,NA,NA
"Denison Sanchez","sa3018907",0.673952,NA,NA,NA
"Dennis Boatman","sa3017778",0.697149,NA,NA,NA
"Dennis Santana","17878",0.703508117647059,0.692,"REZ1",1.01663022781367
"Denny Bentley","sa3007931",0.725468,NA,NA,NA
"Denny Larrondo","sa3010654",0.673673,NA,NA,NA
"Denny Lima","sa3021787",0.67023,NA,NA,NA
"Denny Roman","sa3007608",0.697744,NA,NA,NA
"Denyi Reyes","20526",0.704300714285714,0.72,"REZ1",0.978195436507936
"Deolis Guerra","8410",0.709859,NA,NA,NA
"Dereck Rodriguez","14509",0.696282857142857,0.666,"REZ1",1.04546975546976
"Derek Casey","sa3008259",0.699212,NA,NA,NA
"Derek Corro","sa3019259",0.696525,NA,NA,NA
"Derek Craft","sa3006824",0.717677,NA,NA,NA
"Derek Diamond","sa3020470",0.68021,NA,NA,NA
"Derek Holland","4141",0.731118,NA,NA,NA
"Derek Law","13133",0.731010235294118,0.759,"REZ1",0.963122839649694
"Derek Molina","sa3005202",0.696557,NA,NA,NA
"Derek True","sa3023126",0.68681,NA,NA,NA
"Derek West","sa3010557",0.713355,NA,NA,NA
"Deretd Parra","sa3011624",0.690302,NA,NA,NA
"Dermis Ordonez","sa3019145",0.678221,NA,NA,NA
"Derrick Edington","sa3023665",0.698774,NA,NA,NA
"Destin Dotson","sa3009988",0.711515,NA,NA,NA
"Develson Aria","sa3008726",0.691621,NA,NA,NA
"Devereaux Harrison","sa3020259",0.69728,NA,NA,NA
"Devin Conn","sa3007252",0.707436,NA,NA,NA
"Devin Kirby","sa3022908",0.694376,NA,NA,NA
"Devin Smeltzer","19487",0.680297083333333,0.613,"REZ1",1.1097831702012
"Devin Sweet","25348",0.702054235294118,0.69,"REZ1",1.01746990622336
"Devin Williams","15816",0.761693294117647,0.699,"REZ1",1.08968997727847
"Devon Roedahl","sa3010774",0.693707,NA,NA,NA
"Deybi Salcedo","sa3022389",0.669004,NA,NA,NA
"Deyer Zapata","sa3016063",0.691064,NA,NA,NA
"Deylen Miley","sa3017366",0.694113,NA,NA,NA
"Deyni Olivero","sa917869",0.678625,NA,NA,NA
"Dheygler Gimenez","sa3011879",0.672936,NA,NA,NA
"Dianye Florentino","sa3016252",0.676766,NA,NA,NA
"Didier Fuentes","sa3018841",0.68968,NA,NA,NA
"Didier Vargas","sa3002981",0.706017,NA,NA,NA
"Diego A Castillo","19906",0.615385,NA,NA,NA
"Diego Barrera","sa3023203",0.724102,NA,NA,NA
"Diego Castillo","17496",0.688001733333333,0.684,"REZ1",1.00585048732943
"Diego Chiquillo","sa3016582",0.694019,NA,NA,NA
"Diego Dominguez","sa3019063",0.679883,NA,NA,NA
"Diego Dugarte","sa3019293",0.661787,NA,NA,NA
"Diego Granado","sa3014931",0.69415,NA,NA,NA
"Diego Hernandez","sa3019385",0.667626,NA,NA,NA
"Diego Navarro","sa3016591",0.669223,NA,NA,NA
"Diego Palmero","sa3021573",0.663596,NA,NA,NA
"Dielmon Urena","sa3016485",0.670528,NA,NA,NA
"Dietrich Enns","13932",0.724911,NA,NA,NA
"Dikember Sanchez","sa3016033",0.703485,NA,NA,NA
"Dilan Figueredo","sa3019555",0.68545,NA,NA,NA
"Dillon Larsen","sa3018263",0.717975,NA,NA,NA
"Dillon Maples","14672",0.715624,NA,NA,NA
"Dillon Overton","15627",0.681292,NA,NA,NA
"Dillon Peters","18790",0.726786,NA,NA,NA
"Dillon Tate","17796",0.703308941176471,0.767,"REZ1",0.916960809878058
"Dinelson Lamet","17186",0.717783333333333,0.726,"REZ1",0.988682277318641
"Diogenes Almengo","sa835215",0.719276,NA,NA,NA
"Diomede Sierra","sa3009586",0.703223,NA,NA,NA
"Dioni Baez","sa3018309",0.672616,NA,NA,NA
"Dionys Rodriguez","sa3005877",0.696962,NA,NA,NA
"Dioris De La Rosa","sa3024240",0.67001,NA,NA,NA
"Diorys Guerrero","sa3009503",0.699326,NA,NA,NA
"Diosmerky Taveras","sa3004872",0.715503,NA,NA,NA
"Diovel Mariano","sa3018363",0.672027,NA,NA,NA
"Doimil Perez","sa3017104",0.682432,NA,NA,NA
"Dom Hamel","sa3017949",0.6989975,NA,NA,NA
"Domingo Acevedo","17092",0.725512142857143,0.74,"REZ1",0.980421814671815
"Domingo German","17149",0.684641454545455,0.688,"REZ1",0.995118393234672
"Domingo Geronimo","sa3018851",0.677401,NA,NA,NA
"Domingo Gonzalez","sa3007495",0.712436142857143,NA,NA,NA
"Domingo Robles","sa872881",0.7045865,NA,NA,NA
"Domingo Tapia","12178",0.693082857142857,0.624,"REZ1",1.11070970695971
"Dominic Hambley","sa3017999",0.691586,NA,NA,NA
"Dominic Leone","13763",0.704497272727273,0.679,"REZ1",1.03755121167492
"Dominic Perachi","sa3020841",0.6940885,NA,NA,NA
"Dominic Pipkin","sa3007896",0.709378,NA,NA,NA
"Donal Montas","sa3019394",0.675995,NA,NA,NA
"Donny Troconis","sa3020992",0.668222,NA,NA,NA
"Donovan Benoit","sa3017464",0.66891,NA,NA,NA
"Donovan Walton","19314",0.56338,NA,NA,NA
"Donye Evans","sa3023037",0.693387,NA,NA,NA
"Donys Garcia","sa3015941",0.679243,NA,NA,NA
"Doug Kirkland","sa3023095",0.690038,NA,NA,NA
"Doug Nikhazy","sa3018110",0.723731285714286,NA,NA,NA
"Douglas Orellana","sa3016817",0.703353,NA,NA,NA
"Drake Fellows","sa3015208",0.693724,NA,NA,NA
"Drew Anderson","15130",0.700168,NA,NA,NA
"Drew Carlton","19868",0.703250714285714,0.666,"REZ1",1.055932003432
"Drew Conover","sa3023279",0.699457,NA,NA,NA
"Drew Dowd","sa3023509",0.688294,NA,NA,NA
"Drew Garrett","sa3022322",0.693527,NA,NA,NA
"Drew Gray","sa3017964",0.704858,NA,NA,NA
"Drew Hutchison","10732",0.697996,NA,NA,NA
"Drew Irvine","sa3019642",0.696142,NA,NA,NA
"Drew McDaniel","sa3020384",0.685239,NA,NA,NA
"Drew Parrish","sa3011395",0.68021,NA,NA,NA
"Drew Pomeranz","11426",0.741238285714286,NA,NA,NA
"Drew Rasmussen","25385",0.737756823529412,0.74,"REZ1",0.996968680445151
"Drew Rom","24602",0.737432181818182,0.815,"REZ1",0.904824762967094
"Drew Rucinski","12499",0.693469285714286,0.68,"REZ1",1.01980777310924
"Drew Smith","17755",0.711950941176471,0.637,"REZ1",1.11766238803214
"Drew Smyly","11760",0.724406470588235,0.742,"REZ1",0.976289043919455
"Drew Sommers","sa3020885",0.726314,NA,NA,NA
"Drew Steckenrider","18806",0.714067,NA,NA,NA
"Drew Strotman","sa3004584",0.6997865,NA,NA,NA
"Drew Thorpe","31967",0.704054235294118,0.738,"REZ1",0.954003028853818
"Drew VerHagen","13424",0.703939285714286,0.686,"REZ1",1.02615056226572
"Drey Jameson","26260",0.720082823529412,0.716,"REZ1",1.00570226749918
"Drue Hackenberg","sa3023304",0.702461,NA,NA,NA
"Dualvert Gutierrez","sa3015452",0.678467,NA,NA,NA
"Duane Underwood Jr","14677",0.682364166666667,0.639,"REZ1",1.06786254564424
"Dugan Darnell","sa3014876",0.693699,NA,NA,NA
"Duncan Davitt","sa3020394",0.6895735,NA,NA,NA
"Duncan Snider","sa3019695",0.693966,NA,NA,NA
"Duque Hebbert","sa3021026",0.682505,NA,NA,NA
"Durbin Feltman","sa3007959",0.719217,NA,NA,NA
"Dusten Knight","16537",0.716579,NA,NA,NA
"Dustin May","19716",0.735709176470588,0.795,"REZ1",0.925420347761746
"Dustin Saenz","sa3017610",0.6847445,NA,NA,NA
"Dwayne Matos","sa3009508",0.700249,NA,NA,NA
"Dylan Bice","sa918551",0.705646,NA,NA,NA
"Dylan Bundy","12917",0.686828,NA,NA,NA
"Dylan Burns","sa3018793",0.693629,NA,NA,NA
"Dylan Carmouche","sa3023412",0.699659,NA,NA,NA
"Dylan Castaneda","sa3011731",0.683205,NA,NA,NA
"Dylan Cease","18525",0.738413176470588,0.694,"REZ1",1.06399593151382
"Dylan Coleman","22276",0.707872461538462,0.684,"REZ1",1.03490125955915
"Dylan Covey","14825",0.702723818181818,0.706,"REZ1",0.995359515838269
"Dylan Cumming","sa3020818",0.686826,NA,NA,NA
"Dylan DeLucia","sa3024964",0.69075,NA,NA,NA
"Dylan Dodd","29928",0.708194235294118,0.729,"REZ1",0.971459856370532
"Dylan File","sa3004197",0.6879275,NA,NA,NA
"Dylan Floro","13394",0.713435411764706,0.729,"REZ1",0.978649398854192
"Dylan Hall","sa3015008",0.705066,NA,NA,NA
"Dylan Heid","sa3019113",0.7176405,NA,NA,NA
"Dylan King","sa3009924",0.72237,NA,NA,NA
"Dylan Lee","19996",0.776153882352941,0.837,"REZ1",0.927304518940193
"Dylan Lesko","sa3020677",0.68769,NA,NA,NA
"Dylan MacLean","sa3014508",0.692003,NA,NA,NA
"Dylan Nedved","sa3020326",0.684517,NA,NA,NA
"Dylan Phillips","sa3019862",0.722552,NA,NA,NA
"Dylan Ray","sa3020392",0.7046255,NA,NA,NA
"Dylan Simmons","sa3023468",0.695223,NA,NA,NA
"Dylan Smith","sa3018113",0.700817,NA,NA,NA
"Dylan Spacke","sa3010812",0.701739,NA,NA,NA
"Dylan Spain","sa3017134",0.684705,NA,NA,NA
"Dylan Tebrake","sa3020477",0.732654,NA,NA,NA
"Dylan Wilson","sa3021017",0.679933,NA,NA,NA
"Easton Lucas","26058",0.710625764705882,0.701,"REZ1",1.01373147604263
"Easton McGee","22176",0.692219166666667,0.673,"REZ1",1.02855745418524
"Easton Sikorski","sa3020250",0.692143,NA,NA,NA
"Eccel Correa","sa3021019",0.684206,NA,NA,NA
"Eddy Alberto","sa3019491",0.693201,NA,NA,NA
"Eddy Demurias","sa3007852",0.7007295,NA,NA,NA
"Eddy Felix","sa3019646",0.67553,NA,NA,NA
"Eddy Peralta","sa3021757",0.686833,NA,NA,NA
"Eddy Yean","sa3006543",0.6934265,NA,NA,NA
"Edelvis Perez","sa3024783",0.664794,NA,NA,NA
"Edgar Barclay","sa1170012",0.691448,NA,NA,NA
"Edgar Escobar","sa3007244",0.688473,NA,NA,NA
"Edgar Garcia","19276",0.704394,NA,NA,NA
"Edgar Isea","sa3009936",0.693166,NA,NA,NA
"Edgar Leon","sa3019161",0.668789,NA,NA,NA
"Edgar Manzo","sa3009638",0.698037,NA,NA,NA
"Edgar Moreta","sa3020989",0.687538,NA,NA,NA
"Edgar Navarro","24363",0.706551428571428,0.692,"REZ1",1.02102807597027
"Edgar Portes","sa3015386",0.696148,NA,NA,NA
"Edgar Sanchez","sa3011131",0.702351,NA,NA,NA
"Edgar Santana","17355",0.70994,NA,NA,NA
"Edgardo Henriquez","26944",0.714656533333333,0.692,"REZ1",1.03274065510597
"Edgardo Ibarra","sa3015348",0.687076,NA,NA,NA
"Edinson Batista","sa3009266",0.685818,NA,NA,NA
"Edinson Salgado","sa3019598",0.679515,NA,NA,NA
"Edinson Valdespina","sa3017875",0.674286,NA,NA,NA
"Edinzo Marquez","sa3019300",0.672089,NA,NA,NA
"Edison Suriel","sa917807",0.699355,NA,NA,NA
"Eduar Gonzalez","sa3020993",0.67636,NA,NA,NA
"Eduar Segovia","sa3008374",0.693105,NA,NA,NA
"Eduard Bazardo","20997",0.718028117647059,0.679,"REZ1",1.05747881833146
"Eduard Monroy","sa3011243",0.696803,NA,NA,NA
"Eduardo Fernandez","sa3021005",0.688786,NA,NA,NA
"Eduardo Herrera","sa3002702",0.725645,NA,NA,NA
"Eduardo Rivera","sa3017951",0.691473,NA,NA,NA
"Eduardo Robles","sa3022261",0.66788,NA,NA,NA
"Eduardo Rodriguez","13164",0.722304352941176,0.705,"REZ1",1.02454518147685
"Eduardo Salazar","23135",0.708776235294118,0.763,"REZ1",0.928933466964768
"Eduardo Soriano","sa3017278",0.675079,NA,NA,NA
"Eduardo Tovar","sa3019647",0.680042,NA,NA,NA
"Eduardo Zapata","sa3017656",0.674492,NA,NA,NA
"Eduarniel Nunez","sa3005284",0.710536,NA,NA,NA
"Edwar Chirinos","sa3018842",0.68742,NA,NA,NA
"Edwar Colina","20589",0.731431,NA,NA,NA
"Edwar Polimir","sa3017552",0.70132,NA,NA,NA
"Edward Baram","sa3010664",0.687049,NA,NA,NA
"Edward Cabrera","21690",0.720633647058823,0.708,"REZ1",1.01784413426388
"Edward Cedano","sa3021792",0.667446,NA,NA,NA
"Edwin Cervantes","sa3020965",0.680731,NA,NA,NA
"Edwin Diaz","14710",0.766119058823529,0.775,"REZ1",0.988540721062619
"Edwin Escobar","10337",0.711633,NA,NA,NA
"Edwin Gonzalez","sa3019263",0.674019,NA,NA,NA
"Edwin Jimenez","sa3010800",0.687133,NA,NA,NA
"Edwin Moreno","sa3019166",0.665754,NA,NA,NA
"Edwin Nunez","sa3014813",0.6654525,NA,NA,NA
"Edwin Rodriguez","sa3016058",0.674101,NA,NA,NA
"Edwin Uceta","20539",0.731046352941176,0.736,"REZ1",0.993269501278772
"Edwin Zamudio","sa3015951",0.674688,NA,NA,NA
"Edwuin Bencomo","sa917763",0.692244,NA,NA,NA
"Efrain Contreras","sa3005692",0.6993995,NA,NA,NA
"Eiberson Castellano","sa3015414",0.700983333333333,NA,NA,NA
"Eider Machuca","sa3019430",0.667437,NA,NA,NA
"Eiker Huizi","sa3007842",0.701578,NA,NA,NA
"Eiver Espinoza","sa3018908",0.681557,NA,NA,NA
"Eli Ankeney","sa3020390",0.714898,NA,NA,NA
"Eli Lingos","sa3006798",0.717984,NA,NA,NA
"Eli Morgan","20203",0.721141764705882,0.729,"REZ1",0.98922052771726
"Eli Saul","sa3020471",0.696727,NA,NA,NA
"Eli Villalobos","20408",0.714246666666667,0.759,"REZ1",0.941036451471234
"Elian Serrata","sa3018871",0.68293,NA,NA,NA
"Eliander Alcalde","sa3016519",0.689792,NA,NA,NA
"Elias Moscoso","sa3019159",0.677796,NA,NA,NA
"Eliazar De Los Santos","sa3019709",0.670775,NA,NA,NA
"Eliazar Dishmey","sa3019181",0.679036,NA,NA,NA
"Eliecer Bata","sa3019254",0.672813,NA,NA,NA
"Eliecer Romero","sa3015945",0.673294,NA,NA,NA
"Elieser Hernandez","16933",0.725551666666667,0.756,"REZ1",0.95972442680776
"Eliezer Pena","sa3022119",0.670187,NA,NA,NA
"Eligio Paredes","sa3019129",0.695877,NA,NA,NA
"Elijah Birdsong","sa3020377",0.688296,NA,NA,NA
"Elijah Dale","sa3023501",0.695539,NA,NA,NA
"Elijah Pleasants","sa3024979",0.690355,NA,NA,NA
"Eliseo Mota","sa3019718",0.672522,NA,NA,NA
"Elison Joseph","sa3015306",0.7157805,NA,NA,NA
"Elliot Johnstone","sa3020801",0.691017,NA,NA,NA
"Elmer RodriguezCruz","sa3019459",0.701699,NA,NA,NA
"Elvin Jimenez","sa3019756",0.680183,NA,NA,NA
"Elvin Rodriguez","20962",0.705090666666667,0.672,"REZ1",1.04924206349206
"Elvis Alvarado","sa919291",0.713032714285714,NA,NA,NA
"Elvis Garcia","sa3015360",0.680425,NA,NA,NA
"Elvis Jerez","sa3009469",0.692363,NA,NA,NA
"Elvis Novas","sa3016816",0.678349,NA,NA,NA
"Elvis Peguero","21652",0.726305647058824,0.743,"REZ1",0.977531153511203
"Elvis Soto","sa3019556",0.680944,NA,NA,NA
"Elwis Mijares","sa3021009",0.67425,NA,NA,NA
"Emailin Montilla","sa3020956",0.720394,NA,NA,NA
"Emannoel Madeira","sa3021737",0.667485,NA,NA,NA
"Emerson Hancock","27470",0.700633411764706,0.704,"REZ1",0.995217914438503
"Emerson Talavera","sa3016005",0.683222,NA,NA,NA
"Emiliano Teodo","sa3015158",0.702878285714286,NA,NA,NA
"Emilio Castillo","sa3016812",0.689942,NA,NA,NA
"Emilio Marquez","sa3006145",0.708326,NA,NA,NA
"Emilio Pagan","14771",0.712719294117647,0.71,"REZ1",1.003829991715
"Emilio Vargas","sa736761",0.701446,NA,NA,NA
"Emilker Guzman","sa3003158",0.703474,NA,NA,NA
"Eminen Flores","sa3019632",0.677072,NA,NA,NA
"Emmanuel Chapman","sa3023456",0.6998865,NA,NA,NA
"Emmanuel Clase","21032",0.765873058823529,0.754,"REZ1",1.01574676236542
"Emmanuel Martinez","sa3019055",0.694357,NA,NA,NA
"Emmanuel Ramirez","17304",0.716044166666667,0.703,"REZ1",1.01855500237079
"Emmanuel Reyes","sa3019071",0.67021,NA,NA,NA
"Emmet Sheehan","29839",0.710371333333333,0.733,"REZ1",0.9691286948613
"Emmett Olson","sa3023223",0.694425,NA,NA,NA
"Enderjer Sifontes","sa3016458",0.680629,NA,NA,NA
"Enderson Mercado","sa3024254",0.680893,NA,NA,NA
"Endrys Briceno","sa505062",0.720255,NA,NA,NA
"Engel Daniel Peralta","sa3019538",0.684414,NA,NA,NA
"Engel Silvestre","sa3022397",0.676049,NA,NA,NA
"Enger Sanchez","sa3019387",0.67633,NA,NA,NA
"Engert Garcia","sa3021817",0.683527,NA,NA,NA
"Enmanuel Acosta","sa3010325",0.686441,NA,NA,NA
"Enmanuel De Jesus","18554",0.758197857142857,0.841,"REZ1",0.90154323084763
"Enmanuel Mejia","sa3009262",0.700761,NA,NA,NA
"Enmanuel Pinales","sa3018832",0.690978,NA,NA,NA
"Enmanuel Solano","sa921578",0.686929,NA,NA,NA
"Enniel Cortez","sa3021525",0.681916,NA,NA,NA
"Enoli Paredes","20447",0.7307,0.738,"REZ1",0.990108401084011
"Enrique Carta","sa3022048",0.676436,NA,NA,NA
"Enrique Coronel","sa3019739",0.678918,NA,NA,NA
"Enrique Santana","sa3007496",0.699887,NA,NA,NA
"Enrique Segura","sa3019147",0.676336,NA,NA,NA
"Enyel De Los Santos","18403",0.730493411764706,0.747,"REZ1",0.977902826994252
"Enyer Burgos","sa3019481",0.677776,NA,NA,NA
"Enyerber Rivero","sa3022129",0.671756,NA,NA,NA
"Erasmo Ramirez","10314",0.70849,0.731,"REZ1",0.969206566347469
"Erian Rodriguez","sa3019625",0.685514,NA,NA,NA
"Eriberto Vasquez","sa3020970",0.671554,NA,NA,NA
"Eric Adler","sa3020592",0.7114345,NA,NA,NA
"Eric Cerantola","sa3017914",0.702976833333333,NA,NA,NA
"Eric Dominguez","sa3019284",0.693397,NA,NA,NA
"Eric Foggo","sa3020948",0.685152,NA,NA,NA
"Eric Hanhold","18332",0.713758,NA,NA,NA
"Eric Lauer","19316",0.691282909090909,0.631,"REZ1",1.09553551361475
"Eric Mendez","sa3005433",0.691336,NA,NA,NA
"Eric Orze","27626",0.734911058823529,0.789,"REZ1",0.931446208901812
"Eric Pardinho","sa968102",0.7184325,NA,NA,NA
"Eric Prado","sa3021780",0.679453,NA,NA,NA
"Eric Reyzelman","sa3020611",0.726564,NA,NA,NA
"Eric Silva","sa3017965",0.69505,NA,NA,NA
"Eric Skoglund","16155",0.706386,NA,NA,NA
"Eric Stout","16873",0.729512,NA,NA,NA
"Eric Torres","sa3017262",0.693674,NA,NA,NA
"Eric Veras","sa3024462",0.676756,NA,NA,NA
"Eric Yardley","15538",0.694523,NA,NA,NA
"Eric Yost","sa3022858",0.691248,NA,NA,NA
"Erich Uelmen","20323",0.689189166666667,0.711,"REZ1",0.969323722456634
"Erick Fedde","17425",0.723479176470588,0.764,"REZ1",0.946962272867262
"Erick Padilla","sa3019392",0.679761,NA,NA,NA
"Erick Pinales","sa3007963",0.699011,NA,NA,NA
"Erick Reynoso","sa3021749",0.66008,NA,NA,NA
"Erick Rodriguez","sa3015155",0.677392,NA,NA,NA
"Erik Martinez","sa3020835",0.709669,NA,NA,NA
"Erik Miller","26252",0.756121764705882,0.8,"REZ1",0.945152205882353
"Erik Rivera","sa3010867",0.688682,NA,NA,NA
"Erik Sabrowski","24978",0.749182,0.706,"REZ1",1.06116430594901
"Erik Swanson","16587",0.720001294117647,0.667,"REZ1",1.07946221007143
"Erik Tolman","sa3021719",0.692876,NA,NA,NA
"Eriq Swan","sa3023514",0.681809,NA,NA,NA
"Eris Rodriguez","sa3017859",0.686373,NA,NA,NA
"Ernesto Jaquez","sa3004869",0.69592,NA,NA,NA
"Ernesto Mercedes","sa3018835",0.692419,NA,NA,NA
"Ernie Day","sa3023004",0.688876,NA,NA,NA
"Erubiel Armenta","sa3015125",0.711384,NA,NA,NA
"Ervin Santana","3200",0.704764,NA,NA,NA
"Ervin Torres","sa3018827",0.678724,NA,NA,NA
"Esmerlin Vinicio","sa3014708",0.696574,NA,NA,NA
"Estarlin Cruz","sa3021000",0.68536,NA,NA,NA
"Estarlin Escalante","sa3018906",0.696247,NA,NA,NA
"Estarlin Francisco","sa3023693",0.662803,NA,NA,NA
"Estarlin Rodriguez","sa3004871",0.694247,NA,NA,NA
"Esteban Luna","sa3024100",0.669755,NA,NA,NA
"Estibenzon Jimenez","sa3015983",0.683508,NA,NA,NA
"Ethan Bosacker","sa3023163",0.673764,NA,NA,NA
"Ethan Chenault","sa3023445",0.705655,NA,NA,NA
"Ethan Hammerberg","sa3019849",0.699191,NA,NA,NA
"Ethan Hankins","sa3008589",0.704822,NA,NA,NA
"Ethan Lindow","sa3005028",0.700058,NA,NA,NA
"Ethan Pecko","sa3022997",0.718494,NA,NA,NA
"Ethan Roberts","24930",0.714800266666667,0.712,"REZ1",1.0039329588015
"Ethan Routzahn","sa3017206",0.692798,NA,NA,NA
"Ethan Small","26364",0.721414352941177,0.69,"REZ1",1.04552804774084
"Ettore Giulianelli","sa3015281",0.697829,NA,NA,NA
"Eudry Alcantara","sa3019701",0.667273,NA,NA,NA
"Eudrys Manon","sa3009631",0.713793,NA,NA,NA
"Eudy Liriano","sa3021765",0.66704,NA,NA,NA
"Euri Montero","sa3015989",0.68239,NA,NA,NA
"Eury Perez","27768",0.737141647058823,0.715,"REZ1",1.03096733854381
"Eury Ramos","sa873729",0.6957675,NA,NA,NA
"Eury Rosado","sa3016489",0.703657,NA,NA,NA
"Evan Fitterer","sa3011433",0.695599,NA,NA,NA
"Evan Gates","sa3017311",0.7165115,NA,NA,NA
"Evan Johnson","sa3010000",0.699637,NA,NA,NA
"Evan Justice","30008",0.711053058823529,0.826,"REZ1",0.860839054265774
"Evan Kravetz","27536",0.6972035,NA,NA,NA
"Evan Lee","24988",0.719991,NA,NA,NA
"Evan Marshall","12297",0.721186,NA,NA,NA
"Evan McKendry","sa3010787",0.693985,NA,NA,NA
"Evan Miller","sa915725",0.707272,NA,NA,NA
"Evan Phillips","17734",0.732989764705882,0.706,"REZ1",1.03822912847859
"Evan Reifert","sa3014860",0.708327714285714,NA,NA,NA
"Evan Shawver","sa3017780",0.685362,NA,NA,NA
"Evan Sisk","sa3007612",0.717536285714286,NA,NA,NA
"Evan Taylor","sa3019950",0.713204,NA,NA,NA
"Evelio Hernandez","sa3019487",0.674692,NA,NA,NA
"Ever Moya","sa917836",0.693078,NA,NA,NA
"Everhett Hazelwood","sa3017197",0.695453,NA,NA,NA
"Eward Rodriguez","sa3018293",0.66833,NA,NA,NA
"Eybersson Polanco","sa3018301",0.653005,NA,NA,NA
"Ezequiel Bonilla","sa3018334",0.671856,NA,NA,NA
"Ezequiel Jimenez","sa3022146",0.668332,NA,NA,NA
"Ezequiel Ventura","sa3011859",0.683202,NA,NA,NA
"Fabian Gallardo","sa3024091",0.668042,NA,NA,NA
"Fabian Soto","sa3023829",0.665552,NA,NA,NA
"Fabian Ysalla","sa3021020",0.67158,NA,NA,NA
"Fabricio Reina","sa3003143",0.688309,NA,NA,NA
"Federik Jimenez","sa3019645",0.675646,NA,NA,NA
"Felipe Bello","sa3020084",0.683205,NA,NA,NA
"Felipe De La Cruz","sa3016065",0.712835,NA,NA,NA
"Felipe De Los Santos","sa3019262",0.677199,NA,NA,NA
"Felipito Santos","sa3010805",0.672475,NA,NA,NA
"Felix Arronde","sa3016526",0.679039,NA,NA,NA
"Felix Bautista","20666",0.774605882352941,0.684,"REZ1",1.13246474028208
"Felix Cabrera","sa3016496",0.700042,NA,NA,NA
"Felix Castro","sa3018361",0.679455,NA,NA,NA
"Felix Cepeda","sa3005445",0.694578,NA,NA,NA
"Felix Minjarez","sa3007272",0.719266,NA,NA,NA
"Felix Paulino","sa828972",0.714621,NA,NA,NA
"Felix Pena","13403",0.71482,NA,NA,NA
"Felix Polanco","sa3008709",0.687032,NA,NA,NA
"Felix Ramires","sa3005828",0.687274,NA,NA,NA
"Fermin Magallanes","sa3021544",0.682937,NA,NA,NA
"Fernando Abad","4994",0.707933571428571,0.733,"REZ1",0.9658029623855
"Fernando Cruz","7048",0.757521764705882,0.755,"REZ1",1.00334008570316
