"name","playerid","new_LOB%","LOB%","Source","LOB%_adj_rate"
"AJ Alexy","22343",0.698718,NA,NA,NA
"AJ Block","sa3014916",0.722582,NA,NA,NA
"AJ Blubaugh","sa3020112",0.718541333333333,NA,NA,NA
"AJ Candelario","sa3018176",0.700307,NA,NA,NA
"AJ Labas","sa3017638",0.696085,NA,NA,NA
"AJ Ladwig","16266",0.700441,NA,NA,NA
"AJ Minter","18655",0.743967176470588,0.73,"REZ1",1.01913311845286
"AJ Puckett","sa738686",0.70856,NA,NA,NA
"AJ Puk","19343",0.748074470588235,0.722,"REZ1",1.03611422519146
"AJ SmithShawver","29960",0.711764941176471,0.653,"REZ1",1.08999225295018
"Aaron Ashby","23550",0.717626352941176,0.682,"REZ1",1.05223805416595
"Aaron Barrett","11243",0.70602,NA,NA,NA
"Aaron Brooks","12272",0.68162625,0.649,"REZ1",1.05027157164869
"Aaron Brown","sa3017500",0.7048115,NA,NA,NA
"Aaron Brown","sa598306",0.726293,NA,NA,NA
"Aaron Bummer","16258",0.742119647058824,0.71,"REZ1",1.04523893951947
"Aaron Civale","19479",0.721130588235294,0.735,"REZ1",0.981130052020808
"Aaron Cohn","sa3017210",0.67702,NA,NA,NA
"Aaron Davenport","sa3017615",0.705184,NA,NA,NA
"Aaron Fletcher","22052",0.706463,NA,NA,NA
"Aaron Haase","sa3017849",0.70664,NA,NA,NA
"Aaron Hernandez","sa3008599",0.6919525,NA,NA,NA
"Aaron Holiday","sa3017937",0.693188,NA,NA,NA
"Aaron Leasher","sa3004701",0.719938,NA,NA,NA
"Aaron Loup","10343",0.698650714285714,0.622,"REZ1",1.12323265962333
"Aaron McGarity","sa873280",0.6766895,NA,NA,NA
"Aaron Munson","sa3023257",0.706943,NA,NA,NA
"Aaron Nixon","sa3023376",0.69764,NA,NA,NA
"Aaron Nola","16149",0.727610352941176,0.776,"REZ1",0.937642207398423
"Aaron Northcraft","10218",0.695005,NA,NA,NA
"Aaron Ochsenbein","sa3011241",0.712737,NA,NA,NA
"Aaron Perry","sa1055363",0.70924,NA,NA,NA
"Aaron Pinto","sa3006823",0.719013,NA,NA,NA
"Aaron Rozek","sa3015224",0.697325,NA,NA,NA
"Aaron Rund","sa3023369",0.704872,NA,NA,NA
"Aaron Sanchez","11490",0.6887055,NA,NA,NA
"Aaron Shortridge","sa3006759",0.6934045,NA,NA,NA
"Aaron Slegers","15231",0.710014,NA,NA,NA
"Aaron Wilkerson","16904",0.710041,NA,NA,NA
"Abdiel Medina","sa3009206",0.674346,NA,NA,NA
"Abdiel Mendoza","sa916829",0.6966965,NA,NA,NA
"Abel Adames","sa917912",0.688468,NA,NA,NA
"Abel Brito","sa3015458",0.68273,NA,NA,NA
"Abel Fuerte","sa3021475",0.679147,NA,NA,NA
"Abel Mendez","sa3018902",0.672008,NA,NA,NA
"Abel Mercedes","sa3017013",0.702799,NA,NA,NA
"Abner Uribe","25327",0.737109529411765,0.733,"REZ1",1.00560645213065
"Abraham Gaitan","sa3020492",0.659287,NA,NA,NA
"Abraham Parra","sa3022369",0.670566,NA,NA,NA
"Abrahan Tejada","sa3019146",0.678459,NA,NA,NA
"Accimias Morales","sa3018809",0.671252,NA,NA,NA
"Adam Boucher","sa3023128",0.705362,NA,NA,NA
"Adam Cimber","15288",0.675083411764706,0.713,"REZ1",0.946821054368451
"Adam Conley","14457",0.740534,NA,NA,NA
"Adam Kloffenstein","24493",0.722652916666667,0.781,"REZ1",0.925291826717883
"Adam Kolarek","10843",0.719251666666667,0.771,"REZ1",0.932881539126675
"Adam Laskey","sa3014851",0.7076655,NA,NA,NA
"Adam Leverett","sa1169991",0.6926065,NA,NA,NA
"Adam Macko","sa3011555",0.701045428571429,NA,NA,NA
"Adam Maier","sa3020883",0.686683,NA,NA,NA
"Adam Mazur","31900",0.69570694117647,0.724,"REZ1",0.960921189470263
"Adam McKillican","sa3017687",0.686826,NA,NA,NA
"Adam Morgan","12580",0.726788,NA,NA,NA
"Adam Oller","20132",0.700872363636364,0.763,"REZ1",0.91857452639104
"Adam Ottavino","1247",0.706410352941176,0.711,"REZ1",0.993544800198561
"Adam Plutko","15846",0.710316,NA,NA,NA
"Adam Scoggins","sa3017845",0.705607,NA,NA,NA
"Adam Scott","sa3006826",0.70977,NA,NA,NA
"Adam Seminaris","sa3015010",0.7123395,NA,NA,NA
"Adam Serwinowski","sa3020626",0.693818,NA,NA,NA
"Adam Shoemaker","sa3017888",0.699085,NA,NA,NA
"Adam Smith","sa3017147",0.676519,NA,NA,NA
"Adam Stauffer","sa3005146",0.719529,NA,NA,NA
"Adam Stone","sa3020944",0.69393,NA,NA,NA
"Adam Tulloch","sa3020588",0.70976,NA,NA,NA
"Adam Wainwright","2233",0.675255714285714,0.623,"REZ1",1.08387755102041
"Adam Wolf","sa3007587",0.6942585,NA,NA,NA
"Adan Moreno","sa3021537",0.693183,NA,NA,NA
"Adbert Alzolay","17859",0.724530833333333,0.731,"REZ1",0.991150250797994
"Adel Dilone","sa3018798",0.694289,NA,NA,NA
"Adenys Bautista","sa3007905",0.687662,NA,NA,NA
"Adilson Peralta","sa3018816",0.683849,NA,NA,NA
"Adisyn Coffey","sa3014738",0.709554,NA,NA,NA
"Adolfo Oviedo","sa3018882",0.671005,NA,NA,NA
"Adolfo Ramirez","sa3003015",0.698508,NA,NA,NA
"Adonis Medina","19903",0.714386,NA,NA,NA
"Adonis Villavicencio","sa3019070",0.693202,NA,NA,NA
"Adonys Perez","sa3020114",0.696185,NA,NA,NA
"Adrian Acosta","sa3018883",0.664534,NA,NA,NA
"Adrian Alcantara","sa974592",0.700331,NA,NA,NA
"Adrian Bohorquez","sa3021501",0.678339,NA,NA,NA
"Adrian Chaidez","sa3017417",0.694939,NA,NA,NA
"Adrian De Horta","sa737857",0.708681,NA,NA,NA
"Adrian Del Moral","sa3006816",0.681717,NA,NA,NA
"Adrian Delgado","sa3019379",0.679255,NA,NA,NA
"Adrian Florencio","sa3010569",0.68142,NA,NA,NA
"Adrian Heredia","sa3024791",0.672352,NA,NA,NA
"Adrian Hernandez","sa3006177",0.7063805,NA,NA,NA
"Adrian Herrera","sa3023627",0.676349,NA,NA,NA
"Adrian Houser","12718",0.685381272727273,0.705,"REZ1",0.972172018052869
"Adrian Martinez","21023",0.699360833333333,0.718,"REZ1",0.974040157845868
"Adrian Martinez","sa3016049",0.66564,NA,NA,NA
"Adrian Morejon","20039",0.738214470588235,0.709,"REZ1",1.04120517713432
"Adrian Ogando","sa3017617",0.678816,NA,NA,NA
"Adrian Quintana","sa3016465",0.703485,NA,NA,NA
"Adrian Rodriguez","sa3015385",0.70681,NA,NA,NA
"Adrian Sampson","13339",0.6757565,NA,NA,NA
"Adrian Santana","sa3018876",0.672,NA,NA,NA
"Aidan Anderson","sa3011250",0.682541,NA,NA,NA
"Aidan Curry","sa3015334",0.689085,NA,NA,NA
"Aidan Maldonado","sa3020829",0.703348,NA,NA,NA
"Al Pesto","sa3021977",0.720669,NA,NA,NA
"Alain Pena","sa3019050",0.683417,NA,NA,NA
"Alan Busenitz","15239",0.7008975,0.735,"REZ1",0.953602040816326
"Alan Carter","sa3020817",0.719141,NA,NA,NA
"Alan Mundo","sa3005688",0.698815,NA,NA,NA
"Alan Perdomo","sa3006399",0.669878,NA,NA,NA
"Alan Rangel","sa877578",0.685446,NA,NA,NA
"Alan Strong","sa3006768",0.713423,NA,NA,NA
"Alaska Abney","sa3017308",0.700018,NA,NA,NA
"Albert Abreu","17485",0.6897604,0.631,"REZ1",1.09312266244057
"Albert Breton","sa3009995",0.674646,NA,NA,NA
"Albert Polanco","sa3019660",0.667956,NA,NA,NA
"Albert Rivas","sa3018286",0.686866,NA,NA,NA
"Albert Suarez","6175",0.716631294117647,0.733,"REZ1",0.977668886927213
"Alberto Baldonado","11812",0.734544,NA,NA,NA
"Alberto Guerrero","sa872514",0.716302,NA,NA,NA
"Alberto Mota","sa3016712",0.704092,NA,NA,NA
"Alberto Pacheco","sa3015421",0.673661,NA,NA,NA
"Albertus Barber","sa1172728",0.715622,NA,NA,NA
"Aldrin Batista","sa3019119",0.694821,NA,NA,NA
"Aldry Acosta","sa3002794",0.707565,NA,NA,NA
"Alec Baker","sa3022794",0.694771,NA,NA,NA
"Alec Barger","sa3010566",0.6861435,NA,NA,NA
"Alec Bettinger","20312",0.692079,NA,NA,NA
"Alec Gamboa","sa3011249",0.6989975,NA,NA,NA
"Alec Kisena","sa875686",0.701386,NA,NA,NA
"Alec Marsh","27451",0.695249647058824,0.703,"REZ1",0.988975315873149
"Alec Mills","13834",0.693056428571429,0.666,"REZ1",1.04062526812527
"Alejandro Gomez","sa3017618",0.694338,NA,NA,NA
"Alejandro Hidalgo","sa3015151",0.684334,NA,NA,NA
"Alejandro Lugo","sa3009253",0.689463,NA,NA,NA
"Alejandro Manzano","sa3019125",0.684187,NA,NA,NA
"Alejandro Mateo","sa918495",0.716529,NA,NA,NA
"Alejandro Melean","sa3006815",0.712465,NA,NA,NA
"Alejandro Mendez","sa3011785",0.687497,NA,NA,NA
"Alejandro Ramirez","sa3021042",0.679375,NA,NA,NA
"Alejandro Rosario","sa3023538",0.709745,NA,NA,NA
"Alejandro Torres","sa3023265",0.709625,NA,NA,NA
"Alek Jacob","29628",0.728879764705882,0.747,"REZ1",0.975742656902118
"Alek Manoah","26410",0.702638705882353,0.699,"REZ1",1.00520558781452
"Alemao Hernandez","sa3002788",0.707872,NA,NA,NA
"Alessandro Ercolani","sa3016714",0.692218,NA,NA,NA
"Alex Amalfi","sa3020489",0.708168,NA,NA,NA
"Alex Ayala Jr","sa3017141",0.689845,NA,NA,NA
"Alex Bustamante","sa3020631",0.695756,NA,NA,NA
"Alex Claudio","12890",0.716025,NA,NA,NA
"Alex Clemmey","sa3023421",0.708606,NA,NA,NA
"Alex Cobb","6562",0.691357411764706,0.605,"REZ1",1.14273952357803
"Alex Colome","6661",0.723766428571428,0.758,"REZ1",0.954836977007162
"Alex Cook","sa3020879",0.692845,NA,NA,NA
"Alex Cornwell","sa3017501",0.7024538,NA,NA,NA
"Alex Faedo","19874",0.721642941176471,0.767,"REZ1",0.940864330086663
"Alex Garbrick","sa3017465",0.696836,NA,NA,NA
"Alex Hoppe","sa3020836",0.6952485,NA,NA,NA
"Alex Lange","19883",0.713307764705882,0.671,"REZ1",1.06305181029193
"Alex Makarewich","sa3023642",0.679348,NA,NA,NA
"Alex Martinez","sa3015284",0.701976,NA,NA,NA
"Alex Mauricio","sa3004337",0.694611,NA,NA,NA
"Alex McFarlane","sa3020633",0.691211,NA,NA,NA
"Alex McKenney","sa3017209",0.684954,NA,NA,NA
"Alex Nolan","sa3010267",0.697345,NA,NA,NA
"Alex Pham","sa3017550",0.709637,NA,NA,NA
"Alex Phillips","sa3008595",0.722185,NA,NA,NA
"Alex Powers","sa621533",0.719341,NA,NA,NA
"Alex Rao","sa3020595",0.697111,NA,NA,NA
"Alex Reyes","15015",0.73535,NA,NA,NA
"Alex Santos II","sa3014684",0.704469,NA,NA,NA
"Alex Scherff","sa3005397",0.712768,NA,NA,NA
"Alex Segal","sa919036",0.725307,NA,NA,NA
"Alex Speas","21859",0.717527294117647,0.721,"REZ1",0.995183486987028
"Alex Troop","sa915638",0.7010615,NA,NA,NA
"Alex Valdez","sa3005432",0.695421,NA,NA,NA
"Alex Valverde","sa3005207",0.693581,NA,NA,NA
"Alex Vesia","25007",0.764192941176471,0.777,"REZ1",0.983517298811416
"Alex Wells","19845",0.711379,NA,NA,NA
"Alex Williams","sa3020314",0.701603,NA,NA,NA
"Alex Wood","13781",0.68896,0.705,"REZ1",0.977248226950355
"Alex Young","18333",0.723232823529412,0.797,"REZ1",0.907443944202524
"Alexander Agramonte","sa3021034",0.668113,NA,NA,NA
"Alexander Alberto","sa3015986",0.695682,NA,NA,NA
"Alexander Beltre","sa3015444",0.690619,NA,NA,NA
"Alexander Campos","sa3022221",0.665574,NA,NA,NA
"Alexander Cornielle","sa3011779",0.688508,NA,NA,NA
"Alexander De Los Santos","sa3023083",0.665628,NA,NA,NA
"Alexander Fuentes","sa3024072",0.664073,NA,NA,NA
"Alexander Johnson","sa3015278",0.679848,NA,NA,NA
"Alexander Vallecillo","sa3016034",0.68507,NA,NA,NA
"Alexis Cedano","sa3006641",0.684939,NA,NA,NA
"Alexis De La Cruz","sa3022007",0.675244,NA,NA,NA
"Alexis Diaz","21132",0.708850705882353,0.719,"REZ1",0.985884152826638
"Alexis Liebano","sa3019885",0.68799,NA,NA,NA
"Alexis Paulino","sa3019128",0.677309,NA,NA,NA
"Alexis Torres","sa3019375",0.672768,NA,NA,NA
"Alexuan Vega","sa3008334",0.696898,NA,NA,NA
"Alfonso Perez","sa3019659",0.66058,NA,NA,NA
"Alfred Morillo","sa3018870",0.697186,NA,NA,NA
"Alfred Vega","sa3006495",0.700435,NA,NA,NA
"Alfredi Jimenez","sa3006479",0.685749,NA,NA,NA
"Alfredo Romero","sa3018345",0.675507,NA,NA,NA
"Alfredo Ruiz","sa3017506",0.71196,NA,NA,NA
"Alfredo Zarraga","sa3018276",0.7156685,NA,NA,NA
"Ali Ascanio","sa3018306",0.676219,NA,NA,NA
"Alimber Santa","sa3015478",0.7092895,NA,NA,NA
"Alison Zacarias","sa3022388",0.668506,NA,NA,NA
"Alix Hernandez","sa3021479",0.690902,NA,NA,NA
"Allan Hernandez","sa3011399",0.699587,NA,NA,NA
"Allan Saathoff","sa3020711",0.71748,NA,NA,NA
"Allan Winans","21238",0.676217636363636,0.654,"REZ1",1.03397192104532
"Allen Facundo","sa3016071",0.701783,NA,NA,NA
"Alonzo Richardson","sa3015333",0.671262,NA,NA,NA
"Alonzo Tredwell","sa3023524",0.684432,NA,NA,NA
"Alvaro Benua","sa3018032",0.686256,NA,NA,NA
"Alvaro Gamez","sa3018854",0.684587,NA,NA,NA
"Alvaro Pineda","sa3019503",0.6624,NA,NA,NA
"Alvin Nova","sa3022153",0.680253,NA,NA,NA
"Amauri Otero","sa3019075",0.678714,NA,NA,NA
"Amilcar Chirinos","sa3017149",0.694626,NA,NA,NA
"Amir Garrett","14375",0.747404,0.809,"REZ1",0.923861557478368
"Amos Willingham","26128",0.714796470588235,0.711,"REZ1",1.0053396210805
"Anders Tolhurst","sa3019818",0.709706,NA,NA,NA
"Anderson Amarista","sa917061",0.686328,NA,NA,NA
"Anderson Beltre","sa3022002",0.667339,NA,NA,NA
"Anderson Bido","sa3004204",0.6960015,NA,NA,NA
"Anderson Brito","sa3024232",0.685058,NA,NA,NA
"Anderson Cardenas","sa3020991",0.672877,NA,NA,NA
"Anderson Espinoza","18593",0.717172,NA,NA,NA
"Anderson Guevara","sa3019182",0.675729,NA,NA,NA
"Anderson Jerez","sa3021778",0.669273,NA,NA,NA
"Anderson Munoz","sa3007840",0.718238,NA,NA,NA
"Anderson Paulino","sa3007991",0.687577,NA,NA,NA
"Anderson Pilar","sa917899",0.711644571428572,NA,NA,NA
"Anderson Severino","20582",0.740604,NA,NA,NA
"Andinson Ferrer","sa3018819",0.698317,NA,NA,NA
"Andre Granillo","sa3016913",0.7226268,NA,NA,NA
"Andre Jackson","21298",0.688067857142857,0.601,"REZ1",1.14487164250059
"Andre Pallante","26108",0.712116941176471,0.711,"REZ1",1.00157094398941
"Andre Sanchez","sa3018297",0.675229,NA,NA,NA
"Andre Scrubb","20329",0.704335,NA,NA,NA
"Andres Cova","sa3024530",0.681163,NA,NA,NA
"Andres Diaz","sa3006159",0.67919,NA,NA,NA
"Andres Jimenez","sa3019648",0.68019,NA,NA,NA
"Andres Machado","14681",0.687141428571429,0.614,"REZ1",1.1191228478362
"Andres Munoz","20373",0.765015411764706,0.695,"REZ1",1.10074159966145
"Andres Nunez","sa3006796",0.712217,NA,NA,NA
"Andres Parra","sa3018329",0.688109,NA,NA,NA
"Andres Silvera","sa3016284",0.668885,NA,NA,NA
"Andres Sotillet","sa917861",0.715045,NA,NA,NA
"Andrew Abbott","29911",0.714501764705882,0.716,"REZ1",0.997907492605981
"Andrew Albers","7853",0.704891,NA,NA,NA
"Andrew Alvarez","sa3017531",0.703551,NA,NA,NA
"Andrew Baker","sa3017196",0.710448,NA,NA,NA
"Andrew Bash","sa3010259",0.6902645,NA,NA,NA
"Andrew Bechtold","sa829787",0.720721,NA,NA,NA
"Andrew Bellatti","10657",0.700614583333333,0.658,"REZ1",1.06476380445795
"Andrew Bolivar","sa3024521",0.670633,NA,NA,NA
"Andrew Cabezas","sa3007461",0.712388,NA,NA,NA
"Andrew Chafin","12988",0.716853529411765,0.653,"REZ1",1.09778488424466
"Andrew Dalquist","sa3011841",0.696093,NA,NA,NA
"Andrew Edwards","sa1170614",0.732397,NA,NA,NA
"Andrew Gross","sa3010127",0.703616,NA,NA,NA
"Andrew Heaney","15423",0.694765294117647,0.705,"REZ1",0.985482686691698
"Andrew Hoffmann","sa3017202",0.6875005,NA,NA,NA
"Andrew Kittredge","12828",0.727961294117647,0.694,"REZ1",1.04893558230209
"Andrew Landry","sa3024982",0.685221,NA,NA,NA
"Andrew Lee","sa856275",0.717409,NA,NA,NA
"Andrew Magno","sa3010824",0.7198565,NA,NA,NA
"Andrew Marrero","sa3016941",0.703362,NA,NA,NA
"Andrew McInvale","sa3011143",0.713642,NA,NA,NA
"Andrew Miller","6785",0.715568,NA,NA,NA
"Andrew Misiaszek","sa3010118",0.744289333333333,NA,NA,NA
"Andrew Mitchell","sa3007801",0.722147,NA,NA,NA
"Andrew Moore","17553",0.700371,NA,NA,NA
"Andrew Moore","sa3016795",0.7014304,NA,NA,NA
"Andrew Morris","sa3020569",0.704083833333333,NA,NA,NA
"Andrew Nardi","25942",0.759903882352941,0.805,"REZ1",0.943979978078188
"Andrew Painter","sa3017880",0.716816285714286,NA,NA,NA
"Andrew Perez","sa3006640",0.722317,NA,NA,NA
"Andrew Politi","sa3007243",0.70965,NA,NA,NA
"Andrew Quezada","sa3009858",0.681096,NA,NA,NA
"Andrew Saalfrank","26203",0.736034,0.745,"REZ1",0.987965100671141
"Andrew Schultz","sa3010782",0.685835,NA,NA,NA
"Andrew Sears","sa3023133",0.698484,NA,NA,NA
"Andrew Shaps","sa3008430",0.704424,NA,NA,NA
"Andrew Suarez","18300",0.706820416666667,0.648,"REZ1",1.09077224794239
"Andrew Taylor","sa3020873",0.694757,NA,NA,NA
"Andrew Vasquez","19482",0.672846666666667,0.652,"REZ1",1.03197341513292
"Andrew Walling","sa3020319",0.7114545,NA,NA,NA
"Andrew Walters","33834",0.717381066666667,0.642,"REZ1",1.11741599169263
"Andrew Wantz","24933",0.726467090909091,0.752,"REZ1",0.96604666344294
"Andry Lara","sa3014716",0.690749,NA,NA,NA
"Andy Basora","sa3019168",0.67049,NA,NA,NA
"Andy Fisher","sa1172135",0.714635,NA,NA,NA
"Andy Luis","sa3015633",0.677387,NA,NA,NA
"Andy Otero","sa506550",0.716927,NA,NA,NA
"Andy Rodriguez","sa3017620",0.691583,NA,NA,NA
"Andy Rodriguez","sa3020863",0.67362,NA,NA,NA
"Andy Santana","sa3002957",0.683178,NA,NA,NA
"Anel Cabrera","sa3021033",0.680096,NA,NA,NA
"Aneudis George","sa3016514",0.67233,NA,NA,NA
"Aneudis Mejia","sa3019960",0.681871,NA,NA,NA
"Aneudy Cortorreal","sa3009242",0.699442,NA,NA,NA
"Aneuris Rodriguez","sa3019393",0.674819,NA,NA,NA
"Aneuris Rosario","sa828343",0.714076,NA,NA,NA
"Aneury Lora","sa3019365",0.691653,NA,NA,NA
"Aneurys Zabala","20802",0.741573,NA,NA,NA
"Anfernny Reyes","sa3018807",0.709613,NA,NA,NA
"Angel Acevedo","sa917893",0.709807,NA,NA,NA
"Angel Alfonseca","sa3015308",0.695019,NA,NA,NA
"Angel Anazco","sa3021494",0.704787,NA,NA,NA
"Angel Bastardo","sa3009716",0.711619285714286,NA,NA,NA
"Angel Bello","sa3024272",0.667963,NA,NA,NA
"Angel Beltran","sa3024556",0.664176,NA,NA,NA
"Angel Camacho","sa3022175",0.690468,NA,NA,NA
"Angel Chivilli","26790",0.693312705882353,0.696,"REZ1",0.996138945233266
"Angel Cruz","sa3020988",0.683079,NA,NA,NA
"Angel Cuenca","sa3006414",0.694781,NA,NA,NA
"Angel De Jesus","22323",0.711665,NA,NA,NA
"Angel Felipe","21163",0.740313571428571,0.746,"REZ1",0.992377441593259
"Angel Gonzalez","sa3015160",0.692859,NA,NA,NA
"Angel Hernandez","sa3015363",0.713546,NA,NA,NA
"Angel Hernandez","sa3019189",0.678798,NA,NA,NA
"Angel Jimenez","sa3018287",0.672522,NA,NA,NA
"Angel Macuare","sa3003039",0.6933495,NA,NA,NA
"Angel Perdomo","17759",0.726048117647059,0.648,"REZ1",1.12044462599855
"Angel Reyes","sa3006985",0.6778165,NA,NA,NA
"Angel Roman","sa3018314",0.703089,NA,NA,NA
"Angel Rondon","22036",0.718393,NA,NA,NA
"Angel Sanchez","11776",0.699527,NA,NA,NA
"Angel Tello","sa3019121",0.676835,NA,NA,NA
"Angel Zerpa","22717",0.721482235294118,0.729,"REZ1",0.989687565561204
"Angello Infante","sa916705",0.686122,NA,NA,NA
"Anibal Sanchez","3284",0.689141,NA,NA,NA
"Ankeily Feliz","sa3018803",0.675096,NA,NA,NA
"Anthony Arguelles","sa3023266",0.700146,NA,NA,NA
"Anthony Banda","14706",0.719216941176471,0.675,"REZ1",1.0655065795207
"Anthony Bass","7982",0.715561428571428,0.678,"REZ1",1.055400337126
"Anthony Bello","sa3019565",0.678415,NA,NA,NA
"Anthony Bender","19742",0.731089411764706,0.786,"REZ1",0.930139200718455
"Anthony Castro","19789",0.725149,NA,NA,NA
"Anthony Crespo","sa3023139",0.668806,NA,NA,NA
"Anthony Cruz","sa3019534",0.672705,NA,NA,NA
"Anthony DeSclafani","13050",0.686084117647059,0.613,"REZ1",1.11922368294789
"Anthony Escobar","sa3005691",0.686902,NA,NA,NA
"Anthony Flores","sa3019377",0.701853,NA,NA,NA
"Anthony Garcia","sa3019661",0.684826,NA,NA,NA
"Anthony Gose","5097",0.741132083333333,0.71,"REZ1",1.04384800469484
"Anthony HoopiiTuionetoa","sa3015298",0.7018528,NA,NA,NA
"Anthony Kay","20387",0.713882857142857,0.637,"REZ1",1.1206952231442
"Anthony Maldonado","26034",0.724437777777778,0.77,"REZ1",0.940828282828283
"Anthony Mendez","sa3015992",0.688579,NA,NA,NA
"Anthony Misiewicz","18152",0.701400588235294,0.623,"REZ1",1.12584364082712
"Anthony Molina","26952",0.664801294117647,0.658,"REZ1",1.0103363132487
"Anthony Narvaez","sa3019521",0.677703,NA,NA,NA
"Anthony Perez","sa3016623",0.672594,NA,NA,NA
"Anthony Simonelli","sa3017312",0.693,NA,NA,NA
"Anthony Solometo","sa3018259",0.696773,NA,NA,NA
"Anthony Swarzak","7466",0.711783,NA,NA,NA
"Anthony Tomczak","sa3011763",0.706125,NA,NA,NA
"Anthony Veneziano","27453",0.696424235294118,0.623,"REZ1",1.11785591539987
"Anthony Vizcaya","sa657689",0.7167585,NA,NA,NA
"Antoine Kelly","sa3011135",0.703601,NA,NA,NA
"Antoni Cuello","sa3015947",0.677426,NA,NA,NA
"Antonio Florido","sa3018890",0.663139,NA,NA,NA
"Antonio Jimenez","sa3008074",0.6983308,NA,NA,NA
"Antonio Knowles","sa3017387",0.6987635,NA,NA,NA
"Antonio Menendez","sa3018799",0.7081045,NA,NA,NA
"Antonio Santos","20383",0.724211,NA,NA,NA
"Antonio Senzatela","15488",0.674276941176471,0.717,"REZ1",0.940414143900238
"Antonio Velez","sa3014850",0.721196,NA,NA,NA
"Antwone Kelly","sa3015489",0.677185,NA,NA,NA
"Anyelo Ovando","sa3015996",0.710053,NA,NA,NA
"Anyer Laureano","sa3019123",0.697913,NA,NA,NA
"Archie Bradley","12918",0.712215714285714,0.732,"REZ1",0.972972287275566
"Argenis Angulo","sa829470",0.719725,NA,NA,NA
"Argenis Aparicio","sa3021643",0.669888,NA,NA,NA
"Ariel Jurado","17030",0.700923,NA,NA,NA
"Arielbi Gonzalez","sa3016800",0.678985,NA,NA,NA
"Arij Fransen","sa3015369",0.696166,NA,NA,NA
"Arlison Rodriguez","sa3018823",0.682844,NA,NA,NA
"Armando Vasquez","sa3018283",0.701889,NA,NA,NA
"Arnaldo Hernandez","sa828154",0.720808,NA,NA,NA
"Arodys Vizcaino","5498",0.721701,NA,NA,NA
"Aroldis Chapman","10233",0.765172705882353,0.75,"REZ1",1.0202302745098
"Art Warren","18251",0.708568,NA,NA,NA
"Asa Lacy","sa3014423",0.701907,NA,NA,NA
"Asher Wojciechowski","10836",0.690202,NA,NA,NA
"Ashton Goudeau","15139",0.67704,NA,NA,NA
"Ashton Izzi","sa3022230",0.687461,NA,NA,NA
"Audry Lugo","sa3008710",0.688815,NA,NA,NA
"Augusto Calderon","sa3006406",0.689341,NA,NA,NA
"Austin Adams","13801",0.678427882352941,0.621,"REZ1",1.09247646111585
"Austin Aldeano","sa3016259",0.664837,NA,NA,NA
"Austin Amaral","sa3022903",0.693064,NA,NA,NA
"Austin Becker","sa3020465",0.670353,NA,NA,NA
"Austin Bergner","sa3011122",0.711728,NA,NA,NA
"Austin Brice","17237",0.6913525,NA,NA,NA
"Austin Briggs","sa3007261",0.714222,NA,NA,NA
"Austin Cox","24604",0.702268333333333,0.689,"REZ1",1.01925737784228
"Austin Davis","17117",0.700044727272727,0.679,"REZ1",1.0309937073236
"Austin Drury","sa3008043",0.720491,NA,NA,NA
"Austin Emener","sa3022799",0.667946,NA,NA,NA
"Austin Gomber","16561",0.662790941176471,0.624,"REZ1",1.06216496983409
"Austin Hansen","sa3006956",0.707959,NA,NA,NA
"Austin Hedges","12976",0.657895,NA,NA,NA
"Austin Kitchen","27910",0.697311666666667,0.64,"REZ1",1.08954947916667
"Austin Krob","sa3020594",0.706978,NA,NA,NA
"Austin Lambright","sa3007236",0.695321,NA,NA,NA
"Austin Love","sa3017609",0.694876,NA,NA,NA
"Austin Peterson","sa3020868",0.7053455,NA,NA,NA
"Austin Pope","sa3010816",0.7219735,NA,NA,NA
"Austin Pruitt","15290",0.693605,0.683,"REZ1",1.0155270863836
"Austin Roberts","sa3010254",0.7169995,NA,NA,NA
"Austin Ross","sa3007817",0.719318,NA,NA,NA
"Austin Schulfer","sa3007585",0.697972,NA,NA,NA
"Austin Smith","sa3017071",0.7033795,NA,NA,NA
"Austin Strickland","sa3023380",0.700445,NA,NA,NA
"Austin Temple","sa3020263",0.694005,NA,NA,NA
"Austin Troesser","sa3023281",0.698423,NA,NA,NA
"Austin Vernon","sa3017138",0.701084,NA,NA,NA
"Austin Voth","15047",0.715281636363636,0.716,"REZ1",0.998996698831894
"Austin Warner","sa3004494",0.708036,NA,NA,NA
"Austin Warren","24937",0.700169647058824,0.68,"REZ1",1.02966124567474
"Avery Short","sa3011712",0.688859,NA,NA,NA
"Avery Weems","sa3010256",0.728147,NA,NA,NA
"Ayendy Bravo","sa3024090",0.669158,NA,NA,NA
"Bailey Dees","sa3017946",0.691386,NA,NA,NA
"Bailey Falter","20070",0.693760470588235,0.693,"REZ1",1.00109736015618
"Bailey Horn","27753",0.726429529411765,0.754,"REZ1",0.963434389140271
"Bailey Ober","21224",0.732976117647059,0.793,"REZ1",0.924307840664639
"Bailey Reid","sa3014867",0.69615,NA,NA,NA
"Baron Stuart","sa3020888",0.681406,NA,NA,NA
"Barrett Kent","sa3023082",0.678867,NA,NA,NA
"Barrett Loseke","sa3008243",0.723935,NA,NA,NA
"Bayant Melo","sa3022028",0.667213,NA,NA,NA
"Bayden Root","sa3023040",0.702751,NA,NA,NA
"Bear Bellomy","sa1170484",0.705626,NA,NA,NA
"Beau Brieske","26079",0.714744588235294,0.694,"REZ1",1.02989133751483
